ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_3,Neighbors_FirstClosestDistance_3,Neighbors_FirstClosestObjectNumber_3,Neighbors_NumberOfNeighbors_3,Neighbors_PercentTouching_3,Neighbors_SecondClosestDistance_3,Neighbors_SecondClosestObjectNumber_3,Number_Object_Number,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
1,1,153,240,139,115,109,107,123.5359477124183,110.90196078431373,2.19549252139686,170,0.9812158086123529,13.957279475043833,1,0.6375,0.45547866378691193,32.199710751143144,29.274562336608895,3.0,1.7651784967586401,2.0,5.656854249492381,6.211752093868072,-82.22830981833172,64.97056274847714,0.9,123.5359477124183,110.90196078431373,0,0.0,91.11379383567323,2,0.0,0.0,0.0,0,1,0.0,0.0,nan,0.0,nan,1,nan,0.0,0,0.0,0.0
1,2,168,390,226,137,200,122,212.86904761904762,128.82738095238096,1.9722529638783954,190,0.971444052353919,14.625465582862905,1,0.4307692307692308,0.5070343502151571,30.404671365119096,27.730849247724095,3.605551275463989,1.8866873521077088,2.0,6.7883865373755725,7.214077947343924,-67.02569358285696,64.52691193458118,0.8842105263157894,212.86904761904762,128.82738095238096,0,0.0,91.11379383567323,1,0.0,0.0,0.0,0,2,0.0,0.0,nan,0.0,nan,1,nan,0.0,0,0.0,0.0
2,1,209,310,139,113,108,103,123.17703349282297,107.88038277511961,1.8549923590352828,229,0.9707596829021554,16.312788383647018,1,0.6741935483870968,0.5390857785096567,33.67704758540571,30.4138126514911,4.0,2.1200054974644313,2.0,7.4312262603322425,8.08428999931243,-82.3984805138235,69.79898987322332,0.9126637554585153,123.17703349282297,107.88038277511961,0,0.0,90.89396438226926,2,0.0,0.0,0.0,0,1,3.0428199228139023,3.0428199228139023,2.0,3.0428199228139023,nan,2,1.0,1.0,1,-0.3589142195953343,-3.0215780091941156
2,2,217,464,227,135,198,119,212.27649769585253,125.85253456221199,1.8671678050291785,240,0.9659817399158495,16.622063085174787,1,0.4676724137931034,0.5355705027188882,32.99932047371467,30.083217912982647,4.123105625617661,2.1524757986339913,2.0,7.958798009336878,8.533963585831186,-67.81136915602245,71.35533905932738,0.9041666666666667,212.27649769585253,125.85253456221199,0,0.0,90.89396438226926,1,0.0,0.0,0.0,0,2,3.0332864118938567,3.0332864118938567,2.0,3.0332864118938567,nan,2,1.0,1.0,2,-0.5925499231950937,-2.9748463901689775
3,1,217,363,140,104,107,93,123.29493087557604,98.2073732718894,2.0423361394121935,247,0.975219316145611,16.622063085174787,1,0.5977961432506887,0.4896353644742393,35.913442689837886,32.55764119219941,4.0,2.0699909171882735,2.0,7.495331880577404,7.945502058066676,-82.23808212961725,74.62741699796953,0.8785425101214575,123.29493087557604,98.2073732718894,0,0.0,91.29532426858938,2,0.0,0.0,0.0,0,1,0.0,0.0,nan,0.0,3.0,1,nan,0.0,0,0.0,0.0
3,2,227,480,228,125,198,109,212.79295154185021,116.23348017621146,1.8863737155598932,249,0.9685390965382651,17.000746355818674,1,0.47291666666666665,0.530117649409248,34.30261914631734,31.78049716414141,4.123105625617661,2.1617418508425965,2.0,8.075839156533009,8.536599345249309,-67.55509268528418,73.35533905932738,0.9116465863453815,212.79295154185021,116.23348017621146,0,0.0,91.29532426858938,1,0.0,0.0,0.0,0,2,0.0,0.0,nan,0.0,4.0,1,nan,0.0,0,0.0,0.0
4,1,224,330,139,100,106,90,122.45089285714286,95.07589285714286,1.9967498441836486,245,0.9756494484033793,16.88803298257901,1,0.6787878787878788,0.5008138615425008,36.66800956126655,32.7566787083184,4.0,2.1016990441532157,2.0,7.495331880577404,8.04260392386005,-82.1986448910487,74.97056274847714,0.9142857142857143,122.45089285714286,95.07589285714286,0,0.0,91.4126233323074,2,0.0,0.0,0.0,0,1,3.243234460303747,3.243234460303747,nan,3.243234460303747,3.0,2,1.0,3.0,1,-0.8440380184331815,-3.131480414746534
4,2,236,496,228,122,197,106,212.07203389830508,113.08474576271186,1.9446085538117543,260,0.9708989238399656,17.334489682638438,1,0.47580645161290325,0.5142423126957014,35.76204164434935,32.69556544854363,4.123105625617661,2.164024753861912,2.0,8.075839156533009,8.56463788318963,-68.28452596946575,75.94112549695427,0.9076923076923077,212.07203389830508,113.08474576271186,0,0.0,91.4126233323074,1,0.0,0.0,0.0,0,2,3.2302090730371185,3.2302090730371185,nan,3.2302090730371185,4.0,2,1.0,3.0,2,-0.7209176435451354,-3.1487344134995965
5,1,249,396,139,95,103,84,121.27309236947791,89.75903614457832,2.0775729520503696,276,0.976215136823394,17.805522925178455,1,0.6287878787878788,0.4813308716852007,38.87690230920075,35.510561809129406,4.123105625617661,2.1638317183708744,2.0,8.053035213308643,8.428670817138702,-81.46325361429102,80.62741699796953,0.9021739130434783,121.27309236947791,89.75903614457832,0,0.0,90.92398277770894,2,0.0,0.0,0.0,0,1,8.68689997418204,5.445748735544678,nan,8.688983195848424,3.0,3,0.9997602456329552,4.0,1,-1.1778004876649533,-5.316856712564544
5,2,262,612,228,118,194,100,210.36259541984734,107.93129770992367,2.034354673022625,290,0.9724995807600841,18.26441241104166,1,0.42810457516339867,0.49155637080441306,38.28186230526392,35.11409973215888,4.47213595499958,2.2237997864486068,2.0,8.454889030309712,8.916022872862195,-67.5382398833119,81.84062043356596,0.903448275862069,210.36259541984734,107.93129770992367,0,0.0,90.92398277770894,1,0.0,0.0,0.0,0,2,8.650599088114838,5.429567822987234,nan,8.659776896024352,4.0,3,0.9989401796351441,4.0,2,-1.7094384784577414,-5.1534480527881925
6,1,222,396,139,95,103,84,120.990990990991,89.8108108108108,2.3302507435159536,262,0.9820968270208931,16.812470934731934,1,0.5606060606060606,0.4291383675265647,39.68752793846684,35.510561809129406,4.0,1.9555210879335876,2.0,7.069156454130364,7.476209889789795,-81.13566390169234,80.62741699796952,0.8473282442748091,120.990990990991,89.8108108108108,0,0.0,91.29171726455922,2,0.0,0.0,0.0,0,1,8.706916799566645,0.28681318625143903,nan,8.975796382099864,3.0,4,0.9700439302445145,5.0,1,-0.28210137848691375,0.05177466623248961
6,2,230,594,227,118,194,100,210.44347826086957,108.04347826086956,2.270717362171135,257,0.9789526181773428,17.112717355495807,1,0.3872053872053872,0.4403894631095149,38.23498759349074,35.34119409414458,4.0,2.013465551834032,2.0,7.404259335022518,7.8032889981563205,-67.03360669364115,81.01219330881976,0.8949416342412452,210.44347826086957,108.04347826086956,0,0.0,91.29171726455922,1,0.0,0.0,0.0,0,2,8.520337790918026,0.13829862610435312,nan,8.798075522128705,4.0,4,0.9684319905515564,5.0,2,0.08088284102223042,0.11218055094589374
7,1,238,429,140,91,101,80,121.00420168067227,85.71428571428571,2.5091343101678407,282,0.9842343033104204,17.407785949022028,1,0.5547785547785548,0.3985438308135479,42.894731834940295,38.47076812334269,4.0,1.9484115024438446,2.0,7.324692185932543,7.586771731469019,-81.33067525995774,86.62741699796952,0.8439716312056738,121.00420168067227,85.71428571428571,0,0.0,90.77913635960533,2,0.0,0.0,0.0,0,1,12.701365161522464,4.096546397733318,nan,13.072342779833182,3.0,5,0.9716211833977435,6.0,1,0.013210689681272925,-4.096525096525099
7,2,254,684,228,115,192,96,209.86220472440945,104.29133858267717,2.4173927127316506,292,0.9816128351630325,17.983404693292407,1,0.3713450292397661,0.41366882374275105,41.85124804214074,38.07886552931954,4.0,2.0347123026958447,2.0,7.867149127748252,7.988683246146166,-67.0449201149724,87.84062043356595,0.8698630136986302,209.86220472440945,104.29133858267717,0,0.0,90.77913635960533,1,0.0,0.0,0.0,0,2,12.29650449306472,3.7968975610166993,nan,12.594973083145405,4.0,5,0.9763025622912926,6.0,2,-0.5812735364601167,-3.7521396781923926
8,1,308,533,141,91,100,78,121.07467532467533,84.76623376623377,2.2283882000830357,355,0.9786215149130767,19.802974013476614,1,0.5778611632270169,0.44875484440401237,44.882610940936985,40.792156108742276,4.47213595499958,2.270384400742836,2.0,8.713146327183937,9.230982767247829,-81.26319342845434,92.87005768508881,0.8676056338028169,121.07467532467533,84.76623376623377,0,0.0,91.5528638318581,2,0.0,0.0,0.0,0,1,13.623280292271824,0.950667676269762,nan,14.023010456102943,3.0,6,0.9714946968710878,7.0,1,0.07047364400305867,-0.9480519480519405
8,2,307,798,230,115,192,94,210.73941368078175,103.26384364820846,2.2659562603290295,344,0.977919987115763,19.77080019204319,1,0.38471177944862156,0.4413147850677375,43.880375546327535,39.92492955535426,4.47213595499958,2.259260047365783,2.23606797749979,8.727680894321438,9.170106015445336,-66.78883646762571,93.49747468305831,0.8924418604651163,210.73941368078175,103.26384364820846,0,0.0,91.5528638318581,1,0.0,0.0,0.0,0,2,13.131202892932208,1.3510149493986474,nan,13.945988032544053,4.0,6,0.9415756604902801,7.0,2,0.8772089563723,-1.0274949344687059
9,1,320,616,142,90,98,76,120.653125,83.76875,2.4718224583325186,390,0.9820086420904394,20.185060176161283,1,0.5194805194805194,0.40455980025142907,48.39477097108862,43.73785545725808,4.123105625617661,2.2122802857763366,2.0,9.237006711788759,9.138673941326378,-81.12740898066404,99.698484809835,0.8205128205128205,120.653125,83.76875,0,0.0,91.65116393918353,2,0.0,0.0,0.0,0,1,14.678316670237573,1.0829028304209836,nan,15.105913286523927,3.0,7,0.9716934283829223,8.0,1,-0.42155032467532294,-0.9974837662337706
9,2,334,902,231,114,190,92,210.41017964071855,102.30538922155688,2.3701913107083152,369,0.9808229010638178,20.62188177498708,1,0.37028824833702884,0.4219068711804352,47.21705540436797,43.08131845707603,4.47213595499958,2.287061571360458,2.23606797749979,8.727680894321438,9.202655790879502,-66.06525460538954,99.7401153701776,0.9051490514905149,210.41017964071855,102.30538922155688,0,0.0,91.65116393918353,1,0.0,0.0,0.0,0,2,14.130439468535764,1.0134248571573297,nan,14.959412889701383,4.0,7,0.9445851633832291,8.0,2,-0.32923404006319856,-0.9584544266515849
10,1,332,598,143,88,97,75,120.53614457831326,82.24096385542168,2.5076664108448705,400,0.9831172939336318,20.56004690782767,1,0.5551839464882943,0.3987771242918571,50.458382463750645,45.5411901469428,4.47213595499958,2.228223783800091,2.0,9.461729457362662,9.232696401090223,-81.92335641873154,102.28427124746192,0.83,120.53614457831326,82.24096385542168,0,0.0,91.83723744257577,2,0.0,0.0,0.0,0,1,16.2029976081043,1.5322581122720413,nan,16.63817139879597,3.0,8,0.9738448546861851,9.0,1,-0.1169804216867476,-1.5277861445783145
