TimeStep,NumberOfCells
1,26
2,29
3,29
4,28
5,35
6,32
7,37
8,36
9,43
10,38
11,32
12,37
13,35
14,42
15,41
16,45
17,45
18,49
19,53
20,55
21,59
22,69
23,77
24,81
25,86
26,94
27,117
28,121
29,133
30,144
31,169
32,181
33,210
34,226
35,274
36,282
37,314
38,338
39,390
40,419
41,464
42,479
43,514
44,546
45,644
46,690
47,725
48,738
49,786
50,836
51,965
52,1007
53,1038
54,1053
