TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,InstantaneousGrowthRate,InstantaneousVelocity,divideFlag,Major_axis,Minor_axis,parent
1,1,-3.132761850201765,330.0,280.4651162790698,47.52713178294574,0.385,-53.876,False,80.05933821806734,8.749207698005472,0
1,2,-1.5747432931545526,331.0,25.02298850574713,92.8367816091954,,,False,94.23768545701216,6.355089194036068,0
1,3,-1.537631167104278,3.0,321.55240443896423,129.06288532675708,,,True,152.4054142138156,7.272680168227158,0
1,4,-1.5888654844084762,4.0,27.51247600767754,172.21880998080613,0.333,-24.05,False,92.01492758534944,7.599936729757736,0
1,5,-1.5479114339910316,5.0,316.9247058823529,264.7458823529412,-0.153,1.805,False,163.12026283228127,7.5703402467363,0
1,6,-1.107643460354659,6.0,301.5025906735751,244.87564766839375,0.065,-0.032,False,33.937724952495465,7.43077803780203,0
1,7,-1.558055464591392,332.0,24.995943204868155,247.3549695740365,,,True,83.38582081800604,8.151800709916303,0
1,8,-1.5699173372870743,8.0,24.06206896551724,316.0551724137931,0.244,11.022,False,74.89377423146831,8.06230378275324,0
1,9,-3.060989261932147,9.0,266.85185185185185,318.7555555555556,0.04,0.02,False,28.85366357132803,6.153258230629514,0
1,10,-2.9588701640768282,10.0,260.15413533834584,327.7781954887218,0.064,-0.254,False,51.30455620407385,7.129208198872512,0
1,11,-2.887078539968349,11.0,295.1263736263736,328.03846153846155,,,True,34.268709023822375,7.326942118929891,0
1,12,-1.5695998212868814,12.0,138.78391959798995,351.1507537688442,0.079,-0.267,False,30.215962854100493,8.476718647129518,0
1,13,-1.5508929560003737,13.0,314.35915492957747,383.5193661971831,,,True,108.71688059315372,7.043596425587542,0
1,14,-2.336420467267678,14.0,285.6896551724138,369.13793103448273,-0.013,-0.415,False,28.61336706095011,7.862608213341705,0
1,15,-1.6499119807487543,15.0,203.2722222222222,393.2611111111111,0.061,-0.386,False,28.746027887542212,8.033983634183233,0
1,16,-1.568024772792338,16.0,291.8181818181818,428.7561983471074,-0.008,-0.613,False,34.27332281943103,9.155672094867915,0
1,17,-1.560980891749856,17.0,22.40340909090909,418.0511363636364,,,True,155.53628870348797,8.02716743355959,0
1,18,-1.560977508922892,333.0,313.07421875,473.27734375,-0.103,-12.395,False,92.42239993136458,7.392979323023272,0
1,19,-1.5188165174660095,334.0,19.63754646840149,524.4219330855019,,,False,93.46286184164332,7.74089746555596,0
1,20,-1.570709404779084,20.0,311.1814236111111,602.7960069444445,0.032,-14.263,False,214.07446415141155,8.413825901633265,0
1,21,-2.262673488802103,21.0,105.35514018691588,597.9719626168225,0.07,0.108,False,18.14436922410452,7.555643169314589,0
1,22,-1.1686886892900858,22.0,118.7283950617284,600.3024691358024,-0.008,0.135,False,29.98634832359273,7.463623066848465,0
1,23,-1.5688167375533444,23.0,17.53846153846154,602.8846153846154,0.377,1.707,False,86.72822741947735,8.111304882709737,0
1,24,-1.4871122582696668,335.0,14.75609756097561,659.8252032520326,,,False,42.754552161338616,8.121402965837722,0
1,25,-3.120826306908731,336.0,95.50241935483872,707.708870967742,-0.783,6.691,False,165.2954958165316,10.15005007184948,0
1,26,-3.1388763610721906,26.0,203.77380952380952,710.1904761904761,0.081,0.989,False,80.92436493397332,9.69594411951243,0
2,1,-3.125389219534311,330.0,198.16248636859325,46.95637949836423,,,False,142.6751040052966,8.93663581871596,0
2,27,-1.5266819047395381,3.0,321.04597701149424,120.19310344827586,-0.093,0.241,False,92.31432364674738,6.573425062332659,3
2,4,-1.5972588875824885,4.0,25.049803407601573,136.04062909567497,,,True,151.5827342998382,7.059597887814141,0
2,28,-1.513160056392932,3.0,318.2528735632184,185.566091954023,0.078,-0.302,False,65.90316958947982,7.195219323792038,3
2,29,-1.5329242268175887,332.0,24.73880597014925,230.96019900497512,,,False,72.11780780793755,7.675924654630414,7
2,6,-1.1717270342246728,6.0,299.765306122449,246.9234693877551,0.088,1.357,False,37.41691256453368,6.932594623624673,0
2,5,-1.5336624931702816,5.0,315.7487684729064,270.33004926108373,,,True,129.6474520343751,6.72449862905721,0
2,30,-1.4526673052763484,332.0,23.35664335664336,274.15384615384613,,,False,25.956397631490216,7.37354016380152,7
2,9,-0.11920971171011377,9.0,267.1459854014599,318.54744525547443,0.06,0.811,False,30.647838580789863,5.863171608522419,0
2,10,-2.9709261393968567,10.0,258.95571955719555,328.239852398524,0.058,0.856,False,56.47375107071125,6.882765229238777,0
2,31,-2.780105142101702,11.0,286.12987012987014,325.7402597402597,0.119,-0.214,False,17.59668079856158,5.8969278941809415,11
2,32,-0.17689404902691114,11.0,301.88421052631577,330.53684210526313,0.053,0.352,False,18.062939602272728,6.794679127684634,11
2,12,-1.4152879610001343,12.0,137.66822429906543,351.1588785046729,0.085,-0.006,False,34.033866935908456,8.265341384250586,0
2,33,-1.527564756506489,13.0,314.0841121495327,357.1993769470405,0.381,12.716,False,64.32957252700109,6.91541219130511,13
2,8,-1.534417636845429,8.0,22.126475548060707,332.7672849915683,,,True,108.01948153176684,7.785360402447117,0
2,14,-2.2550123246058416,14.0,284.4360465116279,369.3197674418605,-0.0,1.077,False,28.0770134798964,7.937449818101934,0
2,15,-1.6940470751099335,15.0,201.9396984924623,393.2964824120603,0.077,0.743,False,31.48247132968124,8.136550856966283,0
2,34,-1.5318065988756224,17.0,22.24884792626728,396.7327188940092,,,False,39.55107473050944,7.252702769028789,17
2,35,-1.582131640193052,13.0,312.6502732240437,400.24043715846994,,,False,36.25204329989967,6.792821780371722,13
2,16,-1.555896809071241,16.0,290.54935622317595,428.5064377682404,0.003,0.435,False,33.86790260408768,8.856424962011863,0
2,18,-1.5523247428305158,333.0,312.1519607843137,451.4558823529412,,,False,79.23789263969302,6.906580406516653,0
2,36,-1.5414807628895533,17.0,19.864123957091778,479.2443384982121,,,True,147.6630270409006,7.615043395095419,17
2,23,-1.5416847402897436,23.0,15.844139650872815,605.4925187032419,0.075,-3.501,False,152.58361908916615,8.30312473031829,0
2,20,-1.5615995190621472,20.0,310.4496056091148,579.0061349693251,,,True,224.74132985412623,8.18721518114205,0
2,22,-1.2470391803979595,22.0,117.578231292517,600.734693877551,-0.006,0.651,False,29.61755852565247,6.803204420928657,0
2,21,-2.0900798392996234,21.0,104.2457627118644,598.3305084745763,0.079,0.694,False,20.16198401964976,7.510483102870324,0
2,37,-2.1029552193575785,337.0,312.22727272727275,704.8636363636364,0.085,0.212,False,6.906710879824218,4.077735074145263,0
2,25,-3.07764928074397,336.0,144.36694677871148,709.6246498599439,,,False,51.07291433280123,9.19324565517036,0
2,26,-3.1292253120449818,26.0,207.79012345679013,710.570987654321,0.004,0.838,False,91.38179725046857,9.432751159410476,0
3,38,-1.5677400397459365,338.0,324.6774193548387,63.5,,,False,20.96704191902801,4.174673427102344,0
3,39,-1.5697232107930004,4.0,25.66914498141264,90.82156133828995,,,False,68.03345946339363,5.891030103321215,4
3,27,-1.525978380520485,3.0,322.79947229551453,116.46965699208444,,,False,80.26572048812827,6.453103526440436,3
3,28,-1.5201399947975758,3.0,319.9974293059126,181.62467866323908,0.588,-12.04,False,74.02790923665357,7.061994054782399,3
3,40,-1.5762881094866978,4.0,27.21915820029028,177.24528301886792,,,True,132.41148282391237,8.039410237118728,4
3,41,-1.5367792679514076,5.0,318.3478260869565,245.9937888198758,,,False,72.15035803134931,6.479162986952302,5
3,6,-1.27864850254679,6.0,301.4931506849315,248.027397260274,,,True,42.69921742993606,7.054688987708192,0
3,42,-1.5495127648264275,8.0,25.05761316872428,293.1906721536351,,,True,137.13073114854743,7.473294568202403,8
3,9,-0.11791508333588159,9.0,269.2922077922078,318.33116883116884,0.029,-0.397,False,33.51077034920037,6.024695011013349,0
3,43,-1.5790513896541347,5.0,315.97902097902096,304.5804195804196,,,False,56.78250385025169,7.016490806576966,5
3,31,-0.05588638668726249,11.0,288.4074074074074,323.2962962962963,0.06,-0.519,False,21.02623683177252,4.994809220818588,11
3,10,-2.992115315924996,10.0,260.6114864864865,328.56756756756755,0.029,-0.471,False,61.63622670681379,6.814203788432484,0
3,32,-3.113989127832414,11.0,302.029702970297,331.1188118811881,-0.006,-0.243,False,19.54950080240457,6.742271873982849,11
3,12,-1.3870344695124905,12.0,139.6595744680851,350.3617021276596,0.047,-0.436,False,38.65005684859188,8.111725225548163,0
3,44,-1.6623873951212362,8.0,22.490683229813666,364.9316770186336,,,False,28.90988038070321,7.355642186842282,8
3,33,-1.5427365070344488,13.0,314.9495652173913,381.5182608695652,0.53,-27.013,False,113.93086431745353,6.787516682933137,13
3,14,-2.2644103508560995,14.0,286.1111111111111,370.0679012345679,0.011,-0.394,False,28.063661082783653,7.477480387384258,0
3,15,-1.718722001508784,15.0,203.4377880184332,393.778801843318,0.049,-0.558,False,35.35726473461262,7.97147369223024,0
3,45,-1.5399497574628243,17.0,23.444444444444443,417.1404612159329,-0.425,-4.418,False,91.06080627933156,6.988500591313582,36
3,16,-1.5445204669626436,16.0,291.74766355140184,428.48130841121497,-0.007,-0.403,False,34.041746169427974,8.277015197002948,0
3,46,-1.5490414755944508,17.0,21.320665083135392,491.7600950118765,0.234,-6.726,False,80.15617941448576,7.002741669376264,36
3,47,-1.5543762311778155,20.0,312.9872340425532,511.036170212766,,,True,175.989964451259,7.385029425483681,20
3,23,-1.5406226604462665,23.0,17.835414301929625,600.1838819523269,,,True,170.787886737971,8.20917313469129,0
3,22,-1.355112280533658,22.0,119.43046357615894,601.364238410596,0.014,-0.796,False,29.35076789147752,7.0109583716983135,0
3,21,-2.082428984964229,21.0,105.97709923664122,599.0839694656488,0.041,-0.058,False,22.684336271869697,7.379701090848323,0
3,48,-1.5999755776269842,20.0,311.3258845437616,634.5139664804469,0.332,-16.026,False,125.96544795224018,6.96050677704992,20
3,49,-1.324946382812803,339.0,13.28125,699.875,,,False,9.682413549016635,5.122035031686046,0
3,37,-1.5808660552017482,337.0,312.2692307692308,705.1923076923077,,,False,7.846412048797037,4.648162604043533,0
3,26,-3.1348391631498114,26.0,208.62273476112023,711.6375617792422,0.032,0.132,False,91.8841874339716,8.844683068940526,0
4,50,-3.03713247496775,30.0,182.32558139534885,46.03488372093023,0.92,7.131,False,28.89619907160807,7.855747065774701,0
4,28,-1.5323192624689275,3.0,321.1046643913538,138.9726962457338,,,True,178.7254270461826,6.763798734384292,3
4,51,-1.5906638060752454,4.0,26.162315550510783,134.82973893303063,-0.007,2.56,False,183.06695936263463,6.843164962197401,40
4,52,-1.5268286519699197,4.0,25.425837320574164,226.622009569378,0.064,2.618,False,36.001432962981504,7.707035279502126,40
4,53,-1.3591574398812034,6.0,303.67289719626166,237.89719626168224,0.078,1.029,False,20.4010612566958,6.720714129014451,6
4,54,-1.35126006445071,6.0,298.3008849557522,257.9646017699115,0.049,2.006,False,20.45571184227257,7.084051943659662,6
4,55,-1.5426397920288697,8.0,24.75333333333333,266.89,0.228,9.909,False,56.29240202542333,7.402591647322182,42
4,9,-0.10203503235779857,9.0,268.73125,318.025,0.099,1.212,False,35.02159895296018,5.867024951201222,0
4,31,-0.04408753902422648,11.0,287.5217391304348,323.0434782608696,0.089,1.76,False,23.01063310313831,5.245611048320307,11
4,10,-2.972571725918518,10.0,260.0561056105611,328.1056105610561,,,True,64.39982854121538,6.732826356646229,0
4,32,-0.003061907612552539,11.0,301.66336633663366,330.96039603960395,0.068,1.754,False,19.362406723856573,6.822469012093585,11
4,56,-1.549988787755226,8.0,23.1578073089701,341.0215946843854,-0.53,-1.774,False,113.0806846539036,7.991317301779561,42
4,12,-1.3653051201648647,12.0,139.192,349.844,0.109,-0.015,False,41.46513173981953,8.082552183525337,0
4,14,-2.2582836619011872,14.0,285.52694610778445,369.7724550898204,0.023,1.74,False,28.53053646547815,7.53718535614732,0
4,15,-1.717363946616787,15.0,202.6206896551724,393.2586206896552,0.099,1.408,False,38.03121730586846,7.916320316680254,0
4,33,-1.547041566160435,13.0,315.7144082332762,326.532590051458,,,True,252.1666435735971,6.965225026023257,13
4,45,-1.5391800795852884,17.0,22.988326848249027,410.5291828793775,,,False,48.101288542105785,7.130334762903488,36
4,16,-1.5446118518905105,16.0,291.2566371681416,428.0840707964602,0.012,1.598,False,33.6979462315465,8.690760543714966,0
4,57,-1.5616631763967348,20.0,313.3406113537118,451.46724890829694,,,False,44.16030624478131,7.029137918417814,47
4,46,-1.5476996182537495,17.0,21.0432,481.6736,,,True,113.79476915855224,7.4209474430027775,36
4,58,-1.5609096621042227,20.0,312.7359050445104,496.9495548961424,0.086,-10.761,False,62.33137335701843,7.432739444573609,47
4,59,-1.527318301451881,23.0,18.391705069124423,547.705069124424,,,False,37.94970995384417,7.843546914192698,23
4,48,-1.5732206306822576,20.0,311.1237623762376,607.7267326732673,,,True,207.1821116802143,7.9698722586358866,20
4,22,-1.5007292850918763,22.0,118.34246575342466,600.3630136986301,-0.005,1.038,False,29.99143157108089,6.981992738235596,0
4,21,-2.086596053139893,21.0,105.46043165467626,599.0863309352518,0.055,0.743,False,24.13038492032229,7.378586178955346,0
4,60,-1.5288836352665076,23.0,16.412844036697248,624.9960681520314,,,True,151.0897924689817,8.453357188509113,23
4,26,-3.1342183809419737,26.0,210.2626728110599,711.3609831029186,-0.095,1.116,False,96.43430627656822,9.106000428558808,0
4,61,-3.070538089934333,340.0,284.28062360801783,713.6458797327394,,,False,73.84246844040602,8.06799135937285,0
5,50,-3.130922404869912,30.0,193.1544991511036,46.80475382003396,-0.116,18.601,False,114.8890065880674,7.9103441305975695,0
5,62,-1.645982040798464,3.0,327.1818181818182,60.81818181818182,,,False,11.741605183152885,3.780076413964292,28
5,63,-1.5337609902363987,3.0,326.4174757281553,110.09385113268608,,,False,71.12710307686362,6.265889164703901,28
5,51,-1.5923021121307694,4.0,30.00121951219512,137.95975609756098,,,True,181.1269950050784,6.582340533779065,40
5,64,-1.5229831715585107,3.0,323.6128266033254,177.3705463182898,0.393,-6.865,False,85.96430392320505,6.634978218926444,28
5,65,-1.5383292847716814,13.0,321.75250836120404,247.30434782608697,0.726,26.727,False,72.47042500762274,5.856435082283529,33
5,53,-1.7408321411818157,6.0,306.503937007874,236.77165354330708,0.038,0.418,False,22.93887922199749,7.058589949158103,6
5,52,-1.525585662652836,4.0,28.91981132075472,230.16037735849056,,,False,39.60326681761199,7.313134332851236,40
5,54,-1.2918736257513899,6.0,301.703125,258.625,0.041,0.758,False,22.01735730367924,7.471667893591255,6
5,55,-1.5403571009215988,8.0,28.32613908872902,281.4772182254197,0.158,-17.213,False,79.24302672252128,7.248446624990541,42
5,66,-1.5801357437223755,13.0,319.15021459227466,303.1845493562232,,,False,50.250679343455296,6.570005787029278,33
5,9,-0.1668152536412178,9.0,272.3821989528796,317.30366492146595,0.046,0.642,False,40.62051473690853,6.276684619849742,0
5,31,-0.15554125096950322,11.0,291.80582524271847,322.747572815534,0.031,0.539,False,26.306138701922404,5.209701767585348,11
5,67,-2.9530138554674648,10.0,245.5819209039548,325.5310734463277,0.022,-0.787,False,31.183974591913323,7.434965437940227,10
5,68,-3.0276112968311932,10.0,277.44025157232704,330.9559748427673,0.04,-0.017,False,32.92838196994618,6.569287936654919,10
5,32,-3.062603239808752,11.0,305.8807339449541,330.6605504587156,0.015,0.355,False,21.4523919498644,6.555255900724347,11
5,56,-1.4796159302618486,8.0,26.93308550185873,338.0743494423792,0.152,-7.118,False,51.09567179995892,7.033756042502009,42
5,69,-1.5150299212735399,13.0,319.1636363636364,356.1963636363636,,,False,62.03289063244982,6.121988855847016,33
5,12,-1.3143780534683984,12.0,142.97857142857143,348.2892857142857,,,True,48.83955490522462,8.094626532482284,0
5,14,-2.23616864447887,14.0,289.4638554216868,370.01807228915663,-0.003,0.521,False,29.53864393594344,7.331823704016014,0
5,15,-1.6796122339314217,15.0,206.67790262172284,393.5280898876405,0.031,0.632,False,44.14739191857314,7.913507698544329,0
5,70,-1.5548642538578188,13.0,317.59327217125383,412.6636085626912,,,False,70.20750678441459,6.309231464225637,33
5,71,-1.553280724296722,17.0,26.05068493150685,420.72328767123287,,,True,141.83354212264825,7.441229129794972,46
5,16,-1.5439311557650979,16.0,294.747619047619,428.6,-0.016,0.631,False,34.32609897597906,8.09036936632561,0
5,58,-1.5794330518163415,20.0,317.120218579235,474.8715846994536,0.638,3.943,False,70.92009209448625,7.109493858368429,47
5,72,-1.512397557352406,17.0,24.546511627906977,504.4341085271318,,,False,50.10797494690537,6.749213488676817,46
5,73,-1.571401404471835,20.0,315.8780487804878,536.8834688346883,,,False,71.05798429787569,7.102715194430648,48
