StepNumber,NumberOfCells
1,3
2,3
3,3
4,4
5,4
6,5
7,5
8,5
9,5
10,5
11,5
12,5
13,7
14,7
15,8
16,8
17,8
18,13
19,13
20,13
21,13
22,14
23,20
24,23
25,24
26,24
27,24
28,31
29,37
30,40
31,42
