TimeStep,NumberOfCells
1,12
2,12
3,12
4,14
5,13
6,14
7,12
8,12
9,12
10,13
11,13
12,14
13,15
14,16
15,16
16,15
17,15
18,15
19,16
20,18
21,19
22,16
23,18
24,18
25,19
26,20
27,19
28,17
29,19
30,15
31,15
32,15
33,15
34,18
35,17
36,18
37,18
38,18
39,19
40,19
41,20
42,21
43,19
44,20
45,20
46,21
47,21
48,22
49,22
50,22
51,22
52,21
53,23
54,24
55,24
56,27
57,26
58,28
59,26
60,26
