2	0	14	0
3	0	14	0
4	14	14	0
5	15	16	0
6	15	15	0
7	15	16	0
8	16	16	0
9	17	17	0
10	17	17	0
11	17	17	0
12	18	18	0
13	18	21	0
14	18	21	11
15	18	20	11
16	19	20	12
17	19	25	12
18	21	28	0
19	21	22	0
20	22	30	0
21	22	27	14
22	22	22	0
23	23	23	0
24	23	24	0
25	24	24	23
26	24	30	0
27	25	28	25
28	25	27	0
29	26	29	17
30	26	26	17
31	27	30	30
32	28	30	0
33	28	28	21
34	28	28	0
35	29	29	0
36	29	30	27
37	29	30	33
38	29	32	27
39	29	30	0
40	30	31	35
41	31	34	0
42	31	32	31
43	31	32	37
44	31	32	0
45	31	35	0
46	31	32	0
47	31	34	26
48	31	33	39
49	31	34	26
50	32	32	0
51	32	32	0
52	33	33	0
53	33	34	50
54	33	34	51
55	33	34	51
56	33	33	0
57	33	34	0
58	33	38	44
59	33	36	0
60	33	34	0
61	33	36	0
62	34	34	0
63	34	38	0
64	34	38	0
65	34	36	0
66	34	34	48
67	34	34	0
68	35	35	0
69	35	38	0
70	35	35	0
71	35	35	0
72	35	35	54
73	35	36	0
74	35	36	55
75	35	38	0
76	35	36	60
77	35	38	47
78	35	35	66
79	35	36	60
80	35	38	47
81	35	36	0
82	35	38	49
83	36	38	68
84	36	38	68
85	36	36	0
86	36	36	0
87	36	36	71
88	36	36	72
89	36	38	45
90	36	36	45
91	36	36	78
92	36	38	78
93	37	37	0
94	37	38	0
95	37	37	88
96	37	37	87
97	37	38	0
98	37	38	74
99	37	37	0
100	37	38	0
101	37	37	90
102	37	37	79
103	37	38	91
104	37	38	0
105	37	38	81
106	38	38	0
107	38	38	0
108	38	38	0
109	38	38	0
110	38	38	0
111	38	38	0
112	38	38	0
113	38	38	0
