ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,47.76960784313726,126.3970588235294,0,1
2,1,1,48.88770053475936,126.16042780748663,0,1
3,1,1,51.50761421319797,125.73096446700508,0,1
4,1,1,27.310679611650485,128.14563106796118,0,1
5,1,1,32.45023696682465,128.85308056872037,0,1
6,1,1,36.810483870967744,126.75,0,1
7,1,1,39.045627376425855,124.54372623574145,0,1
8,1,1,37.753571428571426,124.46428571428571,0,1
9,1,1,45.30491803278689,123.80327868852459,0,1
10,1,1,46.41104294478528,123.96932515337423,0,1
11,1,1,49.72300469483568,111.88732394366197,0,1
11,2,1,39.44,133.155,0,2
12,1,1,48.75877192982456,116.19736842105263,0,1
12,2,1,38.17972350230415,130.53456221198158,0,2
13,1,1,50.0625,117.57421875,0,1
13,2,1,39.86440677966102,129.75423728813558,0,2
14,1,1,50.629629629629626,118.83703703703704,0,1
14,2,1,40.554263565891475,128.81007751937983,0,2
15,1,1,52.474916387959865,119.64548494983278,0,1
15,2,1,42.707581227436826,127.03971119133574,0,2
16,1,1,53.66486486486487,106.65945945945946,0,1
16,2,1,44.00568181818182,110.42613636363636,0,2
16,3,1,49.0,130.41414141414143,0,3
16,4,1,40.15642458100559,132.3240223463687,0,4
17,1,1,55.75,104.83,0,1
17,2,1,45.765306122448976,108.31632653061224,0,2
17,3,1,49.853881278538815,130.90867579908675,0,3
17,4,1,41.16417910447761,132.44776119402985,0,4
18,1,1,58.425925925925924,103.29629629629629,0,1
18,2,1,48.76146788990825,106.36697247706422,0,2
18,3,1,51.70042194092827,131.78902953586498,0,3
18,4,1,43.092592592592595,132.625,0,4
19,1,1,59.81856540084388,101.40506329113924,0,1
19,2,1,50.58196721311475,103.11065573770492,0,2
19,3,1,52.54545454545455,132.24621212121212,0,3
19,4,1,44.08583690987125,132.1459227467811,0,4
20,1,1,51.57518796992481,99.83458646616542,0,1
20,2,1,60.10236220472441,101.10629921259843,0,2
20,3,1,43.803088803088805,131.1158301158301,0,3
20,4,1,52.215488215488215,133.91919191919192,0,4
21,1,1,55.701149425287355,80.49425287356321,0,1
21,2,1,61.607142857142854,86.88095238095238,0,2
21,3,1,47.58378378378379,101.4,0,3
21,4,1,57.46341463414634,108.10975609756098,0,4
21,5,1,41.43258426966292,122.84831460674157,0,5
21,6,1,50.15816326530612,124.62755102040816,0,6
21,7,1,41.3974358974359,144.50641025641025,0,7
21,8,1,49.83157894736842,148.97894736842105,0,8
22,1,1,55.44973544973545,80.41269841269842,0,1
22,2,1,61.74033149171271,86.19337016574586,0,2
22,3,1,43.622549019607845,101.74019607843137,0,3
22,4,1,57.19251336898396,109.54545454545455,0,4
22,5,1,49.986486486486484,118.71171171171171,0,5
22,6,1,42.02061855670103,123.11855670103093,0,6
22,7,1,49.08571428571429,145.75714285714287,0,7
22,8,1,40.372093023255815,146.34883720930233,0,8
23,1,1,56.092233009708735,80.43203883495146,0,1
23,2,1,63.50243902439024,83.84390243902439,0,2
23,3,1,42.26521739130435,101.32173913043478,0,3
23,4,1,59.2463768115942,109.42995169082126,0,4
23,5,1,51.483333333333334,117.31666666666666,0,5
23,6,1,43.113122171945705,120.710407239819,0,6
23,7,1,49.67713004484305,146.57847533632287,0,7
23,8,1,41.145077720207254,146.15544041450778,0,8
24,1,1,59.50438596491228,79.39473684210526,0,1
24,2,1,68.74553571428571,81.09375,0,2
24,3,1,43.40625,100.1875,0,3
24,4,1,62.12236286919831,108.20253164556962,0,4
24,5,1,54.04615384615385,117.34615384615384,0,5
24,6,1,45.62660944206009,119.79399141630901,0,6
24,7,1,42.97129186602871,147.11483253588517,0,7
24,8,1,51.6,149.3686274509804,0,8
25,1,1,61.53333333333333,77.23529411764706,0,1
25,2,1,71.75708502024291,78.36437246963563,0,2
25,3,1,43.83737024221453,99.11764705882354,0,3
25,4,1,63.622489959839356,107.28112449799197,0,4
25,5,1,55.29251700680272,117.34353741496598,0,5
25,6,1,46.625,118.74609375,0,6
25,7,1,43.08849557522124,145.5,0,7
25,8,1,53.11072664359862,152.4083044982699,0,8
26,1,1,61.82122905027933,72.95251396648045,0,1
26,2,1,81.96319018404908,66.15337423312883,0,2
26,3,1,65.96407185628742,81.53892215568862,0,3
26,4,1,39.069053708439895,105.06393861892583,0,4
26,5,1,66.42458100558659,97.28491620111731,0,5
26,6,1,56.71584699453552,102.10382513661202,0,6
26,7,1,45.16883116883117,107.87012987012987,0,7
26,8,1,63.867924528301884,118.44654088050315,0,8
26,9,1,47.1413612565445,127.49214659685863,0,9
26,10,1,55.71980676328502,128.59903381642513,0,10
26,11,1,38.74496644295302,130.58389261744966,0,11
