CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.0182414943098862,32,24,-0.0189758875500559,63.9583333333333,0.581109111688152
2,0,14,18,1.1686487426307,14.0555555555556,-0.715751925072795
3,0,19,1,NaN,NaN,NaN
4,0,8,1,NaN,NaN,NaN
5,0.0176918739510297,40,6,0.726681153119928,47.1666666666667,1.32135526097136
6,0.0146303978609229,99,4,-0.147976004313926,108.25,0.72291659971247
7,0.00990390341180003,98,2,-0.725924867721346,101,0.746261257003516
8,0.0208012824542385,34,3,-0.497213305300632,37,0.896300426090225
9,0.0212302487412356,32,5,-0.606021914236207,37,1.43718154787178
10,0.00724751865662313,90,2,-0.0982293496880473,92,0.617693624344978
11,0.0198235702582231,32,10,-0.0591167255805288,45.1,-0.883665331388129
12,0.0256123533932511,32,10,0.796088319360396,49.7,0.661188538576299
13,0.0256721177985165,20,9,-0.712657358692697,29.7777777777778,0.707273083622543
14,0.0202423594951137,22,9,-0.0880583601096155,30,1.02167413724151
15,0.0210568632945651,70,5,-0.966738186530952,82.4,0.662590459440102
16,0.0214922152198762,40,8,-0.297696835101313,52,0.842934940790474
17,0.0235214249748495,26,5,-0.70309072878489,31.4,0.306661099803556
18,0.024979563296094,22,5,0.616653457718329,27.6,0.809931498063341
19,0.0202579507548838,30,3,-0.953022667969753,33.3333333333333,1.53818508609749
20,0.0179186830662358,80,3,0.278030905866324,87.6666666666667,0.501022214610537
