StepNumber,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,4
13,4
14,4
15,4
16,6
17,7
18,7
19,8
20,7
21,8
22,11
23,13
24,14
25,16
