TimeStep,CellLifeId,label,Orientation,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2
1,1,1,-1.09435175047919,105.284995743536,74.8263731227879,22,7.26343198619465,0,8,9
1,2,2,-1.23456195974787,112.829934668076,80.5559962315746,21,7.91905387350831,0,6,7
1,3,3,0.584671295288628,101.640984121985,92.1929094293977,22,8.40605512943176,0,4,5
2,1,1,-1.10394159327494,107.250079830019,74.0370116761063,23,7.43388484418372,0,8,9
2,2,2,-1.21233802674138,114.150830943114,80.4935611876083,21,7.78467777548075,0,6,7
2,3,3,0.530067036042016,102.8,91.93,22,8.63277613713919,0,4,5
3,1,1,-1.10998136890121,110.047017306773,74.1664643985121,24,7.58271078636867,0,8,9
3,2,2,-1.19472914844094,116.782207230917,79.8962511170308,22,7.84797356266483,0,6,7
3,3,3,0.535018676022025,104.949870446339,91.7550714471322,23,8.35259481183267,0,4,5
4,1,1,-1.08856462981954,85.6507764460362,76.312159072457,25,7.38901493415645,0,8,9
4,2,2,-1.15994282646006,92.5710018078233,82.3135237515648,22,7.87446673256017,0,6,7
4,3,3,0.496884422656698,80.63,94.93,25,8.53136928305171,0,4,5
5,1,1,-1.06117366634675,90.8113835640687,77.0831474003506,26,7.41931161586305,0,8,9
5,2,2,-1.16090298029301,97.1999298462338,83.0835809135336,22,7.76181502090146,0,6,7
5,3,3,0.465298215650668,84.9843446665409,95.2531561004169,26,8.71758300516668,0,4,5
6,1,1,-1.02025587910204,95.4854529925115,74.4923050950264,29,7.78923521833616,0,8,9
6,2,2,-1.1126084515188,101.695468104853,80.8408208647482,24,8.02455595666245,0,6,7
6,3,3,0.493964735885988,88.9129398015779,94.1202300107036,30,8.89332211949178,0,4,5
7,1,1,-0.982115251112463,98.1517954186083,72.5565308271579,30,7.40941247370208,0,8,9
7,2,2,-1.11425860422489,103.782050972286,79.1319942697113,22,7.70438776309226,0,6,7
7,3,3,0.48970833045915,91.29,91.75,31,8.78388427102732,0,4,5
8,1,1,-0.947228036139053,96.6762356442485,72.4322966074044,32,7.6405836270683,0,8,9
8,2,2,-1.0721896248602,102.609976323516,79.941773983951,23,7.68058893971912,0,6,7
8,3,3,0.505407493217029,89.31,92.12,34,8.70152189879498,0,4,5
9,1,1,-0.949258946903745,104.493507888287,72.8488571431157,33,7.32042395643545,0,8,9
9,2,2,-1.07488547444048,109.875832975676,79.7604643388358,24,7.93450124783977,0,6,7
9,3,3,0.526166120716454,96.4676305607313,92.3888891320821,37,8.66824905429262,0,4,5
