CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.4,22,15,-0.266884449838861,33.6666666666667,-1.04448117436096
2,0.32,21,15,-0.308277047519892,27.6,-1.1274321327841
3,0.36,22,10,-0.19672104358476,29,0.517483403081557
4,0.228571428571429,26,21,-0.0592583354967157,45.0952380952381,-0.813911813814202
5,0.52,26,5,-0.138533559477402,32.2,0.107913621096816
6,0.714285714285714,31,7,-1.0180999943441,41.7142857142857,-1.11630375472305
7,0.833333333333333,29,6,-0.313612259923731,38,-0.809782712306296
8,0.48,33,5,-0.989074773980616,39,-1.14667019577653
9,0.4,34,5,-0.275055633934102,38.2,-1.37343461599592
10,0.733333333333333,27,6,-0.539383705511178,34,-0.561558627171284
11,0.48,28,5,0.561732209098975,33.2,-0.226271524058505
12,0.65,26,8,-0.895228760188144,37.875,-1.06881163462611
13,0.828571428571429,27,7,-0.570565898800818,38.7142857142857,-1.35397770503575
14,-0.0545454545454545,28,11,-0.382578650818765,39.5454545454545,-0.992987662393444
15,0.48,28,5,-0.0194823394177126,34,-1.28129630100203
16,0.48,27,5,0.0713873797469455,33.4,-0.607385968917069
17,0.833333333333333,28,6,0.585289566204627,36.5,0.553030795431249
18,0.84,27,5,-1.12570347868661,35.6,-1.11526045451224
19,1,33,5,0.0558709910328219,41.6,-0.595564349141509
20,0.0444444444444444,29,9,-0.39704922952006,28.6666666666667,-0.661697834104949
21,1.15,26,8,0.366416750552059,46.5,-0.589326071383705
22,0.755555555555556,32,9,-0.999801853350708,49.4444444444444,-1.15520229393966
23,0.657142857142857,29,7,-0.551324985194622,40.2857142857143,-1.0137467596078
24,0.666666666666667,24,6,-1.80385798359001,31.1666666666667,-0.487637257500062
25,-0.1,28,6,-0.782263488083365,31.1666666666667,-1.36442842527548
26,0.48,26,5,0.110307787006253,31.4,-1.10052693905
27,0.433333333333333,25,6,-0.734295349648034,32.1666666666667,-0.729975188956053
28,0.966666666666667,23,6,-0.197236103290558,32.1666666666667,-0.420997882271351
29,0.24,28,5,-1.97124824617083,31.2,-1.40645833643841
30,0.4,27,4,-1.25409003719307,31.5,-0.850503765307319
31,0.48,35,5,-1.13421039749823,42.4,-0.812442212062103
32,0.6,30,5,0.459950673630593,36.4,-0.445880434415229
33,-0.28,31,5,0.787736577696468,32,0.236027971202702
34,0.72,30,5,0.86832463565837,36.4,0.285901449302305
35,0.85,31,4,-1.55425304262201,37.25,-1.15959480510383
36,0.9,31,4,-0.748779043741787,37.5,-1.26056062084101
37,0.333333333333333,27,3,-3.1731377549843,29,-1.0728016022835
38,0.533333333333333,26,3,-2.34877739900809,29,-1.26976401746431
39,0,28,1,NaN,NaN,NaN
40,0.6,29,2,-1.79846539327322,32,-0.984291051320081
41,0,44,1,NaN,NaN,NaN
42,1.6,38,2,-0.245069536915778,46,-0.38777232494263
43,0,67,1,NaN,NaN,NaN
44,0,36,1,NaN,NaN,NaN
45,0,22,1,NaN,NaN,NaN
46,0,27,1,NaN,NaN,NaN
47,0,21,1,NaN,NaN,NaN
48,0,58,1,NaN,NaN,NaN
49,0,26,1,NaN,NaN,NaN
50,0,26,1,NaN,NaN,NaN
51,0,26,1,NaN,NaN,NaN
52,0,22,1,NaN,NaN,NaN
53,0,23,1,NaN,NaN,NaN
