CellId,lable,birthLength,AverageLength,AverageVelocity,LifeHistory,GrowthRate
1.0,1.0,28.29339847829396,26.700018205165083,0.211,12.0,-0.003
2.0,3.0,28.69276627095412,44.27000637217569,-3.507,2.0,0.245
3.0,4.0,21.14565755264302,22.931807140345153,0.284,6.0,0.018
4.0,5.0,34.68204553101308,39.194147172750995,0.026,7.0,0.023
5.0,6.0,17.864323331461293,45.49250946276589,0.747,9.0,0.085
6.0,8.0,18.658943102452582,23.367885368543256,-0.204,14.0,0.022
7.0,9.0,16.41791821326493,21.898011046169728,-0.006,16.0,0.024
8.0,3.0,28.406018743171806,43.05828913391733,2.341,4.0,0.142
9.0,3.0,30.90545644028049,26.549499735914537,1.417,3.0,-0.14
10.0,3.0,32.13497911495698,35.98196699035184,-0.58,6.0,0.026
11.0,3.0,17.96354493944761,36.19622253671187,0.632,6.0,0.095
12,3.0,16.965275857409306,NaN,NaN,1,NaN
13.0,4.0,11.72203791675592,23.796891268901426,1.366,4.0,0.147
14,4.0,13.695225842593633,NaN,NaN,1,NaN
15.0,5.0,20.396067746128857,20.66169868597078,0.168,3.0,0.006
16.0,5.0,20.943237294982875,30.94389400426611,-0.057,19.0,0.029
17.0,6.0,27.17833524633386,51.76011517931065,0.581,5.0,0.129
18,6.0,28.635011225442597,NaN,NaN,1,NaN
19.0,4.0,13.013298785902482,13.533147250186964,-0.878,2.0,0.026
20.0,4.0,15.85462870747902,25.739430356645578,-1.445,4.0,0.138
21,6.0,15.657081030206008,NaN,NaN,1,NaN
22,6.0,14.694774215010176,NaN,NaN,1,NaN
23.0,12.0,22.44720021563173,33.3569018615368,-0.284,17.0,0.03
24.0,13.0,17.059213123203868,18.029810238971212,-0.183,3.0,0.025
25.0,1.0,15.647883503859868,21.309038046423467,0.064,4.0,0.09
26.0,1.0,11.572576641184533,10.944170787453691,-0.375,2.0,-0.038
27.0,3.0,20.171038183098187,33.262817180467856,3.145,2.0,0.277
28,3.0,19.424270690047106,NaN,NaN,1,NaN
29.0,3.0,20.263434108022658,27.48586354658848,-0.211,12.0,0.034
30.0,3.0,21.53931742623265,24.24165355602457,-0.405,6.0,0.023
31.0,3.0,20.793015889991576,23.13558266751706,-0.125,6.0,0.022
32.0,3.0,20.097416130126238,26.0673023895972,0.207,12.0,0.029
33.0,4.0,14.788129680749046,21.444152301600003,-0.096,18.0,0.029
34.0,4.0,16.767419248353367,26.717651468552237,-0.01,20.0,0.03
35,6.0,37.10399946661089,NaN,NaN,1,NaN
36.0,6.0,15.537987492793809,21.06930406129508,0.202,12.0,0.034
37.0,8.0,17.056152470508813,33.072942919091986,0.04,6.0,0.097
