TimeStep,NumberOfCells
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,2
11,1
12,1
13,2
14,2
15,2
16,2
17,2
18,2
19,3
20,4
21,2
22,3
23,4
24,3
25,4
26,3
27,3
28,4
29,4
30,3
31,5
32,6
33,8
34,6
35,8
36,8
37,9
38,10
39,11
40,13
