CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,1.0,58.23535653902452,68.93563716291965,0.359,9.0,0.031,-1.1023885265262106
2.0,1.0,44.25721147262618,76.87632262947652,0.631,3.0,0.188,-1.040124934805004
3,1,40.284385049176656,,,1,NaN,-1.2600735363012554
4.0,1.0,53.968378429984014,66.90267366015082,0.755,7.0,0.049,-0.8933119321379951
5.0,1.0,48.412960397859294,56.62257500962812,0.777,6.0,0.033,-1.1049410833424238
6.0,1.0,41.23003861084,32.304708654025944,-0.194,2.0,-0.099,-0.8364807115598953
7.0,1.0,33.556601032246895,66.4696903576794,-1.241,4.0,0.158,-1.0598942070170279
8,1,30.04961546350129,,,1,NaN,-1.035494347705652
9.0,1.0,58.40246713186282,79.44277697624331,-0.171,2.0,0.234,-0.957218282518558
10,1,28.104112799541664,,,1,NaN,-0.993580689682228
11,1,75.84714959214391,,,1,NaN,-1.0118074198813314
12.0,1.0,83.54664294316106,103.38121482720136,2.304,2.0,0.22,-0.9400074470078805
13.0,1.0,59.59767797906693,70.779924573138,1.243,2.0,0.124,-0.8902482092005936
14,1,34.87119553005627,,,1,NaN,-1.162200530540464
15.0,1.0,40.31071207979868,31.616606441026484,2.82,2.0,-0.097,-1.097299914329601
16.0,1.0,54.22756987095707,81.52942633893953,2.715,3.0,0.291,-0.9645124017896837
17.0,1.0,95.38623716578284,119.22856189695065,3.465,2.0,0.265,-0.9554376855435189
18.0,1.0,60.8557062265234,61.4866351237484,2.001,2.0,0.007,-1.1396422596943823
19,1,41.58942807139215,,,1,NaN,-1.1766101833545932
20.0,1.0,109.3838017192474,111.71569321964388,1.175,2.0,0.026,-0.9661055581310618
21.0,1.0,49.53983110285176,60.46912331244343,-0.505,6.0,0.041,-1.330025675307499
22.0,1.0,104.01340519064014,137.6253452395041,1.203,3.0,0.2,-1.0052808079265398
23,1,35.278539985353866,,,1,NaN,-0.9828360886071017
24,1,34.6247611336969,,,1,NaN,-0.8818099036813667
25.0,1.0,94.34440192141037,114.00193808452231,-0.993,2.0,0.218,-1.0320379544064913
26.0,1.0,38.95494678895709,49.70502484435623,0.615,7.0,0.038,-0.844945636242002
27,1,131.3130837668059,,,1,NaN,-0.9855408306258822
28.0,1.0,110.28006240500952,112.31647064931144,0.89,2.0,0.023,-1.0802417326075184
29.0,1.0,47.66717084802424,56.04989567509193,1.29,6.0,0.033,-0.6810437513923118
30.0,1.0,89.08526316908655,98.18706908550803,1.282,3.0,0.06,-0.9287002632806186
31.0,1.0,48.45411111583287,65.14427130022618,1.296,7.0,0.051,-1.1499219253769544
32.0,1.0,75.48640315141562,106.22462934190625,4.147,2.0,0.342,-0.9341163088640948
33.0,1.0,44.1618696554927,75.54521219791387,2.311,3.0,0.195,-1.2487598337591481
34,1,35.82154877497284,,,1,NaN,-1.0129969955211948
35,1,55.13887236597779,,,1,NaN,-1.178931881714397
36,1,54.42720791744732,,,1,NaN,-1.1133499624737104
37.0,1.0,90.32084724259732,113.39699094041171,0.809,2.0,0.256,-0.8109711032978721
38.0,1.0,64.02465303438798,103.25146156063212,-0.231,5.0,0.17,-0.8377594270194532
39.0,1.0,71.86494600292208,58.2056137710656,4.08,2.0,-0.152,-1.0508101469985045
40.0,1.0,53.88640715335666,65.1995121301974,0.165,5.0,0.044,-1.1033272856649436
41.0,1.0,44.09045681290416,49.838575471287996,0.997,5.0,0.023,-0.8086057198873178
42,1,33.25161995703865,,,1,NaN,-1.4797380940632419
43,1,125.7796342722151,,,1,NaN,-0.8589761394690256
44.0,1.0,72.38734480228494,75.41988912717429,-0.802,2.0,0.034,-0.7822673206403588
45.0,1.0,57.49217469365996,59.30671041361484,-0.687,3.0,-0.004,-0.8146924732273565
46.0,1.0,48.26350030394549,50.61820637322032,-0.394,3.0,0.017,-1.0996256562981552
47,1,33.92710180168602,,,1,NaN,-1.0252703342368732
48.0,1.0,29.814429065952837,57.67089350814547,-0.483,3.0,0.156,-0.9055672831935828
49.0,1.0,81.37862544033794,90.3563804572999,0.437,3.0,0.068,-0.9182185177692673
50.0,1.0,41.29250530531625,66.65411241877865,4.055,2.0,0.282,-1.0395167041971527
51.0,1.0,38.92025700339682,39.51679241736262,0.043,2.0,0.007,-1.2199383280465825
52,1,41.57400019858953,,,1,NaN,-0.7436351640878235
53.0,1.0,42.6103692037214,44.05691502777223,-0.067,2.0,0.016,-0.5303516544408493
54,1,37.23784759714572,,,1,NaN,-1.566236695709527
55,1,32.9497498046389,,,1,NaN,-1.0929367090472628
56,1,85.51872176553177,,,1,NaN,-0.872327699277111
57,1,30.070842590771733,,,1,NaN,-0.5540276628349782
58,1,31.63983124997016,,,1,NaN,-0.5579962640123695
