TimeStep,NumberOfCells
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,2
10,2
11,2
12,2
13,3
14,4
15,3
16,4
17,4
18,4
19,4
20,6
21,5
22,6
23,8
24,8
25,9
26,7
27,10
28,10
29,11
30,14
31,14
