ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_3,Neighbors_FirstClosestDistance_3,Neighbors_FirstClosestObjectNumber_3,Neighbors_NumberOfNeighbors_3,Neighbors_PercentTouching_3,Neighbors_SecondClosestDistance_3,Neighbors_SecondClosestObjectNumber_3,Number_Object_Number,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
1,1,325,760,166,96,128,76,146.13538461538462,85.04615384615384,2.129361912530133,366,0.9758429079929786,20.342144725641095,1,0.4276315789473684,0.46962425415592607,44.30879386703017,39.92492955535426,5.0,2.3745688669076954,2.23606797749979,9.174250693336798,9.680292076589597,66.76368204193872,93.25483399593905,0.8879781420765027,146.13538461538462,85.04615384615384,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0.0,0.0,nan,0.0,1,1,nan,0.0,0,0.0,0.0
2,1,357,943,167,93,126,70,145.76750700280112,80.35854341736695,2.3339582414015,409,0.9794376759444817,21.320096563347295,1,0.37857900318133614,0.4284566802701311,48.555470113154335,43.46262762420146,5.0,2.370117297725325,2.23606797749979,9.3227567330403,9.795918856284121,66.25684372536529,102.32590180780451,0.8728606356968215,145.76750700280112,80.35854341736695,0,0.0,0.0,0,0.0,0.0,0.0,0,1,4.702023550548403,4.702023550548403,nan,4.702023550548403,1,2,1.0,1.0,1,-0.3678776125834986,-4.687610428786897
3,1,368,966,167,94,125,71,145.28532608695653,81.28532608695652,2.3535672506103675,416,0.981131531642431,21.646065519224038,1,0.38095238095238093,0.4248869454402303,50.270302572904804,45.18849411078001,5.0,2.3727226478362873,2.23606797749979,9.389652565671557,9.719333364143125,65.96122886247832,104.32590180780451,0.8846153846153846,145.28532608695653,81.28532608695652,0,0.0,0.0,0,0.0,0.0,0.0,0,1,3.8557003172060087,1.0447126649257696,nan,5.746736215474172,1,3,0.6709374108426637,2.0,1,-0.48218091584459444,0.9267826695895707
4,1,406,1175,170,88,123,63,145.8768472906404,74.51724137931035,2.583642902300734,459,0.9843918977001412,22.736210219877808,1,0.345531914893617,0.3870503927262936,55.39832443996521,49.39635614091387,4.47213595499958,2.3766904786671392,2.23606797749979,9.335756272400484,9.749568689618517,66.81024879550272,114.81118318204308,0.8845315904139434,145.8768472906404,74.51724137931035,0,0.0,0.0,0,0.0,0.0,0.0,0,1,10.532086179040611,6.793884598981758,nan,12.54062081445593,1,4,0.8398377030027074,3.0,1,0.5915212036838682,-6.768084707646167
5,1,422,1200,170,87,122,62,145.58767772511848,73.65876777251185,2.6249120647855637,482,0.9852397417585368,23.179885415554555,1,0.3516666666666667,0.38096514295296696,57.20053856575249,51.07837115648854,5.0,2.3967046565438075,2.23606797749979,9.301173814069202,9.791598025771004,66.8262479870057,117.9827560572969,0.8755186721991701,145.58767772511848,73.65876777251185,0,0.0,0.0,0,0.0,0.0,0.0,0,1,11.400550180926384,0.9058675240860309,nan,13.446488338541961,1,5,0.8478459129175563,4.0,1,-0.28916956552191664,-0.8584736067984977
6,1,452,1431,173,86,120,59,145.6769911504425,71.14823008849558,2.9056405005156445,526,0.9883047588563358,23.98967015655475,1,0.3158630328441649,0.3441581984497176,63.31176848162701,56.462376853972415,4.47213595499958,2.3441715097181786,2.23606797749979,9.575375567510825,9.654516102914728,66.66773581585906,128.46803743153546,0.8593155893536122,145.6769911504425,71.14823008849558,0,0.0,0.0,0,0.0,0.0,0.0,0,1,13.9054812697146,2.5121258628517973,nan,15.958614201393758,1,6,0.8713464148096365,5.0,1,0.08931342532400777,-2.5105376840162705
7,1,479,1485,174,87,119,60,145.94154488517745,72.00208768267224,2.9670510841543902,562,0.9887703646021462,24.695783889727878,1,0.32255892255892255,0.33703497905395857,66.1486426343236,59.09314681077663,4.47213595499958,2.379513365904543,2.23606797749979,9.889425479230322,9.885441826837093,66.90384635064801,133.63961030678928,0.8523131672597865,145.94154488517745,72.00208768267224,0,0.0,0.0,0,0.0,0.0,0.0,0,1,13.045506349632138,0.8939023826432999,nan,16.85251658403706,1,7,0.7740984134078246,6.0,1,0.26455373473496024,0.8538575941766595
8,1,536,1860,177,85,115,55,145.14738805970148,68.82462686567165,3.3199756756214556,640,0.9911982143421538,26.123866405607867,1,0.28817204301075267,0.30120702610654315,74.39021391748157,66.30987860040162,5.0,2.374598004251098,2.23606797749979,9.84185292338375,9.848236033560957,67.15544900477313,149.53910524340097,0.8375,145.14738805970148,68.82462686567165,0,0.0,0.0,0,0.0,0.0,0.0,0,1,16.251586838599902,3.2752011094013973,nan,20.127717693438456,1,8,0.8074232302998688,7.0,1,-0.7941568254759659,-3.1774608170005934
9,1,271,528,146,71,113,55,128.49815498154982,62.56826568265683,1.821954817889531,297,0.9631444614868203,18.575465448360347,1,0.5132575757575758,0.5488610311195061,36.15795858929533,33.24154027718932,5.0,2.379346523990788,2.23606797749979,8.907784452556708,9.725936129682509,72.42803026673948,78.76955262170047,0.9124579124579124,128.49815498154982,62.56826568265683,0,0.0,33.58306809733791,2,1.0,13.978494623655914,0.0,0,1,28.57144248103865,17.785921886226596,nan,37.91363957966505,1,9,0.7535927122217756,8.0,1,-16.649233078151667,-6.256361183014818
9,2,288,700,177,86,142,66,159.44791666666666,75.60416666666667,2.027895284625033,319,0.9718764894237888,19.149229459268767,1,0.4114285714285714,0.49312210920442306,40.080819645477824,36.40054944640259,4.47213595499958,2.3119920824725435,2.23606797749979,8.497058314499201,9.438678956059888,63.54340302084368,85.66904755831214,0.9028213166144201,159.44791666666666,75.60416666666667,0,0.0,33.58306809733791,1,1.0,13.333333333333334,0.0,0,2,16.320987455237244,15.826158041416903,nan,35.95387573485536,1,9,0.45394236703707913,8.0,1,14.300528606965173,6.779539800995025
