2	0	8	0
3	9	11	2
4	9	9	2
5	12	18	3
6	12	17	3
7	18	19	6
8	18	21	6
9	19	19	5
10	19	20	5
11	21	21	10
12	21	21	10
13	22	23	12
14	22	23	8
15	22	22	12
16	22	23	8
17	24	26	14
18	24	25	13
19	24	25	14
20	24	24	13
21	26	27	18
22	26	31	18
23	27	29	17
24	27	27	17
25	28	28	21
26	28	29	21
27	30	36	26
28	30	30	23
29	30	31	26
30	30	35	23
31	31	33	28
32	31	37	28
33	32	33	29
34	32	34	22
35	32	32	22
36	32	32	29
37	34	34	31
38	34	35	33
39	34	38	31
40	34	35	33
41	35	39	34
42	35	39	34
43	36	36	38
44	36	36	38
45	36	37	30
46	36	38	30
47	37	39	44
48	37	37	27
49	37	39	27
50	37	39	44
51	38	39	32
52	38	39	45
53	38	38	32
54	38	39	45
55	39	39	39
56	39	39	39
57	39	39	39
58	39	39	46
59	39	39	46
