Channel_data,Count_FilteredNuclei,Count_IdentifySecondaryObjects,Count_Watershed,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05CorrectIlluminationCalculate,ExecutionTime_06CorrectIlluminationApply,ExecutionTime_07Watershed,ExecutionTime_08IdentifySecondaryObjects,ExecutionTime_09TrackObjects,ExecutionTime_10MeasureObjectSizeShape,FileName_data,Frame_data,Group_Index,Group_Number,Height_data,ImageNumber,ImageSet_ImageSet,MD5Digest_data,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05CorrectIlluminationCalculate,ModuleError_06CorrectIlluminationApply,ModuleError_07Watershed,ModuleError_08IdentifySecondaryObjects,ModuleError_09TrackObjects,ModuleError_10MeasureObjectSizeShape,PathName_data,ProcessingStatus,Scaling_data,Series_data,Threshold_FinalThreshold_IdentifySecondaryObjects,Threshold_OrigThreshold_IdentifySecondaryObjects,Threshold_SumOfEntropies_IdentifySecondaryObjects,Threshold_WeightedVariance_IdentifySecondaryObjects,TrackObjects_LostObjectCount_IdentifySecondaryObjects_50,TrackObjects_MergedObjectCount_IdentifySecondaryObjects_50,TrackObjects_NewObjectCount_IdentifySecondaryObjects_50,TrackObjects_SplitObjectCount_IdentifySecondaryObjects_50,URL_data,Width_data
-1,114.0,114.0,122.0,0.0,0.0,0.125,0.0,0.125,0.015625,0.453125,0.546875,0.859375,2.0625,Object Predictions_yellow_T011.tif,0,11,1,1060,11,b'eLtcqMh2sxlNbgOU3AwN9Uoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADIvkuU=',38ea6aef49ea04eedf4a5aec92801e3a,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T011.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.944895965446449e-08,3.944896e-08,-13.564309241801785,0.0023849224515939435,2,2,0,18,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T011.tif,536
-1,117.0,117.0,124.0,0.0,0.0,0.140625,0.0,0.1875,0.0,0.625,0.546875,0.765625,2.390625,Object Predictions_yellow_T012.tif,0,12,1,1060,12,b'eLtcqMh2sxlNbgOU3AyN9Eoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADJ8kuY=',f410d356030e2e2b5e9f8a00502c98d9,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T012.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.830595574072504e-08,3.8305956e-08,-13.557340399756118,0.002426149297519934,0,3,3,19,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T012.tif,536
-1,120.0,120.0,127.0,0.0,0.0,0.140625,0.0,0.078125,0.015625,0.578125,0.6875,0.625,2.0625,Object Predictions_yellow_T013.tif,0,13,1,1060,13,b'eLtcqMh2sxlNbgOU3AyN9Uoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADLJkuc=',16b6b9e9bcd330c1c2d2087924ddcc27,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T013.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.944895965446449e-08,3.944896e-08,-13.554335484161303,0.0024644553440665204,0,1,0,23,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T013.tif,536
-1,123.0,123.0,131.0,0.0,0.0,0.109375,0.0,0.078125,0.015625,0.71875,0.671875,0.828125,2.28125,Object Predictions_yellow_T014.tif,0,14,1,1060,14,b'eLtcqMh2sxlNbgOU3AxN9Eoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADMWkug=',11477c1f8cbd794fd78cdedef9a49390,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T014.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.2073270261889775e-08,3.207327e-08,-13.54907812019468,0.0024861219237566844,0,1,2,24,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T014.tif,536
-1,120.0,120.0,130.0,0.0,0.0,0.1875,0.0,0.078125,0.0,0.484375,0.59375,0.75,1.9375,Object Predictions_yellow_T015.tif,0,15,1,1060,15,b'eLtcqMh2sxlNbgOU3AxN9Uoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADNjkuk=',ea2fb9626b0cdc46d03f658f1e09772a,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T015.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.830595574072504e-08,3.8305956e-08,-13.5553669122788,0.002507135077676956,2,3,0,22,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T015.tif,536
-1,125.0,125.0,134.0,0.0,0.0,0.1875,0.0,0.078125,0.015625,0.4375,0.640625,0.71875,2.078125,Object Predictions_yellow_T016.tif,0,16,1,1060,16,b'eLtcqMh2sxlNbgOU3AzN9Eoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADOwkuo=',c6ca758072593f9f367e16183ac6e7ce,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T016.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.830595574072504e-08,3.8305956e-08,-13.564464068908263,0.002595788557618389,0,2,0,24,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T016.tif,536
-1,127.0,127.0,135.0,0.0,0.0,0.171875,0.0,0.09375,0.015625,0.453125,0.71875,0.828125,2.109375,Object Predictions_yellow_T017.tif,0,17,1,1060,17,b'eLtcqMh2sxlNbgOU3AzN9Uoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADP9kus=',7da5c8cd7748078f7f7bd7ec3d156ca4,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T017.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.2073270261889775e-08,3.207327e-08,-13.559450021453483,0.002624547220647068,1,3,2,26,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T017.tif,536
-1,127.0,127.0,136.0,0.0,0.0,0.125,0.0,0.0625,0.0,0.453125,0.59375,0.703125,2.1875,Object Predictions_yellow_T018.tif,0,18,1,1060,18,b'eLtcqMh2sxlNbgOU3Awt9Eoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADRKkuw=',a59ab2f1b41fa14aa69a326f79a14e40,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T018.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.862443875846111e-08,3.862444e-08,-13.567225341792913,0.0026612756184465625,2,4,1,24,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T018.tif,536
-1,129.0,129.0,139.0,0.0,0.0,0.125,0.0,0.078125,0.015625,0.5,0.71875,0.8125,1.984375,Object Predictions_yellow_T019.tif,0,19,1,1060,19,b'eLtcqMh2sxlNbgOU3Awt9Uoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADSXku0=',e1335721e6cc7b9358729c2f5a5f606d,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T019.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.830595574072504e-08,3.8305956e-08,-13.569685175785391,0.0026939432181981734,1,4,2,26,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T019.tif,536
-1,129.0,129.0,141.0,0.0,0.0,0.1875,0.0,0.078125,0.015625,0.484375,0.609375,0.78125,2.015625,Object Predictions_yellow_T020.tif,0,20,1,1060,20,b'eLtcqMh2sxlNbgOU3IwM9Eoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADIwkuU=',0337d04b34f86544811c8a7aeefc51ab,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T020.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.830595574072504e-08,3.8305956e-08,-13.570131534118495,0.002740541085201386,2,5,0,29,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T020.tif,536
-1,129.0,129.0,141.0,0.0,0.0,0.203125,0.0,0.09375,0.015625,0.4375,0.640625,0.671875,1.953125,Object Predictions_yellow_T021.tif,0,21,1,1060,21,b'eLtcqMh2sxlNbgOU3IwM9Uoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADJ9kuY=',9b57c548482661a74a2f1c6f1770a1b3,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T021.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.7236929983919254e-08,3.723693e-08,-13.56952267682189,0.0027913281800524647,1,4,0,29,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T021.tif,536
-1,132.0,132.0,144.0,0.0,0.0,0.453125,0.0,0.09375,0.015625,0.453125,0.59375,0.953125,2.3125,Object Predictions_yellow_T022.tif,0,22,1,1060,22,b'eLtcqMh2sxlNbgOU3IyM9Eoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADLKkuc=',99af0aa9f599f3a7aab697f0b98ff302,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T022.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.6940832615073305e-08,3.6940833e-08,-13.573566877931082,0.0028778698224414066,3,3,2,31,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T022.tif,536
-1,134.0,134.0,146.0,0.0,0.0,0.15625,0.0,0.140625,0.015625,0.453125,0.609375,0.796875,2.0,Object Predictions_yellow_T023.tif,0,23,1,1060,23,b'eLtcqMh2sxlNbgOU3IyM9Uoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADMXkug=',9b11ad05c0b667e3dbc2c61664f96c48,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T023.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.6940832615073305e-08,3.6940833e-08,-13.576674585425165,0.0029425397254219323,0,4,0,34,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T023.tif,536
-1,136.0,136.0,148.0,0.0,0.0,0.140625,0.0,0.09375,0.015625,0.484375,0.609375,0.875,2.375,Object Predictions_yellow_T024.tif,0,24,1,1060,24,b'eLtcqMh2sxlNbgOU3IxM9Eoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADNkkuk=',3bb4a3cf481ba979ecec630a5512a080,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T024.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.830595574072504e-08,3.8305956e-08,-13.572660567453017,0.0029671057143654685,0,3,0,35,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T024.tif,536
-1,136.0,136.0,149.0,0.0,0.0,0.3125,0.0,0.09375,0.015625,0.4375,0.640625,0.671875,2.140625,Object Predictions_yellow_T025.tif,0,25,1,1060,25,b'eLtcqMh2sxlNbgOU3IxM9Uoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADOxkuo=',d7807f38ce9db66941851fbd8f7438d6,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T025.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.862443875846111e-08,3.862444e-08,-13.567602052713157,0.003026237190689418,1,4,1,37,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T025.tif,536
-1,139.0,139.0,152.0,0.0,0.0,0.1875,0.0,0.1875,0.03125,0.4375,0.71875,0.78125,2.0,Object Predictions_yellow_T026.tif,0,26,1,1060,26,b'eLtcqMh2sxlNbgOU3IzM9Eoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADP+kus=',e3bd529ad02bef8bdf1bad53cad80ea2,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T026.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.830595574072504e-08,3.8305956e-08,-13.56169960129932,0.0030506918541042954,0,4,0,42,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T026.tif,536
-1,140.0,140.0,154.0,0.0,0.0,0.15625,0.0,0.078125,0.015625,0.46875,0.640625,0.75,2.125,Object Predictions_yellow_T027.tif,0,27,1,1060,27,b'eLtcqMh2sxlNbgOU3IzM9Uoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADRLkuw=',86354ecdbb3f34b302f920fd56915f0c,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T027.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.2073270261889775e-08,3.207327e-08,-13.56682926661616,0.003101245573255759,1,5,1,40,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T027.tif,536
-1,145.0,145.0,160.0,0.0,0.0,0.34375,0.0,0.078125,0.015625,0.53125,0.578125,0.75,2.015625,Object Predictions_yellow_T028.tif,0,28,1,1060,28,b'eLtcqMh2sxlNbgOU3Iws9Eoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADSYku0=',65208aaf6fa66c6a74f671557f015b3f,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T028.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.862443875846111e-08,3.862444e-08,-13.564952235289876,0.0031602168304187142,1,1,0,44,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T028.tif,536
-1,142.0,142.0,157.0,0.0,0.0,0.1875,0.0,0.109375,0.015625,0.5625,0.59375,0.765625,2.265625,Object Predictions_yellow_T029.tif,0,29,1,1060,29,b'eLtcqMh2sxlNbgOU3Iws9Uoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADTlku4=',d17117a8eb52b2781f11085d542c6de7,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T029.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.7236929983919254e-08,3.723693e-08,-13.568437150400214,0.003194777299076727,0,5,2,42,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T029.tif,536
-1,145.0,145.0,160.0,0.0,0.0,0.25,0.0,0.09375,0.0,0.4375,0.640625,0.859375,2.125,Object Predictions_yellow_T030.tif,0,30,1,1060,30,b'eLtcqMh2sxlNbgOU3IwN9Eoy08ApC+Z+YLiA3AVKes4oaRDEQKRDcMgAGeBQBdLAsLYDADJ+kuY=',c1bc37353decff89c69c0dcd3b19ea4c,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T030.tif,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Desktop\mono-yellow-phase\segmentation,Done,255,0,3.862443875846111e-08,3.862444e-08,-13.56618685267172,0.003270333443668965,0,3,0,42,file:///C:/Users/Administrator/Desktop/mono-yellow-phase/segmentation/Object%20Predictions_yellow_T030.tif,536
