TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,3.141592653589793,1.0,105.0,60.5,24.0,7.0,0.0,,,,
1.0,1.0,2.6011730862304447,2.0,130.8235321044922,56.20587158203125,23.838302612304688,7.0314412117004395,0.0,,,0.07,0.108
1.0,2.0,0.4266274876702246,3.0,124.29109191894531,80.35958862304688,22.34535789489746,7.200170993804932,0.0,,,,
1.0,3.0,0.6947382343577256,4.0,74.91802215576172,89.0983657836914,24.070934295654297,8.194360733032227,0.0,,,-0.094,0.073
1.0,4.0,0.5880025994509304,5.0,147.65383911132812,93.26922607421875,21.910655975341797,6.933752536773682,0.0,,,,
1.0,5.0,1.1659044946774626,6.0,89.75862121582031,109.60345458984375,20.6151123046875,6.95924186706543,0.0,,,0.081,0.136
2.0,1.0,2.6224464835970247,2.0,131.25384521484375,56.56923294067383,24.186771392822266,7.194014072418213,0.0,,,0.045,-0.054
2.0,3.0,0.6435010789344459,4.0,75.31999969482422,89.23999786376953,23.60000228881836,8.0,0.0,,,0.206,0.24
2.0,5.0,1.1071487694436986,6.0,90.10000610351562,110.20001220703125,21.0190372467041,7.155416965484619,0.0,,,0.179,0.039
2.0,6.0,3.141592653589793,7.0,105.5,61.5,23.0,7.0,0.0,,,,
2.0,7.0,0.4636475906407117,8.0,124.20000457763672,80.5999984741211,22.360679626464844,7.155416965484619,0.0,,,,
2.0,8.0,0.558599303645638,9.0,148.14044189453125,93.77528381347656,22.25995635986328,6.889986991882324,0.0,,,,
3.0,1.0,2.530866698716789,2.0,130.31878662109375,58.02684783935547,24.413110733032227,6.799624919891357,0.0,,,0.277,0.433
3.0,3.0,0.6287963683965461,4.0,75.21893310546875,90.88648986816406,24.629690170288086,8.234403610229492,0.0,,,0.11,0.793
3.0,5.0,1.1071487694436986,6.0,89.30001831054688,111.10002136230469,21.913463592529297,6.708203315734863,0.0,,,0.332,0.513
3.0,9.0,3.141592653589793,10.0,104.5,62.5,23.0,7.0,0.0,,,,
3.0,10.0,0.4636475906407117,11.0,122.60001373291016,81.30000305175781,23.702320098876953,7.155416965484619,0.0,,,,
3.0,11.0,0.5880025328719031,12.0,147.3845977783203,94.92308044433594,22.74271011352539,7.211102485656738,0.0,,,0.116,0.437
4.0,1.0,2.4980915746553474,2.0,131.25999450683594,61.179996490478516,25.800003051757812,7.400001049041748,0.0,,,0.089,-0.084
4.0,3.0,0.5191461367032545,4.0,77.34615325927734,94.26923370361328,25.179048538208008,7.814188003540039,0.0,,,0.073,0.133
4.0,5.0,0.9827937939229934,6.0,89.9230728149414,113.88459777832031,23.574758529663086,7.211102485656738,0.0,,,0.003,0.032
4.0,11.0,0.5404194674908075,12.0,148.1764678955078,97.70587921142578,23.323806762695312,6.859943389892578,0.0,,,-0.107,-0.109
4.0,12.0,3.141592653589793,13.0,106.0,65.5,24.0,7.0,0.0,,,,
4.0,13.0,0.4636475906407117,14.0,123.70001220703125,84.10000610351562,23.702320098876953,6.7082037925720215,0.0,,,,
5.0,1.0,2.4558631608305057,2.0,130.17575073242188,62.492584228515625,26.244184494018555,7.317413806915283,0.0,,,0.177,0.106
5.0,3.0,0.5585993702246652,4.0,77.11236572265625,95.32022094726562,25.545949935913086,7.631984710693359,0.0,,,0.05,0.281
5.0,5.0,0.965251684980696,6.0,89.04000091552734,114.77999877929688,23.590587615966797,7.273237705230713,0.0,,,0.082,0.032
5.0,11.0,0.558599303645638,12.0,147.0842742919922,98.36516571044922,22.789955139160156,7.101986408233643,0.0,,,0.199,0.166
