TimeStep,CellNumber,Orientation,Center_X,Center_Y
1,1,-78.012148094708,16656.172705314,59028.1582125604
1,2,54.2111006027123,41328.5639653415,60728.9143730887
1,3,11.5594777015529,47073.8121118012,101146.647688061
1,4,-28.0717314942107,46360.9940193111,18920.3964908488
1,5,-3.96141728514755,49960.2799227799,105561.735306735
1,6,-3.78333130274724,69115.6192736965,20993.7156421789
1,7,-32.2536607792829,82126.5576725026,68538.0735782126
1,8,78.5689103844901,84626.6013353779,39795.4228164334
1,9,-31.6685192226915,97380.863572026,91460.5497651676
1,10,-9.81026516540226,99462.0835849436,79137.5779991949
1,11,29.2478157456387,116444.459611718,29697.5873201595
2,1,-76.9745983950182,16623.0805508395,59089.5290982833
2,2,54.7253376277646,41265.3700333637,60834.7462339501
2,3,11.4291390832413,47273.6298683582,101144.572334766
2,4,-27.2148670115434,46326.2492886613,19009.1211409873
2,5,-3.65039498199397,49877.6498816168,105608.618721461
2,6,-3.40781808349186,69081.1588831233,21068.3386870933
2,7,-32.5269512334487,82123.2353934482,68595.2620173365
2,8,78.5704866047332,84602.5800430271,39832.6491710959
2,9,-31.5215651403123,97340.1329534663,91502.7160493827
2,10,-9.71664110681976,99447.0782444643,79171.4986098699
2,11,29.8272638902659,116379.675319112,29743.3553927868
3,1,-76.4519425749992,16622.8123260991,59161.3928306437
3,2,55.4031512008508,41237.5453720508,60950.2041742287
3,4,-27.3100323370308,46376.4281476829,19075.2617252931
3,5,-3.57503544375047,49856.6685337316,105650.094390507
3,6,-3.82551688474379,69150.9436665848,21124.6816916401
3,7,-32.0063560607626,82126.952027862,68625.4437703629
3,8,78.0471925285763,84560.8729935669,39941.3254949722
3,10,-10.0842434627177,99461.2259259259,79205.3530864198
3,11,29.4010902278268,116357.734895033,29807.6900921659
3,12,14.003205425884,42960.1603403141,101985.562100058
3,13,15.0982692747115,51284.8163030999,100410.033167496
3,14,-28.4691879539738,94045.5219158007,89585.4632960298
3,15,-41.4530996056265,100415.043270395,93328.5524086178
4,1,-74.7879104612503,16690.4395132103,59241.5298136084
4,2,56.8072825506705,41272.2863247863,61032.9499748617
4,4,-27.3601995579436,46505.5039559684,19199.5209838321
4,5,-3.08616306749705,49828.1524258983,105741.721518463
4,6,-3.75951834174667,69269.1131777292,21242.1883864171
4,7,-31.4786037013745,82204.9447208402,68749.0174129353
4,8,78.2406687991167,84589.5455246914,40080.5532407407
4,10,-9.85507034856147,99481.780614241,79300.3142116588
4,11,29.5833959662899,116390.047002033,29906.52100271
4,12,12.3373490069839,43216.6006944444,102039.869791667
4,13,15.6315422215084,51686.8498133127,100422.507081241
4,14,-28.7993274292092,94030.2329332817,89671.1124016002
4,15,-40.938426121698,100537.466931217,93455.1857864358
5,1,-73.8556182735387,16664.3544569489,59271.2040014291
5,2,56.4928754652769,41223.9318136965,61079.1173278074
5,4,-26.6609657266454,46528.9758205542,19243.6861043853
5,5,-2.54104829812049,49790.4688905241,105759.221445507
5,6,-3.87832300144139,69248.3674288006,21276.9574809467
5,7,-31.3449879556088,82177.1978172644,68775.8212679609
5,8,78.1579368865661,84589.5266982911,40128.3274037584
5,10,-9.8291794717487,99503.7508461464,79346.1391548206
5,11,29.7471911936228,116316.962780307,29922.5415191367
5,12,11.9066486720236,43201.794416597,102046.940267335
5,13,16.9876834076616,51795.6610800745,100330.591247672
5,14,-29.4255388473751,93956.2089609888,89682.6107248616
5,15,-40.9698846271363,100567.798353909,93504.9632569077
6,1,-73.0380363873,16734.9832584369,59313.1068816636
6,2,57.0315624804459,41306.0817425355,61178.6600587372
6,4,-26.2132225976237,46674.8742637814,19356.7632850242
6,5,-2.44276085144925,49720.1308139535,105879.481589147
6,6,-4.51203203867477,69342.7883859814,21382.2253653937
6,7,-30.9259441578925,82213.2262872629,68844.8414634146
6,8,78.291450165995,84585.9527882826,40240.7760069632
6,10,-10.412888162189,99589.5917001339,79387.9028016829
6,11,30.6753611847658,116369.647339357,30039.3731174699
6,12,12.4593882783797,43167.4471710975,102131.547375596
6,13,16.9435150049467,51902.0454269772,100388.963185347
6,14,-28.4457668225091,93975.9920634921,89744.8412698413
6,15,-40.3806434121349,100708.152365819,93619.523893597
7,1,-72.4606433312705,16724.3104345563,59355.4807442103
7,2,57.7114761205548,41240.3081293706,61200.777000777
7,4,-26.0490204266217,46844.8183760684,19508.5494366744
7,5,-1.19562148004742,49680.1029849545,105873.566859763
7,6,-4.7244464189797,69412.7820423354,21438.2046212297
7,7,-30.7150451478178,82201.3242894057,68837.1312446167
7,8,78.1892354577203,84595.2084814025,40288.5009476427
7,10,-9.97968879397601,99536.6567036721,79426.0639054939
7,11,30.0625744375572,116344.406237092,30021.2577447336
7,12,11.7227843265545,43222.4429178282,102176.372295234
7,13,17.351604907946,52090.393769583,100358.96450952
7,14,-29.0271171088269,93834.3202577578,89732.2854104104
7,15,-40.2070709443742,100686.863725152,93632.4026197863
8,1,-71.4209677713381,16779.297875064,59354.3192097628
8,2,57.9309993696693,41251.0647748007,61235.3008258907
8,4,-25.7588699943925,46890.2142857143,19554.6738095238
8,5,-1.1497541925383,49647.6756968983,105922.2133883
8,6,-4.44247660625501,69460.3830490241,21462.3559243891
8,7,-30.5235284322231,82242.4976145038,68913.5231128075
8,8,77.8606517847097,84578.2392733462,40303.0441098785
8,10,-9.38298560129313,99540.4755138771,79454.2471819646
8,11,30.4707635792022,116318.310971607,30094.2372394551
8,12,11.86946251313,43114.6060056429,102224.292959828
8,13,17.2593382806693,52151.31826742,100383.215630885
8,14,-27.966461951399,93759.7501240079,89715.2080233135
8,15,-39.5849553098046,100733.246088033,93647.6668918158
9,1,-70.4227988907654,16769.9556400507,59356.5378115758
9,2,58.5737448238576,41235.5009496676,61329.2105887939
9,4,-25.4928937626294,47038.1620083787,19668.8004126805
9,5,-0.257378932756836,49563.0402865868,105948.564129669
9,6,-4.65196369087495,69457.1881586871,21490.0462962963
9,7,-30.4256245983042,82232.3661184904,68929.5646215475
9,8,77.4138977086967,84579.0721844293,40441.421739636
9,10,-8.89819743565691,99598.9136987572,79462.1637915044
9,11,30.716716501318,116349.053076485,30120.6931236284
9,12,11.6193103997232,43043.811369509,102301.453488372
9,13,17.2190018152397,52246.2041884817,100426.967713787
9,14,-28.0083464303207,93712.344833881,89749.6805403432
9,15,-39.616236670234,100810.053772428,93644.2772762733
10,1,-69.6085824162798,16831.9755389718,59403.1706053068
10,2,58.5572450978298,41257.0164259417,61382.2842915133
10,4,-25.1414471710459,47080.0738377112,19717.3803798249
10,6,-4.9030791559553,69534.1380663975,21579.1507776282
10,7,-30.3497914203462,82279.7907546383,69023.1563998332
10,8,77.2470233218496,84531.4807637094,40504.4494688487
10,10,-9.35182148405269,99710.6726335774,79562.153060302
10,11,30.5424791158597,116311.423005491,30156.8596576227
10,12,11.0744691203464,42878.9982678984,102352.198806774
10,13,17.7982459539992,52255.8447880871,100438.379152348
10,14,-27.9831586647997,93577.4933065596,89739.6342947548
10,15,-38.7676825047244,100828.599469352,93710.4653996101
10,16,11.9367018947184,45539.5385640513,105979.04589372
10,17,-28.7962057268276,53113.2404999278,106011.327842797
11,1,-69.4725242007793,16768.3699256025,59373.604035258
11,2,58.8763925114629,41284.3303946264,61456.1992723202
11,4,-25.5460087955063,47265.2203794333,19821.5455259501
11,6,-4.61974136317149,69607.9343971631,21616.5521572104
11,7,-29.7750752920881,82304.6176711767,69049.2530237802
11,8,77.2249895085243,84507.2242309458,40692.898444674
11,10,-9.427488426452,99701.7601538737,79555.2234299517
11,11,30.7421978516375,116303.966674707,30217.3822157903
11,12,10.7248796639114,42715.7783498602,102357.019132977
11,13,17.1906151119305,52323.5702199662,100485.078962211
11,14,-27.7139874645917,93502.4887347326,89778.5559705917
11,15,-39.1296023154955,100896.51352232,93758.7121212121
11,16,12.3014268654961,45339.8072478124,106012.343156678
11,17,-28.4492514696341,53038.676597582,106048.56433506
12,1,-68.3074768985325,16824.0475022484,59392.4362276183
12,2,59.8022436191897,41268.6635570408,61433.435440453
12,4,-25.3774456133085,47284.7401433692,19863.0010454002
12,6,-4.70924471243143,69601.2135565837,21623.3191965925
12,7,-29.8254211488486,82268.3679264767,69008.2184531185
12,8,76.0935421411632,84423.4090391621,40722.8810906193
12,10,-9.08221398514515,99729.1488888889,79568.04
12,11,31.1304532289936,116288.326363998,30219.9054161689
12,12,12.3336743385595,42458.0610657332,102486.884156619
