Channel_img,Count_FilteredNuclei,Count_IdentifySecondaryObjects,Count_Watershed,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_06CorrectIlluminationCalculate,ExecutionTime_07CorrectIlluminationApply,ExecutionTime_08ImageMath,ExecutionTime_09Watershed,ExecutionTime_10IdentifySecondaryObjects,ExecutionTime_11TrackObjects,ExecutionTime_12MeasureObjectSizeShape,ExecutionTime_13MeasureObjectNeighbors,ExecutionTime_14SaveImages,FileName_img,Frame_img,Group_Index,Group_Number,Height_img,ImageNumber,ImageSet_ImageSet,MD5Digest_img,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05ColorToGray,ModuleError_06CorrectIlluminationCalculate,ModuleError_07CorrectIlluminationApply,ModuleError_08ImageMath,ModuleError_09Watershed,ModuleError_10IdentifySecondaryObjects,ModuleError_11TrackObjects,ModuleError_12MeasureObjectSizeShape,ModuleError_13MeasureObjectNeighbors,ModuleError_14SaveImages,PathName_img,ProcessingStatus,Scaling_img,Series_img,Threshold_FinalThreshold_IdentifySecondaryObjects,Threshold_OrigThreshold_IdentifySecondaryObjects,Threshold_SumOfEntropies_IdentifySecondaryObjects,Threshold_WeightedVariance_IdentifySecondaryObjects,TrackObjects_LostObjectCount_IdentifySecondaryObjects_50,TrackObjects_MergedObjectCount_IdentifySecondaryObjects_50,TrackObjects_NewObjectCount_IdentifySecondaryObjects_50,TrackObjects_SplitObjectCount_IdentifySecondaryObjects_50,URL_img,Width_img
-2,98.0,98.0,103.0,0.0,0.0,2.046875,0.0,0.109375,0.03125,0.015625,0.0,0.453125,0.609375,0.84375,0.421875,0.421875,0.109375,mono_blur_T000.tif,0,1,1,1060,1,b'eLuHKygOsxnNikMiK+qVZKaBMxHMj8BABLkdM3OCGGBP2tkgUnhQahqVMhnIDWCbQTQ4koAMsCdw5i2aZHYFUAwVFyQmp5JrGjCAkMsKqNk2+siCNpASRNfIRh9aluij+gYogMPXoCxgBwDyvB6q',983dcf65ce1ad7e47215205465cd720b,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T000.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.40377599000930786,0.403776,-11.750767933401967,4.5602117916170976e-05,0,0,98,0,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T000.tif,536
-2,94.0,94.0,100.0,0.0,0.0,1.015625,0.0,0.375,0.0625,0.0,0.03125,0.796875,0.65625,0.75,0.375,0.390625,0.09375,mono_blur_T001.tif,0,2,1,1060,2,b'eLuHKygOsxnNikMhKxrqlWSmgTMRzI/AQAS5HTNzghhgT9rZIFJ4UGoalTIZyA1gm0E0OJKADLAncOYtmmR2BVAMFRckJqeSaxowgJDLCqjZNvrIgjaQEkTXyEYfWpboo/oGKIDD16AsYAcA9HQeqw==',0b5bde4e6f19bfb456288c3bf3c2b92a,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T001.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.40389084815979004,0.40389085,-11.51388247531013,4.5927945903676976e-05,1,6,0,3,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T001.tif,536
-2,94.0,94.0,100.0,0.0,0.0,0.46875,0.0,0.25,0.0625,0.0,0.03125,0.734375,0.609375,0.6875,0.390625,0.40625,0.09375,mono_blur_T002.tif,0,3,1,1060,3,b'eLuHKygOsxnNikMhKxrplWSmgTMRzI/AQAS5HTNzghhgT9rZIFJ4UGoalTIZyA1gm0E0OJKADLAncOYtmmR2BVAMFRckJqeSaxowgJDLCqjZNvrIgjaQEkTXyEYfWpboo/oGKIDD16AsYAcA9iwerA==',59b1486715f82ce0baddf12b1cf70261,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T002.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.4038679003715515,0.4038679,-11.456313849614851,4.671313607227632e-05,2,3,2,5,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T002.tif,536
-2,97.0,97.0,103.0,0.0,0.0,0.625,0.0,0.25,0.09375,0.046875,0.0,1.0,0.625,0.75,0.421875,0.40625,0.109375,mono_blur_T003.tif,0,4,1,1060,4,b'eLuHKygOsxnNikMhKxrrlWSmgTMRzI/AQAS5HTNzghhgT9rZIFJ4UGoalTIZyA1gm0E0OJKADLAncOYtmmR2BVAMFRckJqeSaxowgJDLCqjZNvrIgjaQEkTXyEYfWpboo/oGKIDD16AsYAcA9+QerQ==',091b5dfc3f9de6c9dc34fc418f5bba3c,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T003.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.40402108430862427,0.40402108,-11.663883593078253,4.4943252798823256e-05,9,3,11,7,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T003.tif,536
-2,100.0,100.0,107.0,0.0,0.0,0.546875,0.0,0.09375,0.0625,0.0,0.0,0.734375,0.625,0.6875,0.421875,0.40625,0.09375,mono_blur_T004.tif,0,5,1,1060,5,b'eLuHKygOsxnNikMhK5rolWSmgTMRzI/AQAS5HTNzghhgT9rZIFJ4UGoalTIZyA1gm0E0OJKADLAncOYtmmR2BVAMFRckJqeSaxowgJDLCqjZNvrIgjaQEkTXyEYfWpboo/oGKIDD16AsYAcA+Zwerg==',5ab07386bd213a12abd72544709862cc,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T004.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.404166579246521,0.40416658,-11.60745505952611,4.534393706890398e-05,1,2,0,9,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T004.tif,536
-2,96.0,96.0,104.0,0.0,0.0,0.5625,0.0,0.125,0.03125,0.0,0.0,0.671875,0.59375,0.71875,0.375,0.421875,0.109375,mono_blur_T005.tif,0,6,1,1060,6,b'eLuHKygOsxnNikMhK5rqlWSmgTMRzI/AQAS5HTNzghhgT9rZIFJ4UGoalTIZyA1gm0E0OJKADLAncOYtmmR2BVAMFRckJqeSaxowgJDLCqjZNvrIgjaQEkTXyEYfWpboo/oGKIDD16AsYAcA+1Qerw==',68c3a0f590bc241a397b1021d2c8fdbb,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T005.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.4038448929786682,0.4038449,-11.643377200874692,4.869070091627499e-05,0,8,2,8,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T005.tif,536
-2,97.0,97.0,104.0,0.0,0.0,0.375,0.0,0.0625,0.03125,0.015625,0.0,0.546875,0.640625,0.78125,0.453125,0.46875,0.09375,mono_blur_T006.tif,0,7,1,1060,7,b'eLuHKygOsxnNikMhK5rplWSmgTMRzI/AQAS5HTNzghhgT9rZIFJ4UGoalTIZyA1gm0E0OJKADLAncOYtmmR2BVAMFRckJqeSaxowgJDLCqjZNvrIgjaQEkTXyEYfWpboo/oGKIDD16AsYAcA/QwesA==',4ef82534137e8d5e4ccdde53b5b024d6,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T006.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.404166579246521,0.40416658,-11.68611221782856,4.782906395526624e-05,2,3,0,12,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T006.tif,536
-2,94.0,94.0,103.0,0.0,0.0,0.3125,0.0,0.0625,0.03125,0.015625,0.0,0.515625,0.609375,0.671875,0.390625,0.359375,0.09375,mono_blur_T007.tif,0,8,1,1060,8,b'eLuHKygOsxnNikMhK5rrlWSmgTMRzI/AQAS5HTNzghhgT9rZIFJ4UGoalTIZyA1gm0E0OJKADLAncOYtmmR2BVAMFRckJqeSaxowgJDLCqjZNvrIgjaQEkTXyEYfWpboo/oGKIDD16AsYAcA/sQesQ==',f559e89d8391b3cc041310c4e9f0cc67,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T007.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.4038832187652588,0.40388322,-11.5766303731083,4.98840407994497e-05,1,5,1,10,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T007.tif,536
-2,94.0,94.0,103.0,0.0,0.0,0.25,0.0,0.0625,0.03125,0.015625,0.0,0.46875,0.609375,0.765625,0.40625,0.40625,0.09375,mono_blur_T008.tif,0,9,1,1060,9,b'eLuHKygOsxnNikMhK1rolWSmgTMRzI/AQAS5HTNzghhgT9rZIFJ4UGoalTIZyA1gm0E0OJKADLAncOYtmmR2BVAMFRckJqeSaxowgJDLCqjZNvrIgjaQEkTXyEYfWpboo/oGKIDD16AsYAcAAIsesg==',0954e52e31e707b1804abdd32333bacb,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T008.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.4077664613723755,0.40776646,-11.512278367327998,4.259473371118066e-05,2,2,0,12,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T008.tif,536
-2,90.0,90.0,99.0,0.0,0.0,0.28125,0.0,0.078125,0.03125,0.0,0.0,0.546875,0.640625,0.734375,0.40625,0.390625,0.09375,mono_blur_T009.tif,0,10,1,1060,10,b'eLuHKygOsxnNikMhK1rqlWSmgTMRzI/AQAS5HTNzghhgT9rZIFJ4UGoalTIZyA1gm0E0OJKADLAncOYtmmR2BVAMFRckJqeSaxowgJDLCqjZNvrIgjaQEkTXyEYfWpboo/oGKIDD16AsYAcAAkMesw==',1cb6716d47ebdc64b5b4e82f68df111e,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T009.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Client\Documents\GitHub\article\CellProfiler\E.coli_mono_agarose_noisy\1. Raw Images\1. raw images,Done,255,0,0.4078124165534973,0.40781242,-11.401336983824788,4.3610752914316706e-05,0,7,0,11,file:///C:/Users/Client/Documents/GitHub/article/CellProfiler/E.coli_mono_agarose_noisy/1.%20Raw%20Images/1.%20raw%20images/mono_blur_T009.tif,536
