ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifySecondaryObjects
1,1,150.13333333333333,18.622222222222224,0,1,1
1,2,150.96875,28.25,0,2,4
1,3,162.6818181818182,39.72727272727273,0,3,6
1,4,208.125,44.083333333333336,0,4,10
1,5,349.11842105263156,46.55263157894737,0,5,11
1,6,364.86486486486484,49.62162162162162,0,6,12
1,7,411.75,56.8125,0,7,14
1,8,427.60526315789474,64.8157894736842,0,8,16
1,9,127.13793103448276,78.28735632183908,0,9,17
1,10,491.3,89.925,0,10,23
1,11,224.07407407407408,86.14814814814815,0,11,24
1,12,247.30864197530863,97.07407407407408,0,12,28
1,13,509.7674418604651,105.0,0,13,30
1,14,214.7037037037037,110.27777777777777,0,14,33
1,15,323.1694915254237,121.69491525423729,0,15,35
1,16,331.7307692307692,133.62820512820514,0,16,36
1,17,27.676470588235293,140.7941176470588,0,17,37
1,18,40.906976744186046,136.7674418604651,0,18,38
1,19,61.13513513513514,137.64864864864865,0,19,39
1,20,459.24242424242425,148.84848484848484,0,20,40
1,21,38.17307692307692,157.59615384615384,0,21,42
1,22,189.49068322981367,166.28571428571428,0,22,43
1,23,93.47222222222223,190.44444444444446,0,23,44
1,24,491.6875,212.7875,0,24,45
1,25,513.4301075268817,218.61290322580646,0,25,46
1,26,446.7340425531915,260.36170212765956,0,26,47
1,27,73.22448979591837,302.0612244897959,0,27,48
1,28,83.33898305084746,304.64406779661016,0,28,49
1,29,187.30434782608697,316.5217391304348,0,29,50
1,30,189.85416666666666,327.7708333333333,0,30,51
1,31,111.69333333333333,339.73333333333335,0,31,52
1,32,313.6931818181818,338.54545454545456,0,32,53
1,33,222.89915966386553,344.546218487395,0,33,54
1,34,332.0,345.51612903225805,0,34,55
1,35,91.75,354.6333333333333,0,35,56
1,36,338.66101694915255,358.1525423728813,0,36,58
1,37,71.2566371681416,380.1061946902655,0,37,60
1,38,109.125,383.44642857142856,0,38,61
1,39,122.0,391.0,0,39,62
1,40,260.15503875968994,402.1162790697674,0,40,63
1,41,245.0185185185185,456.52777777777777,0,41,69
1,42,215.30188679245282,459.60377358490564,0,42,71
1,43,199.22058823529412,468.77941176470586,0,43,72
1,44,388.45,474.64,0,44,73
1,45,508.1707317073171,479.6585365853659,0,45,74
1,46,157.98039215686273,481.921568627451,0,46,75
1,47,528.5192307692307,481.59615384615387,0,47,76
1,48,142.96363636363637,486.8909090909091,0,48,77
1,49,406.8936170212766,490.48936170212767,0,49,78
1,50,188.02985074626866,495.47014925373134,0,50,81
1,51,372.3243243243243,530.027027027027,0,51,82
1,52,269.85714285714283,529.6428571428571,0,52,83
1,53,185.4655172413793,537.5,0,53,85
1,54,353.1666666666667,536.9090909090909,0,54,86
1,55,464.5925925925926,538.8271604938271,0,55,87
1,56,488.35353535353534,547.9191919191919,0,56,92
1,57,201.94285714285715,550.7,0,57,93
1,58,513.0232558139535,556.7093023255813,0,58,96
1,59,249.44444444444446,565.3055555555555,0,59,100
1,60,233.66666666666666,567.2631578947369,0,60,101
1,61,360.92857142857144,577.1984126984127,0,61,102
1,62,408.2785714285714,581.1714285714286,0,62,103
1,63,23.491525423728813,591.1355932203389,0,63,104
1,64,12.015151515151516,611.1060606060606,0,64,105
1,65,352.2015503875969,613.1317829457364,0,65,106
1,66,220.30232558139534,628.4651162790698,0,66,107
1,67,91.22093023255815,627.546511627907,0,67,108
1,68,354.9,644.1875,0,68,110
1,69,80.46666666666667,658.6833333333333,0,69,114
1,70,108.47169811320755,663.4905660377359,0,70,115
