Channel_img,Count_FilterObjects,Count_FilteredNuclei,Count_IdentifySecondaryObjects,Count_Watershed,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_06CorrectIlluminationCalculate,ExecutionTime_07CorrectIlluminationApply,ExecutionTime_08ImageMath,ExecutionTime_09Watershed,ExecutionTime_10IdentifySecondaryObjects,ExecutionTime_11TrackObjects,ExecutionTime_12MeasureObjectSizeShape,ExecutionTime_13MeasureObjectNeighbors,ExecutionTime_14FilterObjects,ExecutionTime_15SaveImages,FileName_img,Frame_img,Group_Index,Group_Number,Height_img,ImageNumber,ImageSet_ImageSet,MD5Digest_img,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05ColorToGray,ModuleError_06CorrectIlluminationCalculate,ModuleError_07CorrectIlluminationApply,ModuleError_08ImageMath,ModuleError_09Watershed,ModuleError_10IdentifySecondaryObjects,ModuleError_11TrackObjects,ModuleError_12MeasureObjectSizeShape,ModuleError_13MeasureObjectNeighbors,ModuleError_14FilterObjects,ModuleError_15SaveImages,PathName_img,ProcessingStatus,Scaling_img,Series_img,Threshold_FinalThreshold_IdentifySecondaryObjects,Threshold_OrigThreshold_IdentifySecondaryObjects,Threshold_SumOfEntropies_IdentifySecondaryObjects,Threshold_WeightedVariance_IdentifySecondaryObjects,TrackObjects_LostObjectCount_IdentifySecondaryObjects_50,TrackObjects_MergedObjectCount_IdentifySecondaryObjects_50,TrackObjects_NewObjectCount_IdentifySecondaryObjects_50,TrackObjects_SplitObjectCount_IdentifySecondaryObjects_50,URL_img,Width_img
-2,95.0,180.0,180.0,188.0,0.0,0.0,0.21875,0.0,0.0625,0.015625,0.0,0.0,0.359375,0.46875,0.75,1.765625,1.140625,0.15625,0.09375,mono_T000011.tif,0,11,1,1060,11,b'eLvoAiEOsxnNfoM6+xka6pVkpoEzD8x3wOADuRozS4IYYO/Z2SDSdlBqGpUyF8gNYJtBNDh6gAywF3DmKppkcgVQ3BQXJCankmsaMICQywio2Tb6yII2kJJD18hGH1qG6KP6BiiAw9egxG8HAKnOGyo=',450932be8ec06821b6ac8c74a8a27899,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000011.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Mono Culture\1. Raw Images\1. raw images,Done,255,0,0.49801620841026306,0.4980162,-12.017927044950238,4.579757671138837e-05,62,9,64,17,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000011.tif,536
-2,100.0,192.0,192.0,200.0,0.0,0.0,1.03125,0.0,0.5625,0.09375,0.03125,0.015625,1.234375,1.234375,2.546875,1.140625,0.828125,0.296875,0.109375,mono_T000012.tif,0,12,1,1060,12,b'eLvoAiEOsxnNfoM6+xka6ZVkpoEzD8x3wOADuRozS4IYYO/Z2SDSdlBqGpUyF8gNYJtBNDh6gAywF3DmKppkcgVQ3BQXJCankmsaMICQywio2Tb6yII2kJJD18hGH1qG6KP6BiiAw9egxG8HAKuGGys=',3bad89fe13c431a5a39bdda914469083,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000012.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Mono Culture\1. Raw Images\1. raw images,Done,255,0,0.49801620841026306,0.4980162,-12.053503086930315,4.508268978474634e-05,20,3,22,30,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000012.tif,536
-2,87.0,206.0,206.0,212.0,0.0,0.0,0.46875,0.0,0.03125,0.015625,0.015625,0.0,1.046875,1.46875,2.015625,1.171875,0.8125,0.203125,0.09375,mono_T000013.tif,0,13,1,1060,13,b'eLvoAiEOsxnNfoM6+xka65VkpoEzD8x3wOADuRozS4IYYO/Z2SDSdlBqGpUyF8gNYJtBNDh6gAywF3DmKppkcgVQ3BQXJCankmsaMICQywio2Tb6yII2kJJD18hGH1qG6KP6BiiAw9egxG8HAK0+Gyw=',bbb9f1bc3089bb5616ae00334333c0f8,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000013.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Mono Culture\1. Raw Images\1. raw images,Done,255,0,0.5020986199378967,0.5020986,-11.98735385930048,3.942417291904299e-05,35,3,21,42,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000013.tif,536
-2,95.0,210.0,210.0,217.0,0.0,0.0,0.171875,0.0,0.265625,0.03125,0.015625,0.0,1.09375,1.015625,1.734375,0.625,0.390625,0.09375,0.109375,mono_T000014.tif,0,14,1,1060,14,b'eLvoAiEOsxnNfoM6+xma6JVkpoEzD8x3wOADuRozS4IYYO/Z2SDSdlBqGpUyF8gNYJtBNDh6gAywF3DmKppkcgVQ3BQXJCankmsaMICQywio2Tb6yII2kJJD18hGH1qG6KP6BiiAw9egxG8HAK72Gy0=',a525912bd23715aec3af9b15701f73cb,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000014.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Mono Culture\1. Raw Images\1. raw images,Done,255,0,0.5018075704574585,0.5018076,-12.163430303929871,3.943227481221835e-05,28,15,39,35,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000014.tif,536
-2,97.0,210.0,210.0,216.0,0.0,0.0,0.1875,0.0,0.046875,0.015625,0.015625,0.0,0.34375,0.46875,0.8125,0.640625,0.359375,0.09375,0.078125,mono_T000015.tif,0,15,1,1060,15,b'eLvoAiEOsxnNfoM6+xma6pVkpoEzD8x3wOADuRozS4IYYO/Z2SDSdlBqGpUyF8gNYJtBNDh6gAywF3DmKppkcgVQ3BQXJCankmsaMICQywio2Tb6yII2kJJD18hGH1qG6KP6BiiAw9egxG8HALCuGy4=',c0ef019783a7fb2650fd320b60b5014f,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000015.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Mono Culture\1. Raw Images\1. raw images,Done,255,0,0.501937747001648,0.50193775,-11.989666272336823,3.904522374538299e-05,43,7,40,37,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000015.tif,536
-2,99.0,203.0,203.0,210.0,0.0,0.0,0.171875,0.0,0.0625,0.015625,0.0,0.0,0.359375,0.46875,0.78125,0.703125,0.34375,0.078125,0.0625,mono_T000016.tif,0,16,1,1060,16,b'eLvoAiEOsxnNfoM6+xma6ZVkpoEzD8x3wOADuRozS4IYYO/Z2SDSdlBqGpUyF8gNYJtBNDh6gAywF3DmKppkcgVQ3BQXJCankmsaMICQywio2Tb6yII2kJJD18hGH1qG6KP6BiiAw9egxG8HALJmGy8=',23b1756376a857edb7cf65a7977c1d40,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000016.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Mono Culture\1. Raw Images\1. raw images,Done,255,0,0.5017539262771606,0.5017539,-12.095042555477207,3.995896468860478e-05,44,8,38,33,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000016.tif,536
-2,84.0,216.0,216.0,223.0,0.0,0.0,0.171875,0.0,0.046875,0.03125,0.0,0.015625,0.328125,0.53125,0.703125,0.5,0.328125,0.109375,0.09375,mono_T000017.tif,0,17,1,1060,17,b'eLvoAiEOsxnNfoM6+xma65VkpoEzD8x3wOADuRozS4IYYO/Z2SDSdlBqGpUyF8gNYJtBNDh6gAywF3DmKppkcgVQ3BQXJCankmsaMICQywio2Tb6yII2kJJD18hGH1qG6KP6BiiAw9egxG8HALQeGzA=',a5d18a0e6189ebb30f5db05c09666b13,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000017.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Mono Culture\1. Raw Images\1. raw images,Done,255,0,0.5020986199378967,0.5020986,-11.837995364465153,4.0762226270140517e-05,36,2,30,40,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000017.tif,536
-2,90.0,235.0,235.0,242.0,0.0,0.0,0.359375,0.0,0.046875,0.015625,0.015625,0.0,0.453125,0.5,0.84375,0.53125,0.359375,0.09375,0.078125,mono_T000018.tif,0,18,1,1060,18,b'eLvoAiEOsxnNfoM6+xla6JVkpoEzD8x3wOADuRozS4IYYO/Z2SDSdlBqGpUyF8gNYJtBNDh6gAywF3DmKppkcgVQ3BQXJCankmsaMICQywio2Tb6yII2kJJD18hGH1qG6KP6BiiAw9egxG8HALXWGzE=',ddf8be147994d55f9a5f3eb2f783d981,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000018.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Mono Culture\1. Raw Images\1. raw images,Done,255,0,0.5056755542755127,0.50567555,-12.05346984186788,3.53560902417719e-05,48,4,58,42,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000018.tif,536
-2,97.0,223.0,223.0,230.0,0.0,0.0,0.140625,0.0,0.09375,0.0625,0.03125,0.0,0.375,0.453125,0.71875,0.578125,0.34375,0.09375,0.09375,mono_T000019.tif,0,19,1,1060,19,b'eLvoAiEOsxnNfoM6+xla6pVkpoEzD8x3wOADuRozS4IYYO/Z2SDSdlBqGpUyF8gNYJtBNDh6gAywF3DmKppkcgVQ3BQXJCankmsaMICQywio2Tb6yII2kJJD18hGH1qG6KP6BiiAw9egxG8HALeOGzI=',dd04045d50c231cdcb94dd19009492ec,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000019.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Mono Culture\1. Raw Images\1. raw images,Done,255,0,0.5022058486938477,0.50220585,-11.821849422253925,4.005433861288598e-05,42,13,34,41,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000019.tif,536
-2,98.0,226.0,226.0,234.0,0.0,0.0,0.125,0.0,0.046875,0.03125,0.0,0.0,0.359375,0.515625,0.8125,0.640625,0.34375,0.109375,0.109375,mono_T000020.tif,0,20,1,1060,20,b'eLvoAiEOsxnNfoM6+xkZ6JVkpoEzD8x3wOADuRozS4IYYO/Z2SDSdlBqGpUyF8gNYJtBNDh6gAywF3DmKppkcgVQ3BQXJCankmsaMICQywio2Tb6yII2kJJD18hGH1qG6KP6BiiAw9egxG8HAKnPGyo=',d2dac20888dd5ea479b7ffd51cdfe34d,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000020.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C:\Users\Administrator\Documents\GitHub\article\CellProfiler\Mono Culture\1. Raw Images\1. raw images,Done,255,0,0.5020602941513062,0.5020603,-11.925276460822708,3.5015813565602456e-05,52,9,52,39,file:///C:/Users/Administrator/Documents/GitHub/article/CellProfiler/Mono%20Culture/1.%20Raw%20Images/1.%20raw%20images/mono_T000020.tif,536
