TimeStep,CellId,Center_X,Center_Y,Orientation,MajorAxisLength,lable,parent
30,17,144.339447021484,-0.416023433208466,66.7181091308594,34.009162902832,2,2
30,4,199.756134033203,54.446949005127,87.4385681152344,55.0253219604492,4,0
30,7,228.143218994141,252.19401550293,-57.0909729003906,40.1541709899902,7,0
31,17,144.654067993164,0.932973384857178,67.2535095214844,35.1317863464355,2,2
31,4,199.461715698242,56.1993408203125,87.8400268554688,53.4582977294922,4,0
31,7,227.338729858398,252.864456176758,-56.9521331787109,41.0531539916992,7,0
32,17,145.132873535156,2.11730456352234,67.7115631103516,35.4140205383301,2,2
32,4,198.975677490234,57.3660926818848,88.1613311767578,54.181022644043,4,0
32,7,230.589447021484,249.620223999023,-57.7335052490234,41.2576675415039,7,0
33,17,145.078460693359,1.66166436672211,67.4969024658203,35.5558662414551,2,2
33,4,198.561111450195,58.0222473144531,88.3159637451172,53.8643417358398,4,0
33,7,230.182968139648,250.31379699707,-57.6146392822266,41.825023651123,7,0
34,17,145.150527954102,1.62713706493378,67.4507751464844,36.4971389770508,2,2
34,4,198.606811523438,58.4478721618652,88.3943786621094,53.6135787963867,4,0
34,7,227.523452758789,252.431747436523,-57.0818481445313,43.8233947753906,7,0
35,17,145.099960327148,0.836283922195435,67.1363830566406,37.7347793579102,2,2
35,4,198.41374206543,58.4610061645508,88.3475952148438,56.4033851623535,4,0
35,7,230.500457763672,249.497970581055,-57.844970703125,46.0349349975586,7,0
36,17,145.261520385742,0.959113001823425,67.1972045898438,38.3175888061523,2,2
36,19,164.845001220703,102.701332092285,-77.2480316162109,26.6323490142822,4,4
36,18,217.86067199707,19.8148651123047,78.1079254150391,26.3718032836914,4,4
36,7,231.102630615234,248.942184448242,-57.9756011962891,45.3181343078613,7,0
37,17,145.271713256836,0.680534899234772,67.0680999755859,38.4429397583008,2,2
37,7,232.18115234375,247.676727294922,-58.2517547607422,44.5755424499512,7,0
38,17,145.747299194336,0.198397427797318,66.8703460693359,38.6927680969238,2,2
38,7,233.455871582031,246.235549926758,-58.5606842041016,45.6842308044434,7,0
39,17,146.038681030273,-0.724110782146454,66.5738372802734,39.8472938537598,2,2
39,7,231.515029907227,248.004608154297,-58.1681823730469,46.6584014892578,7,0
40,17,146.050018310547,0.994591474533081,67.2489624023438,41.1910705566406,2,2
40,7,232.141052246094,246.357971191406,-58.5527648925781,47.304126739502,7,0
41,17,145.955596923828,0.11708790063858,66.8997802734375,41.7336654663086,2,2
41,7,235.612869262695,243.264694213867,-59.3212432861328,47.5056838989258,7,0
42,17,146.104080200195,-0.511107623577118,66.6549987792969,42.5598640441895,2,2
42,7,235.170516967773,243.539993286133,-59.2601928710938,48.9376640319824,7,0
43,17,146.058975219727,-2.60952210426331,65.8369445800781,43.7104721069336,2,2
43,7,234.261474609375,243.943466186523,-59.1682281494141,50.0162963867188,7,0
44,17,146.328811645508,-3.31523537635803,65.5399780273438,45.2793464660645,2,2
44,7,234.798446655273,243.138214111328,-59.3555603027344,51.7731323242188,7,0
45,17,146.580215454102,-1.85201179981232,66.1588287353516,45.1940460205078,2,2
45,7,236.954223632813,240.882400512695,-59.9166564941406,53.4026947021484,7,0
46,17,146.660278320313,-1.09056091308594,66.4741363525391,45.1158561706543,2,2
46,7,237.025283813477,241.066421508789,-59.8880004882813,51.9356536865234,7,0
47,17,147.113494873047,0.219701185822487,67.0216674804688,46.6149864196777,2,2
47,7,237.613052368164,240.148330688477,-60.0852966308594,53.2768898010254,7,0
48,17,147.099884033203,-0.307340353727341,66.7833404541016,48.3122253417969,2,2
48,7,236.338973999023,240.869369506836,-59.9225158691406,55.0597877502441,7,0
49,17,146.777557373047,-1.92868268489838,66.1611175537109,49.1290321350098,2,2
49,7,236.406753540039,240.594955444336,-60.0009918212891,57.118953704834,7,0
50,17,146.630889892578,-2.26166462898254,65.9950561523438,50.4749221801758,2,2
50,7,235.115249633789,241.444763183594,-59.7830505371094,58.0615615844727,7,0
51,17,146.73469543457,-2.00587773323059,66.0264739990234,53.11669921875,2,2
51,7,236.718688964844,239.732009887695,-60.1962127685547,58.7476615905762,7,0
52,17,146.589874267578,-3.78361940383911,65.2922668457031,53.0307693481445,2,2
52,7,238.307998657227,238.161468505859,-60.5677185058594,57.7621612548828,7,0
53,17,147.291244506836,3.22425007820129,68.2154998779297,51.5038223266602,2,2
53,7,238.769317626953,238.00732421875,-60.6146697998047,57.150749206543,7,0
54,17,147.2568359375,4.76863622665405,68.7940063476563,50.5290985107422,2,2
54,7,237.115493774414,239.198516845703,-60.3414764404297,59.1935081481934,7,0
55,17,146.155883789063,5.26826906204224,68.9462890625,48.6115913391113,2,2
55,21,241.052536010742,225.290588378906,-63.7404479980469,29.1448020935059,7,7
55,20,263.800964355469,226.300979614258,-63.1691284179688,21.4869327545166,7,7
56,17,145.498596191406,4.23367309570313,68.5154266357422,48.7292404174805,2,2
57,17,144.866226196289,2.78459620475769,67.8807220458984,49.795768737793,2,2
58,17,144.611465454102,0.543405711650848,66.9548034667969,48.0180969238281,2,2
59,17,144.326187133789,-2.18804836273193,65.8474426269531,48.0676689147949,2,2
60,17,144.427764892578,-3.49778747558594,65.2793884277344,47.5052642822266,2,2
