CellLifeId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
1,0.0230219576701226,17,34,-1.83481346431898,30.0294117647059
2,0.0301429058924164,30,13,-5.11894425438614,39.9230769230769
3,0.0299442500407048,28,12,-5.91882166995588,35.9166666666667
4,0.031333575283049,25,10,-6.6693375476212,31.1
5,0.0300605608019932,25,14,-4.52085315716169,34.9285714285714
6,0.0270310072072109,26,10,-6.2120194233181,31.9
7,0.0273658140162113,28,16,-3.42831570176196,40.4375
8,0,5,1,-33.5367654684068,5
9,0.0319160210213422,15,8,-7.90247289007002,16.875
10,-0.0128458899856049,7,8,-7.74017620579478,6.875
11,0.105035757383895,6,10,-6.02207526769147,20
12,0,7,1,-32.329564557551,7
13,0.0770163533955495,26,6,-10.0468026309217,40.1666666666667
14,-0.188288413419379,14,3,-19.4871407487133,8.66666666666667
15,0,6,3,-21.3884641015002,6
16,0.0106600403917372,26,11,-6.45475345621259,28.4545454545455
17,0.0362325455003406,22,11,-5.8494991968086,30
18,0,6,1,-29.5962987847666,6
19,0.0292555382241348,33,14,-4.27598363507826,45.1428571428571
20,0.0262567538866579,27,8,-8.12216800138995,31.5
21,0.00779807106917119,28,3,-22.442006735899,29.6666666666667
22,0.0330957924209261,28,10,-6.83391797229882,36.3
23,0,32,1,-34.0597321478677,32
24,0.0660140171961853,14,7,-9.54906649918646,21.1428571428571
25,0.0282432620129068,18,20,-3.67641255868592,25.45
26,0.0191788048301187,12,10,-7.22962122698949,14.7
27,0.047913294224453,11,13,-5.12693831643986,20
28,0.0208656369963537,20,16,-4.17958242696747,24.6875
29,-0.0159823373584323,8,12,-6.20037780519504,7.75
30,0.0340613596048005,13,12,-5.98611679354511,16.9166666666667
31,0.0192546466402188,22,18,-3.46466991199796,30.6111111111111
32,0.0400847564997191,16,11,-6.43762080912589,21.6363636363636
33,0,4,2,-34.6454524351396,4
34,0,5,2,-35.4696163665661,5
35,0.0167933817707185,17,12,-6.48775361230583,19.5833333333333
36,-0.045051678678685,9,6,-12.8022250641013,7.66666666666667
37,0.0146421285594267,25,14,-4.75407224536903,28.2857142857143
38,0.0462098120373297,16,10,-7.25083306318307,25.1
39,0.0284850684391355,25,11,-5.31336196074463,30.5454545454545
40,0.0141865381395987,23,2,-31.5475480618083,23.5
41,0,10,1,-32.9778416455507,10
42,0.047556659191831,21,5,-13.9412709744315,26.2
43,0,7,1,-36.9942154657149,7
44,0.0340550415843994,15,10,-6.88955366295908,20.2
45,0.0489539199993452,8,18,-3.7206360290775,15.3888888888889
46,0.0579097845471174,10,11,-5.78794147060409,17.6363636363636
47,0.0353837479020594,8,6,-11.4624030174777,10.6666666666667
48,0.0250985047489941,35,10,-4.14987520352564,42.2
49,0.0168943795045069,18,16,-3.28486368807041,20.6875
50,0,5,1,-28.3961975550246,5
51,0.0662087315571923,9,9,-7.53758191821902,15.3333333333333
52,0.0135238515948006,8,11,-6.86362769427508,11.9090909090909
53,0,20,1,-33.3406315818538,20
