TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,InstantaneousGrowthRate,InstantaneousVelocity,divideFlag,Major_axis,Minor_axis,parent
1,1,-1.9315066686863795,1,123.81007751937985,94.47286821705428,0.256,0.048,False,28.96720560225606,11.448658550347902,0
2,1,-1.9158057393886005,1,124.6900826446281,93.7107438016529,0.3,0.327,False,30.24652835710209,10.35043669746181,0
3,1,-1.9058674987098168,1,126.93388429752066,93.43388429752066,,,False,31.74817785335956,9.975802104137529,0
4,2,-1.9184559329863542,2,102.95384615384616,95.76153846153846,0.283,0.847,False,32.2926048915133,10.4630078479344,0
5,2,-1.9246134693797554,2,108.12411347517732,96.37234042553192,,,True,33.70610201949445,10.912351349139197,0
6,3,-1.8213540764260383,2,109.056338028169,86.53521126760563,0.182,0.013,False,17.935816565600916,10.113960710064816,2
6,4,-2.0243455044642613,2,114.86,103.06,0.185,0.094,False,18.454441816716734,10.39851161946186,2
7,3,-1.7951125481487546,2,110.98013245033113,84.15894039735099,0.197,-0.24,False,18.84368612626128,10.231833429424332,2
7,4,-2.0033636060185187,2,117.159509202454,101.159509202454,0.089,-0.186,False,19.380053306287373,10.777929721519511,2
8,3,-1.7097214826916662,2,109.37735849056604,84.27672955974843,0.257,1.133,False,19.827763698354723,10.221947139349302,2
8,4,-2.0799557725923585,2,115.69590643274854,101.42690058479532,0.214,1.21,False,19.82388775305074,11.079636867720929,2
9,3,-1.6406430075282639,2,116.4529411764706,84.26470588235294,0.291,0.219,False,21.114124691479777,10.27856816031002,2
9,4,-2.2669699642981063,2,122.81012658227849,102.41772151898734,0.004,0.263,False,20.895312510993502,9.824640108773703,2
10,3,-1.536237225777551,2,117.67391304347828,84.44565217391305,0.617,-0.499,False,22.56770032481228,10.40455033362474,2
10,4,-2.4537808745457523,2,124.52513966480448,102.40782122905028,0.607,-0.675,False,20.91396232488768,10.938211670932033,2
11,3,-1.183600902331785,2,116.54455445544556,81.72277227722772,0.26,0.072,False,25.65296099104335,10.07844425120962,2
11,4,-2.7547915407584944,2,122.61979166666669,99.40625,0.345,-0.113,False,23.947616657941232,10.28630630384483,2
12,3,-1.1620481739187811,2,116.84433962264151,81.91981132075472,0.3,0.274,False,26.95168451948512,10.09684724078045,2
12,4,-2.9502997233054624,2,121.7609756097561,99.56585365853658,0.18,0.074,False,25.671306126843685,10.272413696196445,2
13,3,-1.1877132348963475,2,118.36322869955156,82.13452914798206,0.391,0.167,False,28.45342974071819,10.05018852647008,2
