CellLifeId,birthLength,AverageLength,AverageVelocity,LifeHistory,GrowthRate
1.0,30.4637813568115,32.70114917755126,0.455,10.0,0.01
2.0,33.0820236206055,34.73767362322126,0.381,14.0,0.005
3.0,21.7669544219971,22.51389452616373,0.315,15.0,0.005
4.0,17.6691474914551,23.46598446007932,0.373,33.0,0.012
5.0,21.5420761108398,28.167425804949822,0.262,47.0,0.008
6.0,23.1121845245361,27.33606937953404,0.25,21.0,0.011
7.0,15.9507970809937,22.75840160369873,0.29,50.0,0.011
8.0,16.5406837463379,23.460203657758996,0.176,47.0,0.01
9.0,20.1543617248535,27.22740550917022,0.151,49.0,0.009
10.0,17.1133422851563,24.699175039927155,0.252,48.0,0.011
11.0,21.2520580291748,27.760302596622047,0.107,36.0,0.01
12.0,18.5784912109375,26.08740777969361,0.187,40.0,0.012
13.0,18.4083957672119,20.542704242290835,-0.024,101.0,-0.002
14.0,22.2210235595703,20.29197830107155,-0.101,82.0,-0.003
15.0,14.1032905578613,14.1032905578613,0.0,1.0,0.0
16.0,15.1445789337158,24.705170406235588,-0.105,72.0,0.01
17.0,17.1695117950439,16.446179249069914,0.073,176.0,-0.0
18.0,18.7146301269531,18.602075598456636,0.073,176.0,-0.0
19.0,24.2911930084229,27.54086543352176,0.127,39.0,0.006
20.0,16.4453907012939,22.64585919607253,-0.045,42.0,0.01
21.0,17.8274230957031,22.171690562985983,0.151,53.0,0.008
22.0,18.071044921875,22.905219486781526,0.138,49.0,0.009
23.0,34.3794631958008,35.097253799438505,0.117,2.0,0.014
24.0,27.0666809082031,28.719839242788446,0.05,13.0,0.005
25.0,23.4386863708496,27.120724558830254,-0.037,32.0,0.007
26.0,22.332462310791,26.040922241210936,-0.114,25.0,0.009
27.0,16.7360057830811,23.859369030705214,0.189,54.0,0.009
28.0,16.8461380004883,23.337692108154297,0.17,50.0,0.008
29.0,17.7032794952393,24.838983217875164,0.166,48.0,0.009
30.0,17.7150268554688,25.503910575594222,0.071,56.0,0.009
31.0,17.9407024383545,26.053896940671482,0.187,52.0,0.01
32.0,26.1061458587646,27.0617456436157,0.144,4.0,0.007
33.0,34.7195243835449,36.71848814828054,0.108,14.0,0.005
34.0,21.3557720184326,22.840559482574477,0.222,16.0,0.005
35.0,35.7177047729492,35.89525398841271,-0.095,13.0,0.0
36.0,18.1197395324707,23.983742657829733,0.114,51.0,0.01
37.0,18.1137943267822,26.686062856820914,0.045,65.0,0.008
38.0,33.6950302124023,33.79477183024087,0.014,9.0,0.0
39.0,16.7053070068359,24.15820845118109,-0.018,53.0,0.01
40.0,16.731351852417,22.15815956648006,-0.056,86.0,-0.001
41.0,32.9634895324707,33.984683481852215,0.02,15.0,0.005
42.0,31.713005065918,33.52432042902167,0.104,11.0,0.007
43.0,33.0424690246582,31.06178163398396,-0.006,176.0,-0.001
44.0,21.1407165527344,26.823541149016343,-0.014,31.0,0.011
45.0,19.8802738189697,21.34840565378016,-0.003,176.0,0.0
46.0,15.1785717010498,15.1785717010498,0.0,1.0,0.0
47.0,13.3759450912476,13.3759450912476,0.0,1.0,0.0
48.0,20.3736553192139,27.784832694313742,0.043,55.0,0.008
49.0,31.3078365325928,32.396074771881125,-0.166,4.0,0.011
50.0,33.940601348877,34.62467829386393,0.013,6.0,0.003
51.0,18.7219257354736,26.7540004491806,-0.104,80.0,0.007
52.0,19.8723068237305,18.28760451589312,-0.063,140.0,-0.001
53.0,28.3444004058838,31.29493403434755,-0.039,16.0,0.008
54.0,16.9027061462402,23.376470065507725,-0.014,61.0,0.009
55.0,23.8377838134766,25.770232881818515,-0.116,7.0,0.009
56.0,22.7303104400635,27.565382135325468,0.009,29.0,0.009
57.0,13.8736820220947,13.8736820220947,0.0,1.0,0.0
58.0,11.2120723724365,11.2120723724365,0.0,1.0,0.0
59.0,16.4239597320557,27.56506838743714,0.261,87.0,0.008
60.0,15.088921546936,28.005086591508647,0.046,90.0,0.008
61.0,16.4989795684814,24.302485021826335,0.099,73.0,0.008
62.0,16.3532810211182,25.15578031539917,0.036,70.0,0.009
63.0,16.372350692749,23.935481537220088,-0.044,43.0,0.011
64.0,11.5750341415405,11.5750341415405,0.0,1.0,0.0
65.0,21.1435928344727,26.816494067509968,0.009,24.0,0.012
66.0,19.8631553649902,23.004805715460524,0.077,19.0,0.013
67.0,16.4129028320313,21.481058854323173,0.189,39.0,0.012
68.0,17.8128185272217,22.2515686580113,0.228,35.0,0.01
69.0,17.1037883758545,23.638858127594,0.063,50.0,0.011
70.0,16.3633041381836,23.157639893618498,0.119,44.0,0.011
71.0,14.3000974655151,21.581830430030827,0.062,80.0,0.008
72.0,15.128436088562,23.034046995639805,0.059,80.0,0.008
73.0,18.181116104126,24.4290426503057,0.091,92.0,0.006
74.0,18.7289810180664,21.90896408994433,-0.032,142.0,-0.001
75.0,18.4296054840088,31.710525337018463,0.198,76.0,0.009
76.0,17.5859432220459,25.088336392452845,0.068,76.0,0.004
77.0,17.5481586456299,23.859025460702405,0.048,54.0,0.008
78.0,18.2098731994629,26.05243269602458,0.129,54.0,0.009
79.0,9.79356384277344,9.79356384277344,0.0,1.0,0.0
80.0,11.4376831054688,11.4376831054688,0.0,1.0,0.0
81.0,16.6963920593262,23.08961136341095,0.098,40.0,0.012
82.0,17.6898498535156,23.68293348948161,0.05,48.0,0.009
83.0,15.9774560928345,26.70840560065376,-0.078,54.0,0.013
84.0,16.7311134338379,22.863519396100724,-0.035,35.0,0.012
85.0,14.0359048843384,14.0359048843384,0.0,1.0,0.0
86.0,13.7768430709839,22.08056261062622,0.082,50.0,0.012
87.0,14.0263500213623,14.0263500213623,0.0,1.0,0.0
88.0,12.2483577728271,12.2483577728271,0.0,1.0,0.0
89.0,11.7637004852295,11.7637004852295,0.0,1.0,0.0
90.0,11.4879741668701,11.4879741668701,0.0,1.0,0.0
91.0,16.7545928955078,25.51942285895348,-0.016,64.0,0.01
92.0,17.1487350463867,26.932444977433722,0.093,73.0,0.009
93.0,17.4322299957275,26.067538486827495,-0.02,55.0,0.011
94.0,17.5769672393799,26.552929719289146,-0.002,60.0,0.007
95.0,14.8513898849487,23.80318796130973,0.089,71.0,0.009
96.0,15.6205539703369,20.23686828035297,-0.076,66.0,-0.001
97.0,15.0327749252319,15.0327749252319,0.0,1.0,0.0
