TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,divideFlag,Major_axis,Minor_axis,parent
22,2,-0.96437059,1,86.51181102,107.6929134,FALSE,105.6781185,9.49980236,1
22,3,-0.990635422,1,88.69154229,119.9975124,FALSE,90.06540029,9.095115919,1
23,2,-0.97686064,1,85.42654867,109.860177,FALSE,116.6221211,10.19006816,1
23,3,-0.978877799,1,89.75166297,118.8514412,FALSE,98.60571818,9.695495924,1
24,2,-0.982140494,1,84.74434783,113.3408696,FALSE,122.6711672,10.17327814,1
24,3,-0.982900436,1,89.52765957,121.5574468,FALSE,102.7725005,9.659479182,1
25,2,-0.99343846,1,84.98615385,108.8753846,FALSE,137.2046783,10.91407481,1
25,3,-0.988370034,1,90.97276265,115.0155642,FALSE,114.7369275,9.861172524,1
26,2,-0.996101188,1,83.93430657,115.8656934,TRUE,141.6192707,11.34815886,1
26,3,-0.988802574,1,90.44,121.1542857,FALSE,118.2875185,9.874533371,1
27,4,-0.956141292,1,92.13590264,104.2271805,FALSE,108.9909384,9.68468912,2
27,3,-1.008539,1,89.99493243,124.2111486,FALSE,131.6910086,10.431613,1
27,5,-1.369528239,1,60.92342342,150.9144144,FALSE,48.98117491,6.503163847,2
28,4,-0.971499709,1,90.80769231,109.7596154,FALSE,112.1595615,10.87167974,2
28,3,-1.012548242,1,89.80718954,128.1388889,FALSE,137.105611,10.67513187,1
28,5,-1.372336729,1,60.21238938,154.4115044,FALSE,51.07179765,6.363029924,2
29,4,-1.005150793,1,90.55633803,108.5228873,FALSE,127.334653,13.64423028,2
29,3,-1.022753656,1,90.52034884,125.2921512,FALSE,150.8608113,13.06305309,1
29,5,-1.355283506,1,61.05098039,148.9647059,FALSE,58.68125259,6.178557277,2
30,4,-1.018113381,1,89.58275862,111.712069,TRUE,133.1979422,14.27765612,2
30,3,-1.024945856,1,89.94002789,127.8117155,TRUE,156.9355652,14.05720534,1
30,5,-1.338669014,1,60.17977528,150.8501873,FALSE,61.45039784,6.415579765,2
31,6,-0.868600479,1,113.8580247,68.4691358,FALSE,38.01496128,5.726828975,4
31,7,-0.98468172,1,97.75891341,107.7674024,FALSE,131.4695861,11.36207084,3
31,8,-1.081156854,1,78.92521368,122.9508547,FALSE,109.395475,15.27041856,4
31,5,-1.288872487,1,58.94425087,144.8118467,FALSE,69.12298035,6.793382587,2
31,9,-0.576863456,1,64.99456522,170.1630435,FALSE,47.62131234,7.274286374,3
32,6,-0.833617068,1,113.1918605,71.55813953,FALSE,39.36571213,5.756693405,4
32,7,-0.987665367,1,97.80851064,110.5188216,TRUE,137.2615405,11.60702212,3
32,8,-1.074847658,1,78.58350515,125.9917526,FALSE,112.7138236,15.33195778,4
32,5,-1.271701536,1,58.6372549,147.130719,FALSE,71.3901421,7.27406387,2
32,9,-0.596080062,1,66.05913978,173.0322581,FALSE,48.60313507,8.195610287,3
33,10,-0.92796899,1,109.4324324,99.28828829,FALSE,100.0295156,10.02741521,7
33,6,-0.822288021,1,111.801105,78.32044199,FALSE,45.21829514,5.414536076,4
33,8,-1.048801742,1,79.1702544,131.7886497,FALSE,128.8906728,16.67639315,4
33,5,-1.224356159,1,57.39882698,153.5337243,FALSE,81.55944903,8.574862114,2
33,11,-1.240261921,1,74.31506849,154.6164384,FALSE,55.01880704,5.946687967,7
33,9,-0.67339903,1,66.64573991,180.5381166,FALSE,52.68503486,10.84068385,3
34,10,-0.915248448,1,109.0802603,102.186551,FALSE,105.5205144,11.032479,7
34,6,-0.820526434,1,110.4848485,82.01515152,FALSE,48.94340333,5.413280059,4
34,8,-1.039123803,1,78.98279159,134.9273423,FALSE,136.9764704,17.05428851,4
34,5,-1.21786018,1,57.46239554,154.9693593,TRUE,85.70847368,8.910127122,2
34,11,-1.17832301,1,74.63318777,157.1877729,FALSE,58.86953694,6.53051006,7
34,9,-0.702345135,1,66.12663755,183.628821,FALSE,55.82044765,11.4430835,3
35,10,-0.895231782,1,107.6918489,101.6063618,FALSE,117.053415,11.62478749,7
35,6,-0.838105099,1,109.5605381,80.21076233,FALSE,53.3290252,5.868434751,4
35,8,-1.018165065,1,78.61629881,133.0967742,TRUE,154.6459521,19.16291774,4
35,12,-1.281184539,1,63.09633028,134.3486239,FALSE,50.18619865,9.27387021,5
35,11,-1.107251935,1,75.79116466,154.1285141,FALSE,64.94344412,6.432025556,7
35,9,-0.765050004,1,66.27572016,181.1522634,FALSE,62.27760835,11.33454351,3
35,13,-0.931131421,1,48.06857143,174.9542857,FALSE,41.42372897,6.144010587,5
36,10,-0.883730433,1,105.9757463,104.3358209,TRUE,123.2164584,12.30135694,7
36,6,-0.851775113,1,108.3777778,82.08,FALSE,55.62475301,5.659887723,4
36,14,-0.869342868,1,88.09977827,115.7960089,FALSE,113.5115049,12.89590194,8
36,12,-1.217622115,1,62.88135593,134.809322,FALSE,53.72015647,10.81346645,5
36,11,-1.090877307,1,75.71372549,154.9098039,FALSE,68.44323246,6.075034562,7
36,9,-0.776600871,1,65.524,182.696,TRUE,64.8615683,11.29252345,3
36,13,-0.89623429,1,47.06666667,176.4,FALSE,43.48676346,6.279000605,5
36,15,-0.93429455,1,53.01935484,181.2580645,FALSE,43.78623333,6.356406049,8
37,16,-0.887997457,1,105.02693,112.0825853,FALSE,133.9011241,14.1311575,10
37,6,-0.88337946,1,107.16,89.008,TRUE,62.4134987,5.928959075,4
37,17,-0.858055477,1,91.11428571,118.2725275,FALSE,126.2533708,10.88758838,10
37,12,-1.100245159,1,63.38345865,138.6879699,FALSE,61.3139712,11.21736778,5
37,11,-1.084869351,1,76.63701068,160.6263345,FALSE,78.047487,6.767509106,7
37,18,-0.788126437,1,65.52758621,188.9206897,FALSE,73.60446151,12.27535011,9
37,19,-0.848421154,1,50.6,188.6232558,FALSE,59.01369704,8.001978021,9
37,13,-0.818678487,1,44.69148936,184.6861702,FALSE,45.93180651,6.824567324,5
38,16,-0.898789051,1,104.9613445,109.1445378,FALSE,138.7624126,15.41284152,10
38,20,-1.018505511,1,116.0214286,74.46428571,FALSE,33.5268431,5.412436143,6
38,17,-0.859719195,1,92.14935065,113.8441558,TRUE,129.2385244,10.51078014,10
38,21,-0.805577565,1,97.22794118,98.25,FALSE,28.29696802,6.167537682,6
38,12,-1.076859679,1,63.81227437,135.4259928,FALSE,64.82628049,12.24801143,5
38,11,-1.078479868,1,76.38869258,158.2720848,TRUE,79.74937338,7.539598544,7
38,18,-0.78306007,1,65.1010101,186.7474747,TRUE,77.72819314,12.47865492,9
38,13,-0.802332556,1,44.08653846,182.0528846,FALSE,51.59616649,6.729518363,5
38,19,-0.814059857,1,49.35344828,186.7413793,FALSE,63.9831028,7.394578919,9
39,16,-0.932736363,1,107.1197411,105.9951456,TRUE,149.3192715,19.95831767,10
39,20,-1.16513431,1,116.0384615,73.30128205,FALSE,36.8533653,6.012348537,6
39,22,-1.117612782,1,120.1141304,80.77717391,FALSE,51.13043227,7.329361393,17
39,21,-0.781490336,1,96.84444444,98.71851852,FALSE,30.34330736,5.887772544,6
39,23,-0.893086486,1,80.01834862,128.5229358,FALSE,90.80658199,14.02000893,17
39,12,-1.061748357,1,64.38461538,135.3717949,FALSE,71.55395475,14.30677331,5
39,24,-1.014435116,1,83.37654321,144.3271605,FALSE,40.99171388,7.649386078,11
39,25,-1.197234899,1,80.18787879,173.4242424,FALSE,38.90721334,8.02851147,18
39,26,-0.74769019,1,65.64900662,180.7086093,FALSE,41.36692723,6.226729199,11
39,19,-0.729042787,1,46.9765625,189.03125,TRUE,72.06791075,7.318936082,9
39,13,-0.767391223,1,40.03703704,185.4212963,FALSE,53.12786854,6.872732654,5
39,27,-0.530799793,1,51.72955975,199.836478,FALSE,43.35152456,4.904443874,18
40,28,-1.246107947,1,126.8825397,80.68888889,FALSE,72.52668111,11.82209494,16
40,22,-1.233877727,1,121.3692308,75.98461538,FALSE,53.27116639,8.343755462,17
40,20,-1.248054099,1,115.9503106,71.24223602,FALSE,37.30473253,6.504633005,6
40,21,-0.783972055,1,96.71710526,98.27631579,FALSE,31.89250433,6.427554637,6
40,23,-0.973601882,1,78.38205128,131.9615385,FALSE,100.2768215,19.98473729,17
40,29,-0.887598213,1,88.2654321,129.6820988,FALSE,89.15025394,13.81916993,16
40,12,-1.070750544,1,63.69753086,135.8240741,FALSE,73.36130266,15.29987575,5
40,24,-1.003099286,1,82.68243243,144.277027,FALSE,41.81599235,7.914249662,11
40,25,-1.24403325,1,80.26946108,172.8562874,FALSE,40.8101451,8.306139361,18
40,26,-0.687820681,1,64.61038961,181.7727273,FALSE,45.68786982,7.480692975,11
40,13,-0.75523573,1,38.69911504,185.9469027,FALSE,55.36469855,7.822131444,5
40,30,-0.557309087,1,53.76635514,181.6074766,FALSE,30.0981052,5.049198277,19
40,27,-0.531306111,1,50.57692308,200.0064103,FALSE,45.57137706,4.627166676,18
40,31,-0.557937489,1,31.60576923,202.3942308,FALSE,31.8848844,5.075961918,19
