ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_Expanded,Neighbors_FirstClosestDistance_Expanded,Neighbors_FirstClosestObjectNumber_Expanded,Neighbors_NumberOfNeighbors_Expanded,Neighbors_PercentTouching_Expanded,Neighbors_SecondClosestDistance_Expanded,Neighbors_SecondClosestObjectNumber_Expanded,Number_Object_Number,Parent_FilteredNuclei,Parent_Watershed,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
1,1,274,350,250,210,240,175,244.04744525547446,191.5839416058394,1.8494149372423914,308,0.9657419961175812,18.677998695187732,1,0.7828571428571428,0.540711540640561,37.45122514225248,34.058772731852805,5.0,2.4106003658761983,2.0,9.0,9.718747846762913,-0.3544741941304964,79.79898987322332,0.8896103896103896,244.04744525547446,191.5839416058394,0,57.1194836840787,19.097394746193846,2,3.0,56.29139072847682,31.79283526231318,3,1,1,1,0.0,0.0,nan,0.0,1.0,1,nan,0.0,0,0.0,0.0
1,2,332,473,266,224,255,181,260.605421686747,201.09939759036143,2.1729333557677193,372,0.9801260918136964,20.56004690782767,1,0.7019027484143763,0.4602073953835965,47.16961493557374,42.04759208325728,5.0,2.374206376318635,2.0,9.037378388935387,9.357296559429814,3.512348582156156,95.21320343559643,0.8924731182795699,260.605421686747,201.09939759036143,0,86.0632414311215,19.097394746193846,1,3.0,59.12162162162162,26.762915676938658,3,2,2,2,0.0,0.0,nan,0.0,2.0,1,nan,0.0,0,0.0,0.0
1,3,213,261,251,238,242,209,245.70892018779344,223.33333333333334,1.6344323871824218,225,0.9576523198488057,16.46815177937675,1,0.8160919540229885,0.6118332014479277,31.008258299471215,28.160255680657446,5.0,2.289613729019226,2.0,8.0,8.928118931446111,4.932814150028721,66.14213562373095,0.9466666666666667,245.70892018779344,223.33333333333334,0,84.22671273215997,20.450379039241163,5,5.0,100.0,25.911140485781083,4,3,3,3,0.0,0.0,nan,0.0,3.0,1,nan,0.0,0,0.0,0.0
1,4,326,369,267,264,258,223,262.0276073619632,243.46012269938652,1.9068980303172258,335,0.9729621704695565,20.37341629633241,1,0.8834688346883469,0.524411889939203,42.58771627390798,40.01249804748511,5.0,2.5501367439588574,2.23606797749979,8.0,9.836251939085095,0.3666490925887948,88.38477631085024,0.9731343283582089,262.0276073619632,243.46012269938652,0,92.94439151124712,25.740656218356637,6,4.0,81.96248196248196,25.911140485781083,3,4,4,4,0.0,0.0,nan,0.0,4.0,1,nan,0.0,0,0.0,0.0
1,5,165,231,237,249,226,228,231.2,237.74545454545455,1.4336095146739156,186,0.9188299636079277,14.494292838262302,1,0.7142857142857143,0.6975400133469796,23.58128708788282,20.615528128088304,5.0,2.2270985528092577,2.0,8.412569824852598,9.306440857148955,-7.256203694908959,54.520815280171306,0.8870967741935484,231.2,237.74545454545455,0,144.57833441153153,18.811999176659608,7,5.0,91.86390532544378,20.450379039241163,3,5,5,5,0.0,0.0,1.0,0.0,nan,1,nan,0.0,0,0.0,0.0
1,6,288,595,252,278,235,243,242.89236111111111,260.6770833333333,1.985534467406256,333,0.97025807585277,19.149229459268767,1,0.48403361344537815,0.5036427301643976,39.87843703756968,35.4400902933387,5.0,2.340980066650236,2.23606797749979,9.203157784562164,9.653487033695436,-16.400223882747955,84.76955262170047,0.8648648648648649,242.89236111111111,260.6770833333333,0,46.54257253258714,15.519250628428656,7,6.0,100.0,25.74045273917485,5,6,6,6,0.0,0.0,nan,0.0,6.0,1,nan,0.0,0,0.0,0.0
1,7,130,180,234,266,224,248,228.0076923076923,256.2846153846154,1.3365946591044435,146,0.894893221073396,12.865501965161373,1,0.7222222222222222,0.7481699804711388,19.60132038938082,17.46424919657298,4.0,2.0924502496557045,2.0,7.726752403351792,8.747683510706963,-8.855927772800765,46.72792206135786,0.8904109589041096,228.0076923076923,256.2846153846154,0,96.67123453265309,15.519250628428656,6,3.0,100.0,18.811999176659608,5,7,7,7,0.0,0.0,nan,0.0,7.0,1,nan,0.0,0,0.0,0.0
1,8,357,630,260,309,245,267,252.53781512605042,287.5518207282913,2.1276372078433465,404,0.9756112653105032,21.320096563347295,1,0.5666666666666667,0.47000494083934435,46.33753353007555,41.773197148410844,5.0,2.485887415292797,2.23606797749979,9.659813662799092,10.171342882488739,-9.523853160164638,97.698484809835,0.8836633663366337,252.53781512605042,287.5518207282913,0,69.03133038430175,23.088256656488387,9,3.0,56.79442508710802,28.553218613709085,6,8,8,8,0.0,0.0,nan,0.0,8.0,1,nan,0.0,0,0.0,0.0
1,9,310,748,241,304,219,270,229.45483870967743,287.05806451612904,1.9916600521973007,352,0.9707309844235142,19.867165345562018,1,0.4144385026737968,0.5020937176988357,41.25261625010856,37.12142238654117,5.0,2.3942806991725454,2.23606797749979,8.94427190999916,9.907617397238454,27.021024968198297,88.08326112068522,0.8806818181818182,229.45483870967743,287.05806451612904,0,64.2327417784817,23.088256656488387,8,4.0,56.157205240174676,29.60613410183866,6,9,9,9,0.0,0.0,nan,0.0,9.0,1,nan,0.0,0,0.0,0.0
2,1,230,280,265,204,255,176,260.03913043478263,189.6695652173913,1.5405560427457188,245,0.9473209270354158,17.112717355495807,1,0.8214285714285714,0.6491162750676108,30.797890361654517,27.459060435491963,5.0,2.4180709607134174,2.0,9.0,9.86413019903008,3.435704080745892,66.72792206135786,0.9387755102040817,260.03913043478263,189.6695652173913,0,68.99262294191963,17.680942192985306,2,2.0,51.560926485397786,24.022495380105504,3,1,1,1,11.443852229745348,11.443852229745348,nan,11.443852229745348,2.0,2,1.0,1.0,2,-0.5662912519643442,-11.42983237297014
