TimeStep,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,3
9,3
10,3
11,3
12,3
13,3
14,3
15,4
16,4
17,4
18,4
19,4
20,4
21,5
22,5
23,6
24,8
25,7
26,8
27,9
28,8
29,11
30,11
31,12
32,12
33,17
34,15
35,20
