TimeStep,CellLifeId,Orientation,lable,Center_X,Center_Y,divideFlag,Major_axis,Minor_axis
1,1,-52.64406656606773,2.0,83.22826086956522,24.619565217391305,False,18.67058599628874,6.290010175427591
1,2,11.818194167644592,3.0,188.57777777777775,42.36296296296296,False,26.698250758874376,6.5675014904006375
1,3,84.89942742311332,6.0,314.4812030075188,58.661654135338345,True,26.217297949737866,6.520370872735069
1,4,86.29200621383049,7.0,222.94219653179192,64.39884393063583,False,30.78301597637151,7.305336233809133
1,5,53.71684289113624,8.0,334.5612244897959,67.48979591836735,False,22.81078688244573,5.679737850042717
1,6,70.84334840939046,10.0,337.84444444444443,77.9,False,22.001273311246653,5.483017313183071
1,7,28.105313025045422,11.0,71.42105263157895,100.32163742690058,False,39.88430709322952,6.400062402950982
1,8,59.26349997732584,12.0,115.39880952380952,107.0654761904762,True,35.5099206394054,6.579460491215556
1,9,61.95988998083984,13.0,259.9617486338798,121.78688524590164,True,34.27393447994727,7.00825400712753
1,10,48.06289378703708,14.0,312.19444444444446,154.65972222222223,True,34.6699464679761,5.605902163627687
1,11,48.15969107473733,15.0,299.76404494382024,154.17977528089887,False,20.69387161011659,5.610647934693767
1,12,32.286659790473394,17.0,316.7142857142857,171.41758241758242,False,20.96175058041769,5.774431035432006
1,13,75.26161630989529,19.0,215.6020408163265,179.62244897959184,False,19.458746230677185,6.431085530656393
1,14,-58.66156665135687,20.0,199.6581196581197,188.5299145299145,False,22.58965547015986,6.676463864605706
1,15,67.2896466099645,21.0,389.13698630136986,194.8904109589041,False,26.04832201684616,7.2077336341748675
1,16,-64.17374713525673,23.0,157.2888888888889,202.3111111111111,True,18.63143912066894,6.156024430314924
1,17,53.77494582031321,25.0,406.3712121212121,209.9848484848485,False,22.97855596764134,7.358067265802331
1,18,77.45563029007722,26.0,187.87113402061857,215.4278350515464,True,39.37324831334129,6.701003235957024
1,19,-69.3059264741544,27.0,363.0,253.21,False,40.49741502753387,6.673363176665389
1,20,86.46718431997573,28.0,275.1969696969697,249.96969696969697,False,29.679934712831923,5.818931987337206
1,21,70.0579948507321,30.0,477.574297188755,263.6265060240964,True,52.43204022341805,6.754340368758165
1,22,68.32713400103194,32.0,296.85470085470087,260.53846153846155,False,27.08194594186804,5.733534037864969
1,23,53.81374523859582,33.0,201.6,270.3263157894737,True,19.91272733911624,6.105959048453576
1,24,-82.17063583621054,37.0,241.0718562874252,286.20359281437123,False,34.19023114032462,6.588477010089093
1,25,-74.37973856783786,38.0,360.9244186046512,297.19767441860466,True,35.35381745494522,6.390058548873367
1,26,-57.47254999491325,39.0,407.9383886255925,301.45023696682466,True,36.79844761578904,7.625814241943353
1,27,-30.19335767050491,40.0,17.767195767195766,321.3492063492063,True,47.42720024689884,8.364137295307817
1,28,58.61786706353126,42.0,351.97058823529414,333.0764705882353,False,33.275250287002045,6.835268958012855
1,29,-39.37641778973726,43.0,219.56179775280896,349.1685393258427,False,20.476672765506887,5.625918160258626
1,30,-78.21859336980884,44.0,91.72649572649571,347.43589743589746,False,25.035946710115837,5.969175855924656
1,31,-10.886246325754684,45.0,226.05633802816905,361.8943661971831,False,34.59752985554553,5.346440424861767
1,32,67.2745538731771,48.0,365.8617021276596,365.0212765957447,False,19.85378850450891,6.138732024112255
1,33,-18.471458865423035,49.0,77.18518518518519,389.0,False,44.08885784641766,6.054828981104233
1,34,41.97559317723798,50.0,108.07894736842104,383.1973684210527,True,34.163972853951584,5.776082153107333
1,35,12.78374040539957,51.0,192.27433628318585,405.7699115044248,False,21.055654898615156,6.850311165788567
1,36,82.39748895553393,52.0,201.77981651376143,420.1284403669725,False,19.953598364317475,6.986720918129199
1,37,-60.51239672571166,53.0,411.3333333333333,452.1060606060606,False,24.41822224466916,6.935105860812067
1,38,89.49855005185302,54.0,387.14179104477614,456.5,False,26.272331961365712,6.493020561817908
1,39,-29.807388854292675,56.0,150.0236220472441,474.40944881889766,True,29.581564598420982,5.936969643057939
1,40,-34.29446630849323,57.0,141.20535714285714,473.94642857142856,False,27.437594475507364,5.321173647743958
1,41,64.58948385516672,58.0,406.5970149253731,477.1119402985075,False,25.8154319784673,6.666053700904426
1,42,51.50385577290547,59.0,356.15909090909093,485.719696969697,False,24.628775958982764,6.858137264339428
1,43,29.632300383511232,60.0,130.13636363636363,490.6090909090909,True,24.3143033437812,5.843363829206121
1,44,58.450133996426445,61.0,427.4923076923077,488.6615384615384,False,25.65598524782833,6.520827416362465
1,45,86.25202033692798,62.0,197.0568181818182,487.84090909090907,True,44.89809666559056,6.443794383375413
1,46,25.594515019030137,63.0,370.5161290322581,505.0806451612903,True,23.51923683474725,6.770085102942088
2,1,-58.240563026262265,2.0,86.0,26.61038961038961,True,30.12822883213661,6.589349657270879
2,47,13.241625129414082,3.0,194.6143790849673,42.22875816993464,False,28.18616923809733,6.997417088497191
2,48,-31.608411235117245,64.0,114.2809523809524,64.79523809523809,True,45.0846787174048,6.952208008651152
2,49,-14.872440648471114,6.0,302.0,56.0,False,5.327693424801688,2.9221156196156555
2,50,83.87508006059564,6.0,325.77272727272725,58.82828282828283,False,41.62287909987687,6.303384016382787
2,51,87.01920341657522,7.0,229.10919540229884,63.97701149425287,False,30.55776917160232,7.277777014599186
2,5,79.89735952824395,8.0,341.244094488189,69.33858267716535,False,32.86325903864409,5.25774444361074
2,7,1.6396598092279526,11.0,71.93793103448276,86.97931034482758,False,27.210718274972493,6.834348620541214
2,52,79.0015768172389,10.0,343.82278481012656,77.51898734177215,True,21.37038123725769,5.097884591600234
2,53,61.41992518007294,12.0,114.63333333333334,102.59166666666668,False,22.74642125447107,6.716752530694525
2,54,43.252938811705214,65.0,84.68461538461538,108.86923076923075,False,28.617281720117965,6.165781979990466
2,55,39.67113108313916,12.0,133.53543307086613,116.4015748031496,False,25.594697531307386,6.431663174525959
2,56,59.50284367003362,13.0,255.4191176470588,117.11764705882354,False,24.247134636418203,7.242666615886445
2,57,41.908915467154,13.0,275.74666666666667,126.86666666666666,False,25.68367408207409,7.515157799867307
2,11,39.5356849369582,15.0,297.5119047619048,146.0297619047619,True,35.213400673852405,6.553804545896548
2,58,45.36560545585738,14.0,315.9489361702128,151.9787234042553,False,54.34241553178504,6.123006509168815
2,59,35.66441150442493,14.0,321.78846153846155,170.65384615384616,True,34.305281467291955,6.201874337965767
2,12,35.1659081914091,17.0,310.55,168.68333333333334,False,16.237621598532428,4.763947982338684
2,13,59.23790959699591,19.0,224.98684210526315,181.31578947368425,True,29.052480557486103,6.8084532389342005
2,14,-60.66495402869722,20.0,205.0,189.0058479532164,False,29.94263058720648,7.436260852336013
2,15,69.68561279632279,21.0,402.619512195122,197.75121951219512,False,41.742061966393074,6.564576115898628
2,60,-36.41382265183189,23.0,150.20714285714286,204.82142857142856,False,30.100422199739697,6.194178614113394
2,61,-45.593428445094986,23.0,162.45714285714286,204.7357142857143,True,26.982973579739195,6.822288955403093
2,17,67.60709592119083,25.0,404.21176470588233,207.6705882352941,True,37.06921131420548,6.0882615699528175
2,62,-83.0691291497264,66.0,513.2840909090909,207.625,False,20.27252375850725,5.529409302775326
2,63,-81.07187880355362,26.0,180.3986013986014,209.32167832167832,False,27.64190105357065,6.761180359149412
2,64,-89.40769127697669,26.0,196.15606936416185,216.8728323699422,True,31.425282920061584,7.2102771410897235
2,19,-71.30252205967119,27.0,365.9967637540453,253.54692556634305,False,58.2098325732022,7.364354266979861
2,20,82.41140706895364,28.0,286.82211538461536,249.4375,False,48.07763074171111,6.472689719467716
2,65,26.091117486106292,33.0,192.30172413793105,260.5344827586207,False,25.83055219566497,5.801015134991226
2,22,79.65491590387407,32.0,294.498023715415,259.9328063241107,True,51.86923105201608,9.992521638140351
2,66,81.54302643200674,30.0,477.3164556962025,259.0949367088608,False,31.28294170343016,6.597710025109632
2,67,38.294749765495965,33.0,206.74285714285716,268.1142857142857,False,27.652359534787912,6.522056135947968
2,68,88.32075833389743,30.0,491.4727272727273,268.5151515151515,False,35.614131007244566,6.1205002181371775
2,69,-82.87482147851523,37.0,246.6894409937888,285.7080745341615,False,33.661523794033364,6.272892088000882
2,70,-56.01471167305036,38.0,362.5163934426229,295.8524590163934,False,25.37300688504644,6.26116526835012
2,71,-53.38589406158305,38.0,375.54782608695655,296.8695652173913,False,24.14678768908368,6.205005728777231
2,72,-79.7949153103511,39.0,424.5125,293.95,False,25.925852536663825,7.874494920130557
2,73,-55.71688852998983,39.0,405.6666666666667,308.08484848484846,True,25.93100062979041,8.466293114569861
2,74,-38.82112908380761,40.0,25.08053691275168,312.6442953020134,False,32.81945697395449,5.993566279427016
2,75,-27.169197488117987,68.0,419.46153846153845,307.84615384615387,False,6.163345376791007,2.7307436255784707
2,76,-50.82804797134863,40.0,19.60126582278481,329.373417721519,False,36.08423740312891,5.875374355821514
2,28,49.12682017736822,42.0,360.0145631067961,335.252427184466,True,41.97297701115288,8.95098218903415
2,77,-5.637639526381878,69.0,240.65546218487395,343.94117647058823,False,26.70320831044602,5.751942458546723
2,29,-39.25174106649369,43.0,226.09027777777777,346.59722222222223,False,31.063893321661048,6.162395485540904
2,30,-72.5683595501166,44.0,99.79024390243904,346.62439024390244,True,36.15317327171429,7.356858215421986
2,31,-25.715285700203594,45.0,225.3947368421053,363.5723684210527,True,36.20520918932328,6.024132159702548
2,78,-25.486537155439603,70.0,232.2765957446809,367.9574468085106,False,22.401080887570654,5.387357958238134
2,79,-86.74883774530075,50.0,93.38661710037177,371.457249070632,True,27.1667688822898,24.89575565858874
2,32,-71.23446522407397,48.0,363.3008130081301,367.2113821138211,True,26.77798036946785,5.926086138807673
2,80,37.977224269339615,50.0,117.98333333333332,386.675,False,24.18124895206364,6.374905594637737
2,33,-18.45459283816918,49.0,79.8936170212766,396.8014184397163,False,27.087720103372167,6.917711726514021
2,35,7.064803215524751,51.0,198.25263157894736,401.18947368421055,True,33.33550625363681,7.693540161061312
2,36,-85.46674982003876,52.0,204.07142857142856,421.22527472527474,False,32.14461826335699,7.479291071373256
2,38,-66.01488312141757,54.0,397.6878612716763,453.2369942196532,False,39.037170067418025,5.827993052119278
2,37,-59.92544634848877,53.0,413.6666666666667,454.5535714285714,False,36.51469394604271,6.25612852868464
2,40,-33.92208738517316,57.0,143.05113636363637,464.46590909090907,True,36.995913236068056,6.184009212883372
2,81,-23.781593300276544,56.0,156.30479452054794,469.5616438356165,True,48.93952410262331,13.63237101306301
2,41,54.0028759292739,58.0,404.17514124293785,472.9039548022599,True,36.56213905380548,6.467289922257962
2,44,48.07338466095473,61.0,428.9748743718593,483.8844221105528,False,37.13738257147232,6.943275413007076
2,82,20.126215188188404,60.0,128.04761904761904,481.9285714285714,False,18.81759129258348,5.762717721844316
2,83,-36.97408072407896,56.0,141.77941176470588,481.6617647058824,False,17.6113907013311,4.964039255602081
2,42,56.80767336480817,59.0,367.3048128342246,487.8609625668449,True,37.22559906916028,6.580563606607524
2,84,64.94765061555663,62.0,212.23134328358208,486.8507462686568,False,29.337333724149847,5.89110538221632
2,85,72.43496508204876,62.0,196.88888888888889,489.0888888888889,False,30.197377031962336,5.824757772265148
2,86,51.86927651895877,63.0,365.7471264367816,496.9770114942529,False,17.98474248553815,6.297252781763004
2,87,60.42848662381065,60.0,141.15463917525773,497.7938144329897,True,21.621742480981915,5.8621902849160685
2,88,46.87128654132981,63.0,377.0,507.2247191011236,False,17.286814015863783,6.6399111040005945
3,89,-63.30909395469881,2.0,87.272,22.16,False,26.371228890924517,6.159621967496721
3,90,-56.974130399246654,2.0,90.6124031007752,30.17829457364341,False,26.605468021531596,6.225441849359057
3,91,-63.39124798457606,2.0,63.10948905109489,37.63503649635037,True,30.056805122276742,5.895916962233076
3,92,12.581280559118108,3.0,195.94557823129253,48.156462585034014,False,27.15355311535088,6.895766770273027
3,93,-67.32822039878249,71.0,67.33613445378151,45.42016806722689,True,25.89769413226659,5.972318984987427
3,94,-34.47452175205849,64.0,105.7653429602888,69.2346570397112,False,66.53888577754206,5.953991342236762
3,95,-29.32354434176544,64.0,119.71176470588236,63.94117647058823,True,36.87676242731103,6.327511616764089
3,50,-88.76776593356405,6.0,318.3939393939394,63.43181818181818,True,27.60825127111197,6.165626362031395
3,5,73.73047166135548,8.0,348.1304347826087,68.71014492753623,False,31.31941388698508,5.875485078514047
3,96,86.359264184663,7.0,230.18562874251495,69.8562874251497,False,31.45785510798472,6.857882522578175
3,97,81.31909240199016,10.0,325.921568627451,72.1470588235294,False,22.337462668708543,5.838108697004478
3,98,75.29668084918802,10.0,348.5168539325843,76.59550561797752,False,22.62090026112316,5.075663784636158
3,7,13.216000234532482,11.0,74.44385026737967,99.7433155080214,True,46.35796524142161,5.913384223977592
3,54,14.796929254421896,65.0,83.65945945945946,102.32972972972972,True,47.769305540396495,7.032821445173921
3,99,-44.82446223350798,73.0,99.75625,92.46875,False,32.539949310839475,6.425375385765211
3,53,41.74836695955742,12.0,114.27868852459017,110.14207650273224,True,35.68472732403687,6.69447594306633
3,55,39.67269438224574,12.0,129.953125,116.75520833333331,True,40.41621487184831,6.340529827084092
3,56,43.31777146534925,13.0,261.8888888888889,128.77777777777777,True,41.30760430852422,6.914136466726368
3,100,57.87576232048532,15.0,292.6,130.44,True,42.582698267541474,15.33415169663846
3,57,33.382647746210054,13.0,273.632183908046,128.16091954022988,False,21.829773334965584,5.231138915175668
3,101,27.71316299184372,74.0,286.7352941176471,148.12745098039215,True,23.65618493335608,5.734654308251769
3,102,26.974772555933136,15.0,307.9724770642202,154.74311926605503,False,26.494374737409945,5.3867319355935575
3,103,22.252708357665146,15.0,300.06779661016947,157.59322033898306,False,26.55675065764269,5.759381886382879
3,58,34.64495129887204,14.0,324.7047619047619,164.57619047619048,False,48.42004460005237,5.916268145946702
3,104,34.81134268329954,14.0,322.66315789473686,175.74736842105264,False,20.089546980067077,6.208216981658787
3,12,32.755031266328494,17.0,313.0,176.1851851851852,False,15.874189922155034,4.343823762282016
3,105,57.68938731731806,19.0,228.1338289962825,189.271375464684,True,50.2668606965063,7.862252409453958
3,106,-76.70931407948304,19.0,251.3128205128205,182.1948717948718,False,36.94862694489796,6.923021302471848
3,107,44.81587041070426,14.0,329.1388888888889,186.02777777777777,False,8.70507058433865,5.44780104676545
3,14,-61.58149812477731,20.0,199.63274336283183,198.2964601769912,True,43.92451438898337,9.05989117286428
3,108,-44.802947091180606,23.0,153.81278538812785,208.63470319634703,True,52.18125053759249,7.215612995367903
3,109,-48.31536926754068,23.0,173.74358974358975,201.64102564102564,False,18.73885347955531,5.453588663610692
3,15,-87.60881626405367,21.0,389.22085889570553,199.49079754601223,True,33.24709756374027,6.280428506091679
3,110,59.94706283084569,25.0,420.6954022988506,210.6551724137931,True,35.65486630200689,6.383246404182726
3,62,-88.70864482349407,66.0,507.66013071895424,206.3986928104575,True,31.570610201136077,6.270837170312469
3,111,-89.60495563396876,25.0,388.74305555555554,208.29861111111111,False,29.336826235270618,6.287628202815916
3,112,-40.83362981796384,23.0,156.8048780487805,216.3292682926829,False,21.735841814666045,5.145641878339111
3,113,87.99026396282775,26.0,199.6936936936937,212.5045045045045,False,23.087149792063567,6.233087705679034
3,63,-85.21961739099001,26.0,176.66666666666666,212.8030303030303,False,19.62773539620171,4.402700930659088
3,114,62.53789174302101,25.0,416.0928571428572,217.95714285714288,True,30.201052346489902,6.053377234245926
3,115,-89.5864703861894,75.0,515.1623376623377,214.4025974025974,False,36.47534888496356,5.823275378491744
3,116,89.001182697269,26.0,186.9346153846154,221.7846153846154,True,63.16249424620079,6.394424892911021
3,19,-70.80549373661933,27.0,363.05263157894734,259.98440545808967,True,95.35117602588896,8.89727757962678
3,20,-79.91937164395851,28.0,285.3494623655914,251.8924731182796,False,41.13024427890825,5.997539626056818
3,67,35.14590075448105,33.0,205.34825870646767,269.6467661691542,True,45.997514884215136,5.8516613861769615
3,117,75.43547348408016,32.0,310.4701986754967,260.158940397351,True,35.429260824751694,6.137880580569902
3,65,34.545170819938946,33.0,197.94578313253007,272.6686746987952,True,41.27652142716224,5.7487158329998325
3,118,78.09964673334386,32.0,295.1015228426396,264.76142131979697,False,51.63595789353227,5.431852125006286
3,68,79.50536635499323,30.0,484.4724770642202,266.0091743119266,True,47.473171899790295,6.019089384741641
3,119,77.50079619690008,76.0,282.6764705882353,269.63235294117646,False,19.490362383907392,4.504265078983819
3,120,82.61783673810478,77.0,490.55102040816325,274.7857142857143,False,54.4808719228866,5.767350601822508
3,121,81.83310782326507,78.0,302.48387096774195,273.6290322580645,False,16.547254535434337,4.89717591676418
3,122,79.72648968735032,37.0,272.1801801801802,285.05405405405406,False,24.865574469447527,5.790804338891521
3,123,-81.56814744828355,79.0,513.6458333333334,290.47222222222223,False,34.87748177377105,5.743380488985188
3,124,-83.38959918717877,80.0,247.7329192546584,291.54658385093165,False,34.00911690199746,6.280618496288224
3,71,-58.86058477711104,38.0,368.4948453608248,298.2113402061856,True,42.79464270463302,6.060382661346675
3,125,-59.74367222922996,81.0,376.06,303.56,True,43.62255441732885,5.986446868317097
3,126,-72.19110143408271,39.0,418.02991452991455,301.2478632478632,False,48.41411756268224,6.699842486125166
3,75,-71.75414283220418,68.0,428.9803921568628,306.77450980392155,False,22.057493375657472,5.982019403859203
3,74,-42.83580560059972,40.0,29.00862068965517,314.7155172413793,True,27.662061204525383,5.419996566671205
3,127,-71.9982604212365,39.0,407.2260869565217,314.46086956521737,False,23.465840628247363,6.427439580760492
3,76,-39.219917305866645,40.0,28.482142857142858,327.1428571428572,False,27.91821671172781,5.178124327917344
3,77,1.5842624186944096,69.0,244.1818181818182,346.73205741626793,True,49.29429180254992,5.771814160337687
3,128,48.620260979398445,42.0,355.7703703703704,337.6592592592593,False,25.89215747364902,6.813278431006381
3,29,-31.32680782152999,43.0,231.0608695652174,340.62608695652176,False,26.293027527437676,5.881253438233362
3,129,-4.559991132494235,42.0,369.4469696969697,346.74242424242425,False,26.30544062976045,6.954985189474538
3,130,-26.160826364230296,45.0,232.990099009901,354.0693069306931,False,28.36480970995924,4.687537500648754
3,131,-45.99152750386291,44.0,106.63309352517986,352.2589928057554,False,27.366112694013797,6.707534272863792
3,132,-52.347663275821816,44.0,88.2063492063492,356.8015873015873,False,27.653687057150755,5.881951315546193
3,133,-25.558351706152543,45.0,218.72380952380956,364.8285714285714,True,23.83943873977091,5.68791371126259
3,78,-27.548612432005275,70.0,231.1863354037267,374.6211180124224,True,37.638347109301485,6.025256013206184
3,134,-81.80609150749444,48.0,377.1571428571429,361.4142857142857,False,15.534535494154008,5.746537807827215
3,135,-62.83313197923134,48.0,352.7762237762238,369.27272727272725,True,35.458184927458255,6.060183679749636
3,136,23.01678598344385,50.0,100.21341463414636,379.4756097560976,True,41.15156529000595,5.342483547789769
3,137,20.16907580382378,50.0,93.1220930232558,383.40697674418607,True,39.869077264131775,5.82182712521277
3,138,-69.72438097728705,82.0,365.2234042553192,373.8457446808511,True,45.83924666766759,6.185874988073112
3,80,35.00394947771278,50.0,114.25698324022346,386.5530726256984,True,40.06352173066372,5.945957664523713
3,139,-30.948565686611367,45.0,217.6803278688525,383.3114754098361,False,31.14036312610426,5.154209830089647
3,33,-9.403953994287209,49.0,82.89473684210526,395.4578947368421,True,39.27445978693439,7.36460951201208
3,140,-39.63911460112138,51.0,203.4496124031008,388.4108527131783,False,25.80616370947033,6.511625603815018
3,141,-18.11236651363095,51.0,199.71929824561403,410.4502923976608,True,28.21741485292787,7.817962953432064
3,36,-83.64950963606637,52.0,201.3897763578275,427.62300319488816,False,55.29253340028484,7.767318357337469
3,142,-37.57530216953875,57.0,154.94520547945206,452.78767123287673,False,31.722291752815472,6.008736391601273
3,37,-58.94318922393161,53.0,417.0,450.3188405797101,False,31.1210524751432,5.743167991420209
3,143,-36.54523130170357,56.0,159.59748427672957,460.47798742138366,True,41.449957664576935,5.215393110438149
3,144,-35.61238259514287,56.0,166.20231213872833,464.05202312138726,False,41.64995433705391,6.304819432224591
