ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,78.64912280701755,47.32163742690059,0,1
1,2,1,69.54166666666667,65.82142857142857,0,2
2,1,1,79.14606741573034,48.056179775280896,0,1
2,2,1,70.21965317919076,66.17919075144509,0,2
3,1,1,81.48087431693989,47.36612021857923,0,1
3,2,1,72.20441988950276,65.96685082872928,0,2
4,1,1,81.09944751381215,44.966850828729285,0,1
4,2,1,70.27722772277228,65.27722772277228,0,2
5,1,1,81.07027027027027,46.1945945945946,0,1
5,2,1,73.75233644859813,64.2196261682243,0,2
6,1,1,82.96756756756757,47.15135135135135,0,1
6,2,1,76.15151515151516,64.71861471861472,0,2
7,1,1,83.82051282051282,47.21025641025641,0,1
7,2,1,78.07916666666667,64.02083333333333,0,2
8,1,1,83.68817204301075,47.413978494623656,0,1
8,2,1,78.56153846153846,64.0923076923077,0,2
9,1,1,81.0972972972973,47.07027027027027,0,1
9,2,1,77.42948717948718,62.5224358974359,0,2
10,1,1,81.02808988764045,46.32022471910113,0,1
10,2,1,77.80838323353294,61.43712574850299,0,2
11,1,1,81.53191489361703,46.797872340425535,0,1
11,2,1,79.73463687150839,60.46368715083799,0,2
12,1,1,83.77348066298343,47.950276243093924,0,1
12,2,1,82.35400516795866,60.84754521963824,0,2
13,1,1,84.87078651685393,47.41573033707865,0,1
13,2,1,84.36124401913875,58.801435406698566,0,2
14,1,1,96.96539792387543,47.273356401384085,0,1
14,2,1,84.8688524590164,48.39344262295082,0,2
14,3,1,70.21374045801527,67.9618320610687,0,3
15,1,1,97.64193548387097,45.42580645161291,0,1
15,2,1,85.13812154696133,46.92817679558011,0,2
15,3,1,68.52797202797203,67.1013986013986,0,3
16,1,1,96.6547619047619,49.44047619047619,0,1
16,2,1,87.42631578947369,44.82631578947368,0,2
16,3,1,69.79552715654953,66.56869009584665,0,3
17,1,1,104.04918032786885,43.16393442622951,0,1
17,2,1,89.40760869565217,43.983695652173914,0,2
17,3,1,73.51470588235294,66.18823529411765,0,3
17,4,1,89.44808743169399,62.98360655737705,0,4
18,1,1,106.57560975609756,42.22439024390244,0,1
18,2,1,92.7127659574468,40.78191489361702,0,2
18,3,1,89.62893081761007,53.16352201257862,0,3
18,4,1,90.18686868686869,62.58080808080808,0,4
18,5,1,69.99507389162562,67.73399014778325,0,5
19,1,1,105.2170818505338,43.93594306049822,0,1
19,2,1,89.1930693069307,39.272277227722775,0,2
19,3,1,88.82242990654206,49.68691588785047,0,3
19,4,1,66.61397058823529,62.4889705882353,0,4
19,5,1,84.97348484848484,61.07575757575758,0,5
20,1,1,106.0406779661017,42.51864406779661,0,1
20,2,1,90.05418719211822,37.8423645320197,0,2
20,3,1,88.74074074074075,48.8724279835391,0,3
20,4,1,67.17666666666666,59.78666666666667,0,4
20,5,1,92.85106382978724,55.177304964539005,0,5
20,6,1,75.98701298701299,66.32467532467533,0,6
21,1,1,108.31543624161074,30.93959731543624,0,1
21,2,1,92.96601941747574,38.300970873786405,0,2
21,3,1,91.6328125,49.0078125,0,3
21,4,1,108.06508875739645,52.27218934911242,0,4
21,5,1,69.0448717948718,60.080128205128204,0,5
21,6,1,95.24528301886792,55.81132075471698,0,6
21,7,1,76.1890243902439,68.26219512195122,0,7
22,1,1,109.07185628742515,29.65868263473054,0,1
22,2,1,93.4927536231884,37.806763285024154,0,2
22,3,1,92.82222222222222,48.01111111111111,0,3
22,4,1,69.69321533923303,58.64306784660767,0,4
22,5,1,108.78142076502732,51.595628415300546,0,5
22,6,1,95.72941176470589,55.42941176470588,0,6
22,7,1,74.8342541436464,69.32044198895028,0,7
23,1,1,110.29120879120879,29.576923076923077,0,1
23,2,1,93.18483412322274,37.85308056872038,0,2
23,3,1,92.1624203821656,48.62101910828026,0,3
23,4,1,76.97872340425532,46.02127659574468,0,4
23,5,1,109.27272727272727,51.14141414141414,0,5
23,6,1,95.96296296296296,55.24867724867725,0,6
23,7,1,63.70810810810811,67.89189189189189,0,7
23,8,1,73.27363184079601,71.24875621890547,0,8
24,1,1,112.85950413223141,25.917355371900825,0,1
24,2,1,90.63223140495867,35.99586776859504,0,2
24,3,1,98.51851851851852,38.532407407407405,0,3
24,4,1,76.13414634146342,42.93089430894309,0,4
24,5,1,99.424,47.872,0,5
24,6,1,108.19615384615385,49.21153846153846,0,6
24,7,1,57.72064777327935,63.955465587044536,0,7
24,8,1,74.29910714285714,59.99107142857143,0,8
24,9,1,71.29752066115702,70.56198347107438,0,9
25,1,1,113.4172932330827,27.586466165413533,0,1
25,2,1,90.3089430894309,37.98780487804878,0,2
25,3,1,97.6103896103896,41.16883116883117,0,3
25,4,1,76.29347826086956,44.53260869565217,0,4
25,5,1,108.11678832116789,40.36496350364963,0,5
25,6,1,114.26950354609929,44.94326241134752,0,6
25,7,1,58.5735294117647,60.8014705882353,0,7
25,8,1,94.4140625,54.890625,0,8
25,9,1,100.28472222222223,59.236111111111114,0,9
25,10,1,69.94573643410853,65.44961240310077,0,10
25,11,1,72.68995633187772,72.38864628820961,0,11
26,1,1,113.99298245614035,27.29824561403509,0,1
26,2,1,91.50188679245284,38.630188679245286,0,2
26,3,1,81.73291925465838,37.79503105590062,0,3
26,4,1,98.50763358778626,42.282442748091604,0,4
26,5,1,110.57462686567165,40.507462686567166,0,5
26,6,1,115.66447368421052,46.08552631578947,0,6
26,7,1,59.98989898989899,58.58922558922559,0,7
26,8,1,70.10606060606061,55.82575757575758,0,8
26,9,1,95.734375,54.796875,0,9
26,10,1,99.5125,60.95,0,10
26,11,1,66.57094594594595,69.22972972972973,0,11
26,12,1,73.73728813559322,73.04237288135593,0,12
