ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,105.55974842767296,75.39622641509433,0,1
1,2,1,112.40963855421687,81.5421686746988,0,2
1,3,1,101.73626373626374,91.71428571428571,0,3
2,1,1,106.88095238095238,75.23809523809524,0,1
2,2,1,113.9877300613497,81.22699386503068,0,2
2,3,1,102.84946236559139,91.73655913978494,0,3
3,1,1,109.61111111111111,75.2611111111111,0,1
3,2,1,116.73255813953489,81.1453488372093,0,2
3,3,1,105.23834196891191,91.89637305699482,0,3
4,1,1,85.58011049723757,77.32596685082873,0,1
4,2,1,92.52601156069365,83.11560693641619,0,2
4,3,1,80.76442307692308,94.45673076923077,0,3
5,1,1,90.41884816753927,77.91099476439791,0,1
5,2,1,96.98843930635839,84.23121387283237,0,2
5,3,1,85.34529147982063,95.24663677130044,0,3
6,1,1,95.48878923766816,75.3542600896861,0,1
6,2,1,101.76439790575917,81.91623036649214,0,2
6,3,1,89.21673003802282,93.95437262357414,0,3
7,1,1,97.94170403587444,73.37219730941705,0,1
7,2,1,103.70833333333333,80.2797619047619,0,2
7,3,1,91.39483394833948,92.03321033210332,0,3
8,1,1,96.87603305785125,73.3305785123967,0,1
8,2,1,102.32584269662921,80.64606741573034,0,2
8,3,1,89.71428571428571,92.44557823129252,0,3
9,1,1,104.13061224489796,73.09795918367347,0,1
9,2,1,109.25388601036269,80.58031088082902,0,2
9,3,1,96.82972136222911,92.61300309597523,0,3
10,1,1,105.59426229508196,73.15573770491804,0,1
10,2,1,110.86666666666666,80.32820512820513,0,2
10,3,1,98.0997150997151,92.94871794871794,0,3
11,1,1,105.36544850498339,68.7641196013289,0,1
11,2,1,110.40160642570281,76.40963855421687,0,2
11,3,1,85.76146788990826,83.70642201834862,0,3
11,4,1,105.84834123222748,96.88625592417061,0,4
12,1,1,104.84969325153374,69.84662576687117,0,1
12,2,1,110.43703703703704,76.72592592592592,0,2
12,3,1,83.7265306122449,81.7469387755102,0,3
12,4,1,105.07916666666667,97.27916666666667,0,4
13,1,1,105.69142857142857,70.90285714285714,0,1
13,2,1,111.99652777777777,76.44097222222223,0,2
13,3,1,84.69776119402985,81.46268656716418,0,3
13,4,1,106.98113207547169,98.0,0,4
14,1,1,105.47899159663865,72.48459383753502,0,1
14,2,1,112.76898734177215,76.00632911392405,0,2
14,3,1,84.97945205479452,82.36986301369863,0,3
14,4,1,108.71875,98.22569444444444,0,4
15,1,1,106.7007874015748,73.9737532808399,0,1
15,2,1,114.60174418604652,76.31104651162791,0,2
15,3,1,87.04193548387097,83.81935483870967,0,3
15,4,1,110.80191693290735,99.33865814696486,0,4
16,1,1,119.1213389121339,64.2970711297071,0,1
16,2,1,108.93697478991596,66.73949579831933,0,2
16,3,1,84.34635416666667,86.0234375,0,3
16,4,1,94.23553719008264,87.84710743801652,0,4
16,5,1,105.99521531100478,89.24401913875599,0,5
16,6,1,117.80099502487562,94.94527363184079,0,6
16,7,1,95.71980676328502,108.17874396135265,0,7
17,1,1,120.13385826771653,62.85826771653543,0,1
17,2,1,109.15037593984962,68.59398496240601,0,2
17,3,1,85.02088772845953,85.49608355091384,0,3
17,4,1,95.01498127340824,87.32209737827715,0,4
17,5,1,107.51271186440678,90.17796610169492,0,5
17,6,1,118.59512195121951,94.55121951219512,0,6
17,7,1,94.97424892703863,109.2618025751073,0,7
18,1,1,121.97090909090909,62.730909090909094,0,1
18,2,1,110.16254416961131,70.33922261484099,0,2
18,3,1,86.79063360881543,85.73278236914601,0,3
18,4,1,95.9724409448819,88.59055118110236,0,4
18,5,1,108.60456273764258,92.27376425855513,0,5
18,6,1,120.4375,95.25,0,6
18,7,1,96.90421455938697,110.98467432950191,0,7
19,1,1,121.23841059602648,65.71854304635761,0,1
19,2,1,109.86577181208054,72.27852348993288,0,2
19,3,1,87.71505376344086,84.96774193548387,0,3
19,4,1,96.40213523131672,87.77580071174377,0,4
19,5,1,111.0752688172043,92.68100358422939,0,5
19,6,1,121.43442622950819,94.84016393442623,0,6
19,7,1,99.13559322033899,111.48474576271187,0,7
20,1,1,120.98125,65.9625,0,1
20,2,1,109.28075709779179,72.72870662460568,0,2
20,3,1,87.43169398907104,84.92622950819673,0,3
20,4,1,95.79738562091504,85.93790849673202,0,4
20,5,1,112.26114649681529,91.93630573248407,0,5
20,6,1,121.55805243445693,94.9812734082397,0,6
20,7,1,100.125,111.8201219512195,0,7
21,1,1,118.65284974093264,65.02849740932642,0,1
