CellNumber,AverageVelocity,AverageLength,AverageOrientation
1,-4.02255293681594,60,70.3015956904877
2,-1.53401271400433,48,-81.3497520758677
3,-0.443634277212565,49.2,-14.561930980064
4,-1.21333992471678,70.6666666666667,86.9440099640638
5,0.512929654472461,58.3333333333333,-67.1625767902282
6,-1.36172538746215,57.4,85.697472480214
7,0.322433591631678,50,-6.41443190610387
8,-0.221230681504769,57.75,3.5643236883172
9,-0.00992481754446494,63.5,74.3415479289759
10,-2.84387410731663,53.7142857142857,-59.2633593785268
11,-3.0543672087158,69,74.0773236619068
12,-3.20700409809497,45.1111111111111,-31.122233036553
13,-1.40902893657338,52.2857142857143,76.456972722811
14,1.49984442599785,51,77.9514834842528
15,-0.709851392646107,57.1666666666667,28.1883365533748
16,2.55671760999709,61,-53.8402205168155
17,0.935597509262685,49.6153846153846,-9.03693858448443
18,-1.52050066558714,48.5,3.60865853625207
19,0.384077377872404,57.8,-52.9809054416489
20,-0.788795022281884,52.125,-21.1442278870197
21,-1.06835213530104,53.5714285714286,32.4823753103835
22,0.735827692401904,51.2,75.577663130983
23,-0.419723209340964,50.2,-19.1432512010898
24,-0.873208147541058,48,-10.681199091364
25,0.584380908583171,58.6,-48.033411370286
26,2.46388670434889,53.75,66.7650907976524
27,-1.38418356130364,44.8333333333333,74.0920350731685
28,0.440984638462383,44.1666666666667,48.2364522519268
29,-1.2827570969055,46,49.0977932644201
30,-0.0889887480815484,48.2,-13.6780754475987
31,2.18150872752135,47.8333333333333,-58.0661484430285
32,1.25638900392183,47,40.2527522961582
33,-0.874284141157077,47.25,-36.1523405889418
34,0.301348262234804,43.8,-83.2422375809374
35,-0.190169572785332,47.8571428571429,-43.3810368184532
36,-0.899804274416711,44.8571428571429,-81.7054108170865
37,-0.252837632586561,45.7142857142857,77.2076874174751
38,1.50172047667584,44.8571428571429,2.94081110818303
39,0,39,-77.7160750837973
40,-1.63961693255718,47.4,-81.2104151164938
41,-4.42426359884581,44.2857142857143,51.9117047404798
42,-2.51605824438096,45.1428571428571,29.9149231374505
43,2.83650491608531,50.3333333333333,-52.994742208112
44,1.41950125728454,38.3333333333333,79.6512698631261
45,3.12593901262046,47.8333333333333,49.8320457677193
46,-1.76504198276352,38.4,52.5105998818216
47,-0.999524321007145,35,1.51380140265554
48,-2.13526936829518,48.25,67.0169427616937
49,-0.0213662624697084,45.4,-32.3312604264551
50,0.273803312321085,54,-27.433756539638
51,-2.20475468970533,46.2,-74.6438857362248
52,2.60915629915778,44.8,-73.8585979792967
53,-0.330527792076714,40.8,72.5003040358918
54,-3.22972888311972,34.5,20.1973967613165
55,-1.78790963438493,35.75,20.8011824795406
56,0.378679316836847,40.5,76.2865576481506
57,0.211574556735374,46.3333333333333,82.141233376165
58,0.694026215300577,37.5,81.3343276963942
59,2.0761701157038,34,77.4235569970149
60,0.659766620713308,51,36.3241044119012
61,-1.19144045513033,37,-67.3692377419797
62,-0.509286358854562,35.6666666666667,-68.5508103938976
63,0.968417776565111,33,68.0883945152718
64,2.78976793469861,35.6666666666667,-72.4205383447807
65,-0.476165574480433,37,-80.8184679811668
66,-0.308734411110303,32,68.1520943540471
67,0.748370076288287,34,84.1423523249068
68,1.23013486620242,33,74.1748471744712
69,2.58840435249044,34,-68.6326511238802
70,1.69961323841504,31,-85.0311415815335
71,-0.474279841731535,49,-63.4041079305882
72,2.88869323135471,38.5,-48.6995018552941
73,1.82405885928881,35.5,-52.9467782120527
74,0,33,56.3333442414808
75,0,32,56.4536324605768
76,0,33,-54.6328403132061
77,0,35,-51.7799130970012
78,0,38,83.8469649336586
79,0,34,72.7909265536229
