ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,104.93430656934306,57.07664233576642,0,1
2,1,1,102.1146953405018,52.90681003584229,0,1
3,1,1,98.56129032258065,49.596774193548384,0,1
4,1,1,97.08517350157729,48.65930599369085,0,1
5,1,1,94.40718562874251,50.15269461077844,0,1
6,1,1,93.92351274787535,51.858356940509914,0,1
7,1,1,93.953125,52.104166666666664,0,1
8,1,1,94.10282776349614,53.616966580976865,0,1
9,1,1,94.52413793103449,52.351724137931036,0,1
10,1,1,95.46038543897217,49.565310492505354,0,1
11,1,1,81.57874015748031,47.51574803149607,0,1
11,2,1,111.4296875,54.62890625,0,2
12,1,1,80.79536679536679,45.00772200772201,0,1
12,2,1,111.85555555555555,52.407407407407405,0,2
13,1,1,80.36688311688312,43.31818181818182,0,1
13,2,1,112.46735395189003,51.75257731958763,0,2
14,1,1,82.43081761006289,43.73899371069182,0,1
14,2,1,109.88387096774194,52.303225806451614,0,2
15,1,1,85.08405797101449,42.71304347826087,0,1
15,2,1,108.06916426512969,51.42363112391931,0,2
16,1,1,86.16298342541437,42.75966850828729,0,1
16,2,1,96.32596685082873,51.988950276243095,0,2
16,3,1,118.32386363636364,51.28977272727273,0,3
17,1,1,87.19346733668341,43.06030150753769,0,1
17,2,1,91.72413793103448,52.364532019704434,0,2
17,3,1,116.88333333333334,51.72222222222222,0,3
18,1,1,87.26491646778042,44.03579952267303,0,1
18,2,1,115.79057591623037,52.73298429319372,0,2
18,3,1,89.13636363636364,53.56565656565657,0,3
19,1,1,89.80911062906725,46.240780911062906,0,1
19,2,1,83.53909465020575,54.75308641975309,0,2
19,3,1,113.54245283018868,55.264150943396224,0,3
20,1,1,91.03621730382294,49.46680080482897,0,1
20,2,1,82.1796875,57.90625,0,2
20,3,1,113.51754385964912,58.48245614035088,0,3
21,1,1,73.24313725490197,47.5843137254902,0,1
21,2,1,108.93140794223827,50.35379061371841,0,2
21,3,1,76.84587813620071,56.64874551971326,0,3
21,4,1,112.59765625,58.31640625,0,4
22,1,1,73.56410256410257,49.65567765567766,0,1
22,2,1,110.10238907849829,52.22184300341297,0,2
22,3,1,75.64965986394557,58.302721088435376,0,3
22,4,1,112.98884758364312,60.18959107806691,0,4
23,1,1,71.9967637540453,50.87378640776699,0,1
23,2,1,72.98511904761905,59.36309523809524,0,2
23,3,1,113.95166163141994,54.685800604229605,0,3
23,4,1,104.07086614173228,61.69291338582677,0,4
23,5,1,123.08441558441558,63.298701298701296,0,5
24,1,1,70.70662460567823,51.69716088328076,0,1
24,2,1,60.45,56.67777777777778,0,2
24,3,1,114.52325581395348,56.133720930232556,0,3
24,4,1,82.89142857142858,63.38857142857143,0,4
24,5,1,103.796992481203,62.81203007518797,0,5
24,6,1,123.85207100591715,64.7810650887574,0,6
25,1,1,58.740196078431374,46.05392156862745,0,1
25,2,1,56.89340101522843,54.263959390862944,0,2
25,3,1,117.48843187660668,55.79948586118252,0,3
25,4,1,80.69047619047619,54.49404761904762,0,4
25,5,1,104.925,61.6625,0,5
25,6,1,81.54228855721394,62.55223880597015,0,6
25,7,1,126.95628415300547,65.0,0,7
26,1,1,56.68181818181818,41.66818181818182,0,1
26,2,1,54.78846153846154,49.96634615384615,0,2
26,3,1,118.00238663484487,52.68973747016707,0,3
26,4,1,79.58579881656804,51.124260355029584,0,4
26,5,1,80.54460093896714,58.91079812206573,0,5
26,6,1,104.07142857142857,58.57738095238095,0,6
26,7,1,127.36040609137056,62.15228426395939,0,7
27,1,1,54.7489539748954,40.0418410041841,0,1
27,2,1,53.52991452991453,48.92307692307692,0,2
27,3,1,106.23552123552123,48.37837837837838,0,3
27,4,1,79.60606060606061,50.97979797979798,0,4
27,5,1,135.73853211009174,57.76146788990825,0,5
27,6,1,82.91322314049587,58.00826446280992,0,6
