ImageNumber,ObjectNumber,Orientation,lable,divideFlag
5,5,-14.760829769405172,4.0,False
5,6,11.39923550784123,5.0,False
5,7,16.13971823671374,6.0,False
5,8,-33.04022006894106,7.0,False
5,9,59.06275710307148,8.0,False
5,10,79.40986789870884,9.0,False
5,11,57.91489575845039,10.0,False
5,12,-77.66137738500167,12.0,False
5,13,86.26346688196237,13.0,False
6,1,62.84385853943318,1.0,False
6,2,53.55486662469334,1.0,False
6,3,84.95296009062258,2.0,False
6,4,-59.23066590819175,3.0,False
6,5,-12.645999919535788,4.0,False
6,6,-13.992217871191489,4.0,False
6,7,13.879899248263392,5.0,False
6,8,16.26218603317855,6.0,False
6,9,-33.60612299019542,7.0,False
6,10,59.17256041686034,8.0,False
6,11,78.96439794100691,9.0,False
6,12,58.27587226719263,10.0,False
6,13,-77.69006187309118,12.0,False
6,14,86.7878438881055,13.0,False
7,1,63.86463424554388,1.0,False
7,2,85.01194464965562,2.0,False
7,3,-59.880509987771006,3.0,False
7,4,-11.760776253814212,4.0,False
7,5,15.033070452134965,5.0,False
7,6,16.999899910221483,6.0,False
7,7,-32.1737055795334,7.0,False
7,8,59.17256041686034,8.0,False
7,9,79.39570483468479,9.0,False
7,10,58.20275576685725,10.0,False
7,11,-77.57307362301742,12.0,False
7,12,87.65955996678721,13.0,False
8,1,64.30289427686051,1.0,False
8,2,85.17832224716848,2.0,False
8,3,-59.58128148677603,3.0,False
8,4,-12.03226828494036,4.0,False
8,5,16.91890933732191,5.0,False
8,6,18.118172631780386,6.0,False
8,7,-31.746560907156656,7.0,False
8,8,59.39424497875353,8.0,False
8,9,81.23695362190733,9.0,False
8,10,58.42537441626809,10.0,False
8,11,-77.82029714717783,12.0,False
8,12,87.63625883180849,13.0,False
9,1,64.74762048519257,1.0,False
9,2,84.9960722241596,2.0,False
9,3,-59.19508563117548,3.0,False
9,4,-12.639906287687246,4.0,False
9,5,17.892924133802342,5.0,False
9,6,18.765804018684083,6.0,True
9,7,-31.399652780173216,7.0,False
9,8,59.47611119341497,8.0,False
9,9,81.14753320801098,9.0,False
9,10,59.426439100689,10.0,False
9,11,-77.88073616856892,12.0,False
9,12,88.76584598548715,13.0,False
