ImageNumber,ObjectNumber,Orientation,lable,divideFlag
47,2,-62.69689025535487,1.0,False
47,3,-64.37263617146331,1.0,False
47,4,78.45712124676878,1.0,False
47,5,-60.177338953320245,3.0,False
47,6,-36.065249820794016,4.0,False
47,7,-32.288312501198426,4.0,False
47,8,40.006389175258185,5.0,False
47,9,20.67638006920244,5.0,False
47,10,28.267001303290144,6.0,True
47,11,24.30310690460892,5.0,False
47,12,-18.792684412799147,7.0,False
47,13,80.6991000191053,8.0,True
47,14,49.13520758502913,9.0,False
47,15,51.75533277487223,9.0,False
47,16,-67.80343973180638,10.0,False
47,17,84.77397026818565,10.0,False
47,18,70.42864781545948,12.0,False
47,19,88.90813325996913,12.0,False
47,20,34.60394138148246,13.0,False
47,21,87.79996862870206,13.0,False
48,1,-62.15307747075217,1.0,False
48,2,66.22339527661698,1.0,False
48,3,-63.73775741521295,1.0,False
48,4,78.39267703119503,1.0,False
48,5,-60.0025570457704,3.0,False
48,6,-34.20767137881773,4.0,False
48,7,-33.313060336205325,4.0,False
48,8,41.48185090778162,5.0,True
48,9,21.46546374285603,6.0,False
48,10,-18.53750849944292,7.0,False
48,11,25.3529893559392,5.0,False
48,12,34.829005705259874,6.0,False
48,13,62.4909822918063,8.0,False
48,14,-77.55312024056975,8.0,False
48,15,48.71078558182452,9.0,False
48,16,52.15509592898128,9.0,False
48,17,-70.13892525911625,10.0,False
48,18,85.63329531934552,10.0,False
48,19,70.69827000652266,12.0,False
48,20,89.08798877672109,12.0,False
48,21,35.006776429401455,13.0,False
48,22,87.83385793326009,13.0,False
49,1,65.68142135529699,1.0,False
49,2,-62.437762126051936,1.0,False
49,3,-63.40350538496796,1.0,False
49,4,79.03483902561923,1.0,False
49,5,-60.13091899212039,3.0,False
49,6,-34.0873376315362,4.0,False
49,7,-34.307371746722794,4.0,False
49,8,44.5199795907926,5.0,False
49,9,44.25141875918938,5.0,False
49,10,21.39858421103469,6.0,False
49,11,-18.242663994644246,7.0,False
49,12,27.076328915357934,5.0,False
49,13,35.10739116609355,6.0,False
49,14,82.0460946673933,8.0,False
49,15,48.71193283720098,9.0,False
49,16,51.82558951509588,9.0,False
49,17,-71.95589829108596,10.0,False
49,18,86.4883004763606,10.0,False
49,19,70.4874608029824,12.0,False
49,20,88.29109743698686,12.0,False
49,21,34.80813791026583,13.0,False
49,22,87.69104578001868,13.0,False
50,1,65.53701824309398,1.0,False
50,2,-62.53895077064363,1.0,False
50,3,-61.92662350335546,1.0,False
50,4,80.45095569729968,1.0,False
50,5,-59.96176213587973,3.0,False
50,6,-34.66232718063814,4.0,False
50,7,-33.52939310014445,4.0,False
50,8,43.32630045192733,5.0,False
50,9,38.12382610766135,5.0,False
50,10,21.597420682160365,6.0,False
50,11,-17.172936662798488,7.0,False
50,12,27.320343674613227,5.0,False
50,13,36.20229554971772,6.0,False
50,14,82.41412284892154,8.0,False
50,15,49.96995172272302,9.0,False
50,16,50.869240687612894,9.0,False
50,17,-72.51725124611137,10.0,False
50,18,86.93903672010467,10.0,False
50,19,71.02516238216226,12.0,False
50,20,87.27879913933614,12.0,False
50,21,34.974483717989045,13.0,False
50,22,87.19953294641135,13.0,False
51,1,-62.41773117257451,1.0,False
51,2,65.46705799171222,1.0,False
51,3,-61.59544297858314,1.0,False
51,4,82.65150584657275,1.0,False
51,5,-60.305410165601096,3.0,False
51,6,-33.90573797473697,4.0,False
51,7,-34.32684548882877,4.0,False
51,8,41.681761314220296,5.0,False
51,9,19.80045758701121,5.0,False
51,10,23.785873168217044,6.0,False
51,11,-16.746097301512766,7.0,False
51,12,29.5384045026644,5.0,False
51,13,36.044596948464296,6.0,False
51,14,82.45054006224268,8.0,False
51,15,49.90040454859359,9.0,False
51,16,50.54450018161557,9.0,False
51,17,-74.32504057247232,10.0,False
51,18,87.82994997838081,10.0,False
51,19,71.05587675547211,12.0,False
51,20,87.80874514332201,12.0,False
51,21,36.01711525761612,13.0,False
51,22,87.33008475123982,13.0,False
52,1,-64.03450664582641,1.0,False
52,2,64.75125836005543,1.0,False
52,3,-62.202012393055405,1.0,False
52,4,83.15763229785475,1.0,False
52,5,-60.640275702994174,3.0,False
52,6,-33.83513940981402,4.0,False
52,7,-34.23362298548255,4.0,False
52,8,37.93481221663423,5.0,True
52,9,24.658675244955457,6.0,False
52,10,-16.551706754163778,7.0,True
52,11,30.01094511943768,5.0,False
52,12,35.84380235744331,6.0,False
52,13,82.77296331640954,8.0,False
52,14,49.76474987221872,9.0,False
52,15,51.45170409825734,9.0,False
52,16,-75.195423600977,10.0,False
52,17,88.29211507766996,10.0,False
52,18,71.19501231602223,12.0,False
52,19,87.95727152667529,12.0,False
52,20,34.63629659295971,13.0,False
52,21,87.2287583162821,13.0,False
53,1,68.08510957736515,1.0,True
53,2,88.30668812209761,1.0,True
53,3,71.17006100981934,1.0,False
53,4,85.49994702089394,1.0,False
53,6,-60.67943989307861,3.0,False
53,7,-33.78321677876871,4.0,False
53,8,-34.13924881926136,4.0,False
53,9,40.38857753627771,5.0,False
53,10,28.87366197007734,6.0,False
53,11,19.16450796019368,5.0,False
53,12,-9.404129060894082,7.0,False
53,13,27.66904261988197,5.0,False
53,14,37.48629197709976,6.0,False
53,15,-27.14472430700101,7.0,False
53,16,83.05894504163345,8.0,False
53,17,49.832908830821175,9.0,False
53,18,51.49967955523104,9.0,False
53,19,-76.16044112435908,10.0,False
53,20,88.87541101192151,10.0,False
53,21,71.1208632706039,12.0,False
53,22,87.98402572676885,12.0,False
53,23,34.3906118766393,13.0,False
53,24,86.84303782025223,13.0,False
54,1,68.55590613352216,1.0,False
54,2,87.71276583274587,1.0,False
54,3,84.13831720402297,1.0,False
54,4,69.69911298676408,1.0,False
54,5,72.73851853662295,1.0,False
54,6,82.73416841768994,1.0,False
54,7,-60.48554736141968,3.0,False
54,8,-32.91863544061344,4.0,False
54,9,-35.10659324534238,4.0,False
54,10,36.36428266567886,5.0,False
54,11,30.64663225103718,6.0,False
54,12,-3.466292859534179,7.0,False
54,13,27.97266558105878,5.0,False
54,14,37.3709197097094,6.0,False
54,15,-28.598604865313607,7.0,False
54,16,82.67908259468267,8.0,False
54,17,50.20171236987732,9.0,False
54,18,51.45678996727553,9.0,False
54,19,-76.89033525287424,10.0,False
54,20,89.26454049779711,10.0,True
54,21,70.88770185909655,12.0,False
54,22,88.04511762800738,12.0,False
54,23,31.79347995044678,13.0,False
54,24,86.4636231711694,13.0,False
55,1,68.96583259206776,1.0,False
55,2,87.61205922729346,1.0,False
55,3,89.30236772192274,1.0,False
55,4,69.03359792753716,1.0,False
55,5,81.20359729872334,1.0,False
55,6,-60.70935105785558,3.0,True
55,7,-33.19600379800637,4.0,False
55,8,-34.629981194027145,4.0,False
55,9,36.23970115995424,5.0,False
55,10,30.42843475461293,6.0,False
55,11,0.4465439969640535,7.0,False
55,12,28.4858683836072,5.0,False
55,13,37.22860179669689,6.0,False
55,14,-27.119351278785768,7.0,False
55,15,83.40372138834029,8.0,False
55,16,50.44125179733615,9.0,False
55,17,51.28996113679132,9.0,False
55,18,-77.87089968854514,10.0,False
55,19,80.1815759608666,10.0,False
55,20,-87.67508012523994,10.0,False
55,21,70.66792002225039,12.0,True
55,22,88.6995812911173,12.0,True
55,23,31.79227698775844,13.0,False
55,24,86.49352216755824,13.0,False
56,1,68.69662439046259,1.0,False
56,2,87.11695018547371,1.0,False
56,3,81.55283057071227,1.0,False
56,4,68.57754845978057,1.0,False
56,5,78.77230044419164,1.0,False
56,6,-78.62784977481881,3.0,False
56,7,-32.85891827759425,4.0,False
56,8,-81.2945404159556,3.0,False
56,9,-34.68864157325741,4.0,False
56,10,36.52873276419007,5.0,False
56,11,31.03104370303885,6.0,False
56,12,2.3033065206633068,7.0,False
56,13,29.1723421724524,5.0,False
56,14,37.09637725435277,6.0,True
56,15,-27.766497673983128,7.0,False
56,16,84.55908566885455,8.0,False
56,17,50.2571642017468,9.0,False
56,18,49.73414578715492,9.0,False
56,19,-78.46213514548532,10.0,False
56,20,80.67134446834288,10.0,False
56,21,-86.55423677789565,10.0,False
56,22,74.41685054842131,12.0,False
56,23,57.73795150885088,12.0,False
56,24,-82.94930081637582,12.0,False
56,25,82.74694031896877,12.0,False
56,26,28.752964825837303,13.0,False
56,27,86.88026567550727,13.0,False
57,1,68.21083044335722,1.0,True
57,2,88.54491349087311,1.0,False
57,3,68.2522716703157,1.0,False
57,4,77.49525454600973,1.0,False
57,5,89.05187462719721,3.0,False
57,6,-32.87570359485802,4.0,False
57,7,-83.54306652524154,3.0,False
57,8,-35.442585218690034,4.0,False
57,9,36.71819557052627,5.0,False
57,10,30.913828395980307,6.0,False
57,11,3.256858074342896,7.0,False
57,12,29.594103523800783,5.0,False
57,13,34.55707994262217,6.0,False
57,14,-26.079722222146096,7.0,False
57,15,38.034102549985306,6.0,False
57,16,84.61660453135273,8.0,False
57,17,50.20152553569507,9.0,False
57,18,49.51309061133394,9.0,False
57,19,-79.16490853180527,10.0,False
57,20,-87.24848257645228,10.0,False
57,21,76.48483511341956,12.0,False
57,22,55.07793246745421,12.0,True
57,23,-79.45329861706166,12.0,False
57,24,80.8762790194045,12.0,False
57,25,26.54221242404614,13.0,False
57,26,86.50848177004349,13.0,False
58,1,62.750107590697446,1.0,False
58,2,89.32575050841271,1.0,False
58,3,67.72857736967171,1.0,False
58,4,67.2928394889104,1.0,False
58,5,77.2848091444017,1.0,False
58,6,89.92654604560835,3.0,False
58,7,-32.36975113505004,4.0,False
58,8,-85.20013233473556,3.0,False
58,9,-35.133354671357864,4.0,False
58,10,36.83140315343986,5.0,False
58,11,31.33426708223041,6.0,False
58,12,4.220382517436993,7.0,False
58,13,29.373724925439525,5.0,False
58,14,34.72407922411341,6.0,False
58,15,-26.071517075191675,7.0,False
58,16,40.48911199690449,6.0,False
58,17,85.01515473306777,8.0,False
58,18,50.885851702835616,9.0,False
58,19,49.51623953069852,9.0,False
58,20,-80.36560753637218,10.0,False
58,21,-87.12869712248937,10.0,False
58,22,79.62263946517146,12.0,False
58,23,55.85538575351866,12.0,False
58,24,-77.38328326863366,12.0,False
58,25,78.22022108323144,12.0,False
58,26,44.550164333480986,12.0,False
58,27,22.25926902002218,13.0,False
58,28,85.26456525720496,13.0,False
59,1,61.0681837330157,1.0,False
59,2,-89.88397643823278,1.0,False
59,3,68.04901117744735,1.0,False
59,4,67.4323984447434,1.0,False
59,5,76.18395054146949,1.0,False
59,6,89.39423350011936,3.0,False
59,7,-32.39801521737131,4.0,False
59,8,-84.35570733050903,3.0,False
59,9,-35.16372535572007,4.0,False
59,10,36.84656195983673,5.0,False
59,11,31.543929560117032,6.0,False
59,12,5.1128277447206045,7.0,False
59,13,30.00760526487392,5.0,False
59,14,36.75552189820123,6.0,False
59,15,-26.56694742893454,7.0,False
59,16,84.84139144869054,8.0,False
59,17,51.05669345776695,9.0,False
59,18,50.01691570531795,9.0,False
59,19,-80.96407816872289,10.0,False
59,20,-86.45871382169821,10.0,False
59,21,81.70074166355315,12.0,False
59,22,46.35836380783869,12.0,False
59,23,-69.74881005452218,12.0,False
59,24,82.8735280940348,12.0,False
59,25,18.2933645419307,13.0,False
59,26,84.41978247352158,13.0,False
60,1,58.886689913071855,1.0,False
60,2,-89.32829505601993,1.0,False
60,3,68.43524054735663,1.0,False
60,4,66.48646966337806,1.0,False
60,5,75.20579461565093,1.0,False
60,6,-89.87159174420546,3.0,False
60,7,-32.42220174776014,4.0,False
60,8,-84.42241275426989,3.0,False
60,9,-35.08939591288997,4.0,False
60,10,36.93045403929518,5.0,False
60,11,31.680895750050134,6.0,False
60,12,4.723472231932442,7.0,False
60,13,29.5745309694069,5.0,False
60,14,36.070371291538194,6.0,False
60,15,-27.07053767533042,7.0,False
60,16,84.93553284229405,8.0,False
60,17,51.71893993221536,9.0,False
60,18,50.21993625885839,9.0,False
60,19,-81.5954834117531,10.0,False
60,20,-86.77911396424768,10.0,False
60,21,85.87245709325481,12.0,False
60,22,45.48421067882449,12.0,False
60,23,-68.74983038130027,12.0,False
60,24,81.82581911642616,12.0,False
60,25,17.534325365639173,13.0,False
60,26,83.67936362952801,13.0,False
