TimeStep,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,3
17,3
18,3
19,3
20,5
21,5
22,7
23,7
24,6
25,5
26,6
27,6
28,6
29,10
30,7
31,7
32,5
33,8
34,6
35,9
36,17
37,18
38,18
39,21
