TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,3.006064918347879,1.0,123.2738265991211,111.50811767578125,30.400470733642578,8.286943435668945,0.0,,,,
1.0,1.0,2.819842047543543,2.0,212.9500274658203,128.85000610351562,27.828041076660156,7.273237705230713,0.0,,,,
2.0,2.0,2.9927026407364608,3.0,123.20537567138672,108.36920166015625,30.558135986328125,8.010384559631348,0.0,,,,
2.0,3.0,2.78282197786257,4.0,212.35617065429688,125.6164321899414,29.49437141418457,7.490633487701416,0.0,,,,
3.0,4.0,3.0244838730790846,5.0,123.09896850585938,98.84130096435547,32.48186492919922,7.7699432373046875,0.0,64.0,15.0,0.001,-0.54
3.0,5.0,2.774418772516988,6.0,213.02577209472656,116.06700897216797,31.59015464782715,7.466763973236084,0.0,,,,
4.0,4.0,3.0221637271374076,5.0,122.1963882446289,95.6364517211914,32.48693084716797,8.37987995147705,0.0,64.0,15.0,0.628,-0.927
4.0,6.0,2.8023000717593,7.0,211.97230529785156,112.92153930664062,32.28355026245117,7.488452434539795,0.0,,,,
5.0,4.0,3.00452641018614,5.0,120.70071411132812,89.955078125,35.62820816040039,8.164085388183594,0.0,64.0,15.0,0.205,-0.042
5.0,7.0,2.770701399109401,8.0,210.41555786132812,107.7828598022461,33.966392517089844,7.352481365203857,0.0,,,,
6.0,4.0,2.981679550668514,5.0,120.27130126953125,90.18205261230469,36.65530776977539,7.834234714508057,0.0,64.0,15.0,0.988,-0.532
6.0,8.0,2.7776136337187016,9.0,210.48416137695312,107.95841979980469,35.82202911376953,7.5649003982543945,0.0,,,,
7.0,4.0,2.9718144030425333,5.0,119.81167602539062,86.31800079345703,41.593257904052734,8.617154121398926,0.0,64.0,15.0,-0.168,-0.055
7.0,9.0,2.7532739392520313,10.0,209.47610473632812,104.44158935546875,38.83090591430664,7.909220218658447,0.0,,,,
8.0,4.0,2.986596012356909,5.0,120.33129119873047,85.1201171875,40.755496978759766,9.23173713684082,0.0,64.0,15.0,0.562,-0.137
