TimeStep,CellLifeId,label,Orientation,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2
1,1,1,1.20450054139723,124.136363636364,94.6993939393939,29.762750296006,8.7380408720559,0,0,0
2,1,1,1.21870926596848,125.041401273885,94.0993630573248,32.4972923016313,7.96261742668595,0,0,0
3,1,1,1.21649474827442,127.517220902613,93.958432304038,34.3127271160902,8.15039730270626,0,0,0
4,2,2,1.21054594057354,103.351952277657,96.146420824295,34.8025211953995,8.68543746019228,0,7,6
5,2,2,1.2144514321147,108.304852320675,96.7278481012658,36.4298525428134,8.43613693965589,0,7,6
6,2,2,1.1185135068525,115.217821782178,103.60198019802,18.9151024757322,8.01028555386412,0,7,6
6,3,3,1.29183541926519,109.174226804124,86.3752577319588,18.3442783289801,7.9613026669737,0,0,0
7,2,2,1.09182658760356,117.576923076923,101.804029304029,20.2596432180752,8.25863962361429,0,7,6
7,3,3,1.33770033502768,111.162055335968,84.0405138339921,18.371608387128,8.2187783253302,0,0,0
8,2,2,1.00158441336279,116.112244897959,102.5426716141,20.6669838494685,8.07440850360647,0,7,6
8,3,3,1.39086117340638,109.399617590822,84.2007648183556,20.0689804587205,7.82007901661421,0,0,0
9,2,2,0.863806070660832,123.393822393822,103.094594594595,21.443480237095,7.64532896333835,0,7,6
9,3,3,1.46436012105797,116.631810193322,84.1186291739895,21.572679245096,8.09456920934903,0,0,0
10,2,2,0.680077015760066,125.098290598291,102.780341880342,19.3876391654474,9.10421294861669,0,7,6
10,3,3,-1.51758173630731,117.8367003367,83.8299663299663,21.9785237873697,8.26490383438512,0,0,0
11,2,2,0.354657400845106,123.162225705329,99.8181818181818,24.2570002305175,8.0130536432786,0,7,6
11,3,3,-1.19514819160411,116.860501567398,81.5438871473354,26.9969045198048,7.49158369129729,0,0,0
12,2,2,0.162457363609222,122.715743440233,100.016763848397,25.3742882450971,8.37183504221234,0,7,6
12,3,3,-1.16161262786442,117.33547008547,81.4408831908832,27.378748244164,8.03460040516353,0,0,0
13,2,2,-0.00699425549811935,123.173426573427,99.8174825174825,27.5626842857991,8.09445500056535,0,7,6
13,3,3,-1.17339836806073,118.933287482806,81.4594222833563,28.864122758444,7.9224364276412,0,0,0
14,2,2,-0.0601775046778627,123.455570291777,100.519230769231,29.4590838714029,8.04502215911923,0,7,6
14,3,3,-1.15323883552688,119.50796812749,82.1673306772908,30.3514054362719,7.88168635039469,0,0,0
15,2,2,-0.111780083634975,125.310366624526,100.230720606827,30.1103605440632,8.33551179907017,0,7,6
15,3,3,-1.11466143089559,121.563725490196,81.9001225490196,32.8817681936192,7.90302069129954,0,0,0
16,2,2,-0.311970491391189,123.744237102086,98.3847420417124,34.2210682396943,8.81110121730078,0,7,6
16,3,3,-0.950399847075628,120.599898063201,80.7018348623853,41.1266815950569,7.8046757606291,0,0,0
17,2,2,-0.465352444201011,125.05866807611,97.6284355179704,37.0492445686789,8.57972018514244,0,7,6
17,3,3,-0.916554430903188,121.042100283822,81.6622516556291,46.2363467131076,7.630487669302,0,0,0
18,2,2,-0.570980974574778,127.474120082816,97.7608695652174,39.9848007017462,8.09761680675402,0,7,6
18,3,3,-0.912499251616114,121.992673992674,83.9757326007326,50.5522787438794,7.3187223607983,0,0,0
19,2,2,-0.621491679307059,128.571358748778,97.3426197458456,43.868514003437,7.83773081486409,0,7,6
19,3,3,-0.908532397960013,122.588841201717,84.0648068669528,54.0689771665133,7.44235038600554,0,0,0
20,2,2,-0.675516498740807,128.156077348066,97.5313075506446,46.904872076958,7.8983237574293,0,7,6
20,3,3,-0.898875843601837,122.189975747777,84.8977364591754,59.4675375129289,7.38530731660841,0,0,0
21,2,2,-0.777504958480857,126.392965204236,95.1758698940998,58.8510542812795,7.94053464541494,0,7,6
21,3,3,-0.882945115990875,128.906565656566,72.5309343434343,33.0264208906844,7.58430153772334,0,0,0
21,4,4,-0.821765723908294,109.218796992481,97.6834586466165,34.2319813474725,6.37479432290246,0,14,13
22,2,2,-0.79156341912728,126.855077574048,93.4047954866008,63.9486877746827,7.99602547703458,0,7,6
22,3,3,-0.830767064538114,130.153981264637,70.7131147540984,36.9136488482139,7.53117099098773,0,0,0
22,4,4,-0.821188517880964,108.402624309392,97.5511049723757,37.5704049410767,6.38958399217312,0,14,13
23,2,2,-0.798416689989719,128.333996023857,92.5503644797879,68.985392732965,8.08819583065585,0,7,6
23,3,3,-0.766060878819711,133.287362637363,69.0538461538462,38.9650809567617,7.70714866600441,0,0,0
23,4,4,-0.837913425757086,109.409722222222,97.2733585858586,41.3328731985982,6.3854603600215,0,14,13
24,2,2,-0.787948451037633,131.445155393053,92.5959780621572,74.2001369584221,8.10695669414391,0,7,6
24,3,3,-0.72216960898851,136.970202020202,68.9717171717172,41.6776724139495,8.0671301600142,0,0,0
24,4,4,-0.81453466406694,110.712121212121,98.8910256410256,45.8611688553873,6.4012269267096,0,14,13
25,2,2,-0.776571332932057,133.129404968226,91.2605430387059,77.5450530695891,8.34676960095694,0,7,6
25,3,3,-0.6924316972347,139.58635097493,67.125348189415,45.0868670915655,8.46284563382493,0,0,0
25,4,4,-0.807117541470968,110.726254002134,99.2139807897545,49.7528263518101,6.55525307183031,0,14,13
26,2,2,-0.755867045548976,133.83702677747,90.2174515235457,88.0858987493689,10.0801215942209,0,7,6
26,3,3,-0.871465671793791,134.942404006678,69.8063439065108,26.6221351657751,7.0225616355199,0,0,0
26,4,4,-0.775084317281494,109,100.239149305556,63.055276913703,6.40013368542237,0,14,13
26,5,5,-0.45768034402524,156.031525851198,53.9186633039092,32.6160942292276,7.63669900005455,0,0,0
27,3,3,-0.793910341629167,135.973413379074,68.4322469982847,28.9498775292045,6.34945573431008,0,0,0
27,4,4,-0.795397594147679,107.741459627329,100.716226708075,66.3530591176083,7.0113839064955,0,14,13
27,5,5,-0.47571683522449,159.868385345997,50.9796472184532,34.667368331215,7.20551327084623,0,0,0
27,6,2,-0.753287346056567,116.673478655767,106.733424159855,52.1051085964784,7.80040885716004,2,17,15
27,7,2,-0.686413959190419,148.746197718631,72.1563688212928,51.1040717806059,7.03856951687703,2,0,0
28,3,3,-0.744773232621072,139.162267080745,65.9371118012422,32.5584830894295,6.36351397418472,0,0,0
28,4,4,-0.794596750355931,108.778606965174,100.522032693674,68.0105059548105,7.53028980366759,0,14,13
28,5,5,-0.412618928104066,166.090850515464,48.6932989690722,37.9653263036863,6.82578392470617,0,0,0
28,6,2,-0.747456208469581,116.731361426256,107.699351701783,56.8074171282456,8.02688835793503,2,17,15
28,7,2,-0.677297942058762,151.451699463327,70.4078711985689,55.859058424327,7.12784531141818,2,0,0
29,3,3,-0.754747484128126,142.016973125884,66.9964639321075,36.6164883926527,6.32779864168879,0,0,0
29,4,4,-0.75530210364368,108.241007194245,104.195225637672,68.5200600524889,8.66136731279602,0,14,13
29,5,5,-0.381760125020644,171.136200716846,48.6583034647551,41.635014668933,6.81161438016697,0,0,0
29,6,2,-0.728760191269684,117.470436067997,110.29526977088,59.5990622908487,8.77085640429047,2,17,15
