lable,NumberOfDivision
1.0,NaN
2.0,NaN
3.0,NaN
4.0,NaN
5.0,NaN
6.0,NaN
7.0,3.0
8.0,NaN
9.0,NaN
10.0,NaN
11.0,NaN
12.0,NaN
13.0,NaN
14.0,NaN
15.0,NaN
16.0,NaN
17.0,NaN
18.0,NaN
19.0,NaN
20.0,NaN
21.0,NaN
22.0,NaN
23.0,NaN
24.0,NaN
25.0,NaN
26.0,NaN
27.0,NaN
28.0,NaN
29.0,NaN
30.0,NaN
31.0,NaN
2071.0,NaN
33.0,981.0
34.0,NaN
35.0,NaN
36.0,2.0
37.0,NaN
38.0,3.0
2080.0,NaN
2081.0,NaN
2084.0,NaN
42.0,NaN
2086.0,NaN
2091.0,NaN
2094.0,NaN
2095.0,2.0
49.0,NaN
50.0,544.0
2099.0,3.0
2100.0,3.0
2101.0,NaN
54.0,660.0
2102.0,2.0
58.0,9.0
2106.0,NaN
2107.0,NaN
64.0,74.0
65.0,545.0
2114.0,NaN
67.0,43.0
2118.0,NaN
71.0,NaN
2120.0,NaN
2122.0,2.0
75.0,1337.0
76.0,9.0
2050.0,NaN
2123.0,NaN
80.0,NaN
81.0,11.0
2129.0,NaN
2135.0,2.0
88.0,17.0
90.0,NaN
2139.0,NaN
2141.0,NaN
94.0,612.0
2143.0,NaN
96.0,NaN
2146.0,NaN
99.0,39.0
2055.0,NaN
101.0,NaN
2151.0,NaN
107.0,9.0
108.0,10.0
109.0,871.0
110.0,9.0
2057.0,NaN
112.0,NaN
113.0,NaN
114.0,NaN
115.0,9.0
116.0,409.0
117.0,NaN
118.0,337.0
119.0,3.0
120.0,7.0
121.0,4.0
122.0,256.0
123.0,25.0
2167.0,NaN
125.0,NaN
126.0,4.0
127.0,NaN
128.0,4.0
2060.0,2.0
130.0,NaN
2170.0,NaN
2171.0,NaN
2173.0,NaN
2175.0,NaN
135.0,NaN
136.0,NaN
137.0,NaN
2177.0,NaN
139.0,NaN
140.0,NaN
2186.0,NaN
2187.0,NaN
143.0,NaN
144.0,NaN
145.0,2.0
2188.0,2.0
147.0,NaN
2190.0,NaN
2192.0,NaN
2196.0,NaN
151.0,NaN
2197.0,NaN
2198.0,NaN
2200.0,NaN
155.0,NaN
156.0,NaN
2066.0,2.0
158.0,2.0
159.0,NaN
160.0,2.0
2201.0,NaN
162.0,NaN
2202.0,NaN
164.0,NaN
165.0,NaN
2205.0,NaN
2208.0,2.0
2209.0,NaN
169.0,NaN
2069.0,2.0
171.0,NaN
172.0,NaN
2215.0,NaN
2216.0,NaN
179.0,NaN
181.0,2.0
2229.0,2.0
2230.0,NaN
184.0,NaN
2072.0,NaN
186.0,NaN
187.0,4.0
2232.0,NaN
2233.0,NaN
2234.0,NaN
191.0,2.0
192.0,NaN
193.0,NaN
194.0,NaN
195.0,4.0
2074.0,NaN
197.0,NaN
198.0,2.0
199.0,NaN
200.0,NaN
201.0,NaN
202.0,NaN
203.0,60.0
204.0,NaN
2075.0,NaN
2247.0,NaN
2251.0,NaN
208.0,2.0
2253.0,NaN
215.0,NaN
2263.0,NaN
2264.0,NaN
220.0,NaN
222.0,7.0
224.0,NaN
225.0,38.0
226.0,160.0
227.0,NaN
228.0,NaN
230.0,9.0
231.0,NaN
233.0,2.0
234.0,NaN
235.0,6.0
237.0,NaN
239.0,NaN
242.0,NaN
243.0,NaN
246.0,2.0
247.0,NaN
251.0,NaN
253.0,NaN
258.0,NaN
262.0,2.0
269.0,NaN
270.0,NaN
278.0,2.0
279.0,NaN
280.0,2.0
281.0,NaN
286.0,NaN
288.0,NaN
294.0,NaN
303.0,NaN
306.0,NaN
318.0,NaN
324.0,NaN
327.0,2.0
328.0,NaN
331.0,NaN
335.0,NaN
341.0,63.0
350.0,NaN
353.0,NaN
354.0,NaN
356.0,NaN
358.0,NaN
364.0,NaN
365.0,NaN
368.0,NaN
371.0,25.0
374.0,NaN
375.0,NaN
377.0,NaN
382.0,6.0
383.0,NaN
386.0,NaN
387.0,NaN
388.0,NaN
389.0,NaN
391.0,NaN
392.0,2.0
393.0,NaN
395.0,NaN
398.0,NaN
399.0,NaN
403.0,NaN
405.0,NaN
406.0,NaN
407.0,NaN
408.0,4.0
409.0,NaN
410.0,NaN
411.0,NaN
414.0,NaN
418.0,NaN
426.0,NaN
429.0,NaN
430.0,NaN
434.0,NaN
435.0,NaN
440.0,NaN
448.0,NaN
451.0,NaN
454.0,NaN
456.0,NaN
457.0,NaN
462.0,NaN
468.0,NaN
474.0,NaN
477.0,2.0
478.0,NaN
480.0,NaN
482.0,NaN
484.0,NaN
488.0,2.0
489.0,11.0
496.0,NaN
501.0,NaN
502.0,NaN
505.0,NaN
512.0,NaN
513.0,NaN
514.0,NaN
522.0,NaN
523.0,NaN
525.0,19.0
529.0,NaN
530.0,NaN
534.0,NaN
542.0,NaN
546.0,8.0
547.0,NaN
551.0,NaN
553.0,NaN
555.0,NaN
556.0,NaN
565.0,NaN
568.0,NaN
578.0,NaN
