CellLifeId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
1,0.0148677695329086,21,30,13.1623762136658,30.7333333333333
2,0.0140317654198432,22,34,11.0016684267819,30.2058823529412
3,0.0089319280302551,22,18,4.03342992045416,25.1111111111111
4,0.00542112935215913,40,6,109.291930189262,41.5
5,0.0141500866949912,40,25,1.85448135328721,51.12
6,0.008897531608359,22,60,1.21950101177075,30.45
7,0.00968272112099191,20,79,7.06293368592981,36.8481012658228
8,0.0175258407063156,18,34,15.4725029024618,28.7941176470588
9,0.00844287855310248,38,6,31.8548096198313,39.1666666666667
10,0.0160019878927548,19,23,5.77328381277965,24.8695652173913
11,0.0147614074260647,22,27,19.3057189903531,29.2592592592593
12,0.00926879070938946,22,43,8.79263586439353,28.1860465116279
13,0.0182718439237809,17,33,4.04073121822797,27.1515151515152
14,0.0111576976617543,18,38,9.6621929790968,25.0526315789474
15,0.0125730340523928,23,28,12.0219996023177,30.1428571428571
16,0.00895843239661182,26,53,2.72785118346948,44.2641509433962
17,0.000991219449469211,20,94,0.606724702703932,20.031914893617
18,0.0111369389775444,33,10,34.5971721717116,35.8
19,0.0114839074674709,33,14,11.615249849954,37.2142857142857
20,0.0145200773250379,25,18,7.37342474114322,30.9444444444444
21,0.000321828698037356,18,112,4.75315623597616,18.625
22,0.00201882156106513,21,95,-0.147460180004172,21.5263157894737
23,0.0151644633865969,24,14,28.434756832761,27.5714285714286
24,0.0142735271796335,23,27,13.8953992879208,29.7037037037037
25,0.0143407586411297,25,10,37.8470841625961,27.4
26,0.0210931022153059,15,31,-0.948024665557572,26.8709677419355
27,0.0152789380516598,18,39,5.22703833648791,27.7948717948718
28,0.0119673537276622,28,14,26.575952626781,31.4285714285714
29,0.0103535675917984,18,59,-0.978880558801604,30.3050847457627
30,0.0163641760103348,18,18,-2.62542351153115,20.4444444444444
31,0.0138186295293805,17,32,6.03724951342946,23.6875
32,0.01106204655185,46,15,-2.99697024496097,51.6
33,0.00924552449718847,28,14,-3.60089680715367,31.2142857142857
34,0.0159681750553227,16,35,-1.39744224636043,24.4571428571429
35,0.0118224565601779,23,46,11.5376480470233,33.5434782608696
36,0.0151050304577377,16,37,4.86106716649011,24.027027027027
37,0.00787482136336677,18,61,8.67568892331103,23.2459016393443
38,0.0132933295027836,20,36,9.84288480495404,27.9166666666667
39,0.0120091025791343,18,40,5.32070149025355,25.25
40,0.00952640230665806,34,4,-2.70371751394766,35.5
41,0.01347213818143,32,3,-18.2344378711377,33
42,-0.00025333103820712,24,112,0.623638275062807,25.4285714285714
43,0.0173753636776469,18,36,4.64721884393686,29.3611111111111
44,0.015282235385057,20,28,10.3328445295732,27.1428571428571
45,0.0114636890445597,21,36,4.23810140584484,27.6111111111111
46,0.0101793883183727,28,20,-2.69265551099551,32.3
47,0.0138773660401002,19,64,4.6071373758463,42.359375
48,0.0130193899961523,19,43,4.62869899007962,28.2558139534884
49,0.0132709922920477,20,48,6.86105144158987,31.7708333333333
50,0.0144405662616655,18,32,4.43058938688995,25.59375
51,-0.000441118881867391,28,112,0.468476846296776,27.75
52,0.0143694925538901,22,30,-1.40964123125171,30.3
53,0.0155380421724822,19,33,7.09610599302427,27.6969696969697
54,0.0126179151089231,22,23,10.5966769323432,26.9130434782609
55,0.0144405662616655,19,32,-1.46298096310626,26.84375
56,0.0149341574175653,23,20,-2.36644289058854,28.75
57,0.0139453187427509,32,13,18.2756497793041,36.4615384615385
58,-0.000500298613469543,32,86,2.07493919907085,30.7558139534884
59,-0.00074501870805956,34,112,0.882446108155079,33.2767857142857
60,0.013381317772951,28,19,-2.96032729110312,33.5789473684211
61,0.0135238515948006,32,11,6.7788501943237,34.9090909090909
62,-0.00307170536445579,24,88,1.85974126012801,23.8409090909091
63,0.0136189081116939,28,21,6.62793152192699,34.9523809523809
64,0.00897157772960889,18,83,1.79184195109511,19.0722891566265
65,0.0112771631178776,26,35,3.68164863003018,34.8
66,0.0133078132368038,16,60,2.20273602505554,17.1
67,0.0159519954033404,20,30,2.04350705203155,28.9666666666667
68,0.0284472388748138,20,21,3.05702481645671,38.8571428571429
69,0.00267172242650736,14,89,1.04141640436252,14.1573033707865
70,0.0127886154736503,26,25,0.62575939920827,31.92
71,0.0140404488358768,21,20,3.37870923977207,25.9
72,0,11,1,30.0802521969904,11
73,0.00873206194471779,30,39,-1.87238032893078,41.3589743589744
74,0.0110534558106847,22,39,0.218335056383281,29.2820512820513
75,0.00328612251369071,19,112,0.179263971135816,25.9196428571429
76,0.0150116861413635,17,38,10.6099035041263,26.2894736842105
77,0.0125058425940651,21,33,4.91649626034882,27
78,0.00539381586685632,31,15,9.39140754535391,32.4
79,0.0130603592096052,19,38,-2.31614183284419,28.2368421052632
80,0.0157416566381439,18,61,1.60837096100978,38.6885245901639
81,0.0101041036360725,32,4,28.3943821963954,32.5
82,0.0135911211874499,18,34,11.3254516057063,24.8823529411765
83,0.0144337263191649,23,31,7.59242909884072,31.8064516129032
84,0.0143002696830717,20,48,-1.94198055660508,32.8125
85,0.0118348140609198,19,36,4.11953870736826,25.25
86,0.0135839013290058,18,53,1.53535294541238,30.6603773584906
87,0.0144119927383924,22,31,7.29902219615165,30.5161290322581
88,0.0134895665614559,26,26,-4.07265214794947,32.5769230769231
89,0.0133241854270339,24,28,6.78529440732429,31.5714285714286
90,-0.00183412402132842,19,111,-0.524246500557082,17.5765765765766
91,0.0154795643565452,24,22,2.14358083959476,30
92,0.0152776904876736,18,38,-2.77085289853513,28.1842105263158
93,0.00594458239897887,14,40,-2.71638434574191,15.825
94,-0.00490762648568266,9,16,-6.85724053772202,8.3125
95,0.0128247928431637,33,10,9.02743646766906,36.3
96,0.0150902492038891,24,35,5.34390598038511,34.5142857142857
97,-0.000340228653809216,18,112,-0.623790371715908,18.2142857142857
98,0.00649193248957538,18,82,-0.854423727557442,29.1219512195122
99,0.0151817696213353,22,24,1.44222959651266,28.7083333333333
100,0.0130355395784253,23,32,5.44036694764894,30.875
101,0,6,1,-55.0417446858485,6
102,0.0149624945123037,16,43,-2.72002036594917,25.4883720930233
103,-0.0120529366331482,11,25,3.65908599438228,9.92
104,0.0105189998170831,32,23,15.4051216482687,34.3478260869565
105,0.0378389350937771,18,9,-12.6732255422572,27.1111111111111
106,0.01395043909654,23,31,5.69802551204841,31.6774193548387
107,0.0152066550854531,15,43,-2.60737717943845,25.2093023255814
108,0.0154570280151954,20,32,-3.13885699829051,29.28125
109,0.0123122407047598,22,31,-2.40052622256558,29.7741935483871
110,0.0118161248379364,21,43,1.04777632806282,30.6046511627907
111,0.0162589830130079,19,38,-3.16244319688713,29.9736842105263
112,0.0142929949984113,28,13,21.2248873394688,31.9230769230769
113,0.0123854801444971,26,16,16.5269345951994,30.25
114,0.0107454471696132,24,39,0.786223308548479,32.2564102564103
115,0.0170683433248883,20,35,-2.82356551415938,30.9714285714286
116,0.0130674583193608,26,18,-7.19038164566854,31.0555555555556
117,0.013973860412647,24,18,-0.786229403919496,29.6111111111111
118,0.012051375108865,25,26,-5.14790683161151,31.3076923076923
119,0.0153666446485579,22,32,-3.57335696828467,31.375
120,0.00891977157315183,26,41,0.501404842998273,33.3658536585366
121,0.00734574665850195,19,58,2.54815503028999,25.551724137931
122,0.00269389956821294,27,9,-1.95420505358131,28
123,-0.00189555792332461,22,112,0.354518184543707,21.1517857142857
124,0.0124310626125758,17,51,0.031688723868273,25.2549019607843
125,0.0153782661371254,10,59,2.18983551127041,17.9322033898305
126,0.0180634985470379,15,38,-1.44071292846082,25.7631578947368
127,0.0162166864687616,18,21,-2.4522770632645,22.4761904761905
128,0.01596710204822,19,36,-0.0487680015571999,28.6666666666667
129,0.0171558608273348,18,28,-0.553998595468896,26.7857142857143
130,0.0135647348812892,18,38,3.13541519875464,26.0526315789474
