StepNumber,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,3
13,2
14,2
15,2
16,2
17,2
18,4
19,4
20,4
21,4
22,4
23,5
24,5
25,6
26,6
27,7
28,7
29,7
30,7
31,7
32,9
33,11
34,12
35,13
