lable,NumberOfDivision
3.0,220.0
4.0,267.0
5.0,NaN
6.0,165.0
7.0,NaN
8.0,422.0
9.0,9.0
10.0,531.0
11.0,22.0
12.0,8.0
15.0,10.0
16.0,31.0
17.0,45.0
18.0,2.0
19.0,196.0
20.0,NaN
21.0,3.0
22.0,21.0
23.0,4.0
27.0,351.0
28.0,53.0
29.0,10.0
30.0,4.0
32.0,47.0
33.0,23.0
34.0,NaN
35.0,23.0
36.0,NaN
37.0,NaN
38.0,43.0
39.0,6.0
40.0,NaN
41.0,31.0
42.0,19.0
43.0,NaN
45.0,NaN
46.0,390.0
48.0,15.0
49.0,12.0
52.0,44.0
53.0,21.0
55.0,3.0
56.0,5.0
57.0,13.0
58.0,NaN
60.0,NaN
61.0,4.0
63.0,8.0
64.0,17.0
65.0,NaN
66.0,NaN
67.0,12.0
68.0,71.0
69.0,38.0
72.0,NaN
75.0,12.0
76.0,7.0
77.0,NaN
78.0,2.0
79.0,21.0
82.0,19.0
83.0,36.0
85.0,NaN
88.0,17.0
89.0,91.0
92.0,NaN
94.0,8.0
95.0,6.0
96.0,59.0
97.0,NaN
98.0,NaN
99.0,NaN
100.0,4.0
104.0,NaN
105.0,NaN
107.0,23.0
108.0,NaN
109.0,16.0
111.0,12.0
113.0,3.0
115.0,28.0
116.0,9.0
117.0,2.0
118.0,NaN
121.0,17.0
122.0,8.0
123.0,NaN
124.0,NaN
127.0,NaN
128.0,NaN
129.0,NaN
130.0,NaN
131.0,NaN
132.0,NaN
134.0,3.0
135.0,9.0
136.0,4.0
137.0,2.0
139.0,2.0
145.0,7.0
146.0,18.0
147.0,40.0
148.0,33.0
150.0,10.0
151.0,NaN
154.0,NaN
155.0,3.0
156.0,NaN
158.0,NaN
159.0,7.0
161.0,3.0
162.0,NaN
163.0,5.0
164.0,23.0
165.0,NaN
167.0,7.0
168.0,NaN
169.0,NaN
170.0,NaN
171.0,17.0
172.0,51.0
173.0,2.0
178.0,NaN
181.0,2.0
186.0,NaN
187.0,7.0
189.0,7.0
190.0,NaN
192.0,17.0
193.0,NaN
194.0,18.0
195.0,NaN
197.0,17.0
201.0,14.0
205.0,3.0
206.0,NaN
209.0,28.0
214.0,NaN
216.0,2.0
217.0,11.0
218.0,27.0
220.0,NaN
222.0,NaN
223.0,NaN
224.0,9.0
225.0,NaN
226.0,5.0
228.0,NaN
229.0,8.0
230.0,NaN
231.0,7.0
232.0,2.0
237.0,20.0
238.0,NaN
240.0,2.0
241.0,12.0
242.0,55.0
243.0,13.0
246.0,NaN
248.0,2.0
249.0,NaN
251.0,NaN
252.0,NaN
256.0,NaN
258.0,NaN
262.0,NaN
264.0,NaN
266.0,NaN
268.0,NaN
271.0,12.0
274.0,NaN
275.0,NaN
278.0,NaN
279.0,NaN
280.0,7.0
283.0,2.0
284.0,NaN
285.0,2.0
286.0,2.0
288.0,5.0
290.0,NaN
292.0,NaN
293.0,10.0
295.0,4.0
296.0,NaN
297.0,NaN
298.0,NaN
299.0,NaN
300.0,NaN
302.0,NaN
303.0,NaN
305.0,NaN
307.0,11.0
309.0,NaN
311.0,4.0
312.0,NaN
315.0,11.0
316.0,NaN
318.0,3.0
321.0,NaN
323.0,2.0
325.0,3.0
329.0,NaN
330.0,NaN
331.0,NaN
334.0,NaN
337.0,NaN
338.0,2.0
340.0,NaN
342.0,NaN
345.0,NaN
346.0,NaN
347.0,6.0
348.0,NaN
349.0,5.0
355.0,NaN
356.0,10.0
357.0,2.0
359.0,NaN
361.0,NaN
362.0,2.0
363.0,NaN
364.0,NaN
365.0,2.0
369.0,2.0
371.0,NaN
374.0,2.0
375.0,NaN
376.0,2.0
380.0,4.0
381.0,NaN
383.0,NaN
386.0,4.0
389.0,NaN
393.0,NaN
394.0,3.0
395.0,7.0
401.0,NaN
403.0,NaN
411.0,NaN
414.0,2.0
415.0,NaN
416.0,NaN
417.0,NaN
418.0,6.0
423.0,NaN
424.0,6.0
425.0,NaN
427.0,NaN
428.0,NaN
429.0,NaN
433.0,NaN
436.0,3.0
437.0,NaN
438.0,NaN
445.0,3.0
446.0,NaN
450.0,NaN
451.0,NaN
454.0,NaN
455.0,2.0
458.0,NaN
459.0,NaN
460.0,2.0
461.0,NaN
462.0,NaN
463.0,NaN
467.0,NaN
473.0,NaN
477.0,NaN
480.0,NaN
481.0,NaN
484.0,NaN
486.0,3.0
487.0,NaN
488.0,NaN
489.0,NaN
492.0,2.0
498.0,NaN
502.0,NaN
503.0,NaN
504.0,NaN
505.0,5.0
506.0,NaN
510.0,NaN
511.0,NaN
512.0,NaN
513.0,NaN
514.0,NaN
515.0,NaN
519.0,2.0
527.0,NaN
528.0,NaN
529.0,NaN
531.0,NaN
532.0,NaN
535.0,NaN
538.0,NaN
540.0,NaN
541.0,NaN
543.0,NaN
544.0,NaN
546.0,NaN
549.0,NaN
550.0,NaN
551.0,4.0
552.0,NaN
555.0,NaN
556.0,NaN
557.0,NaN
558.0,NaN
561.0,NaN
563.0,NaN
569.0,NaN
570.0,NaN
571.0,NaN
572.0,NaN
573.0,NaN
575.0,NaN
