CellNumber,GrowthRate,BirthLength,LifeHistory
1203,0.062828607,14,5
1204,0.032850407,18,11
1205,0.050973401,12,22
1206,0,13,3
1207,0.021072103,9,6
1208,0.071920518,6,5
1209,0.137326536,10,9
1210,0.405465108,6,2
1211,0.148779125,12,8
1212,0.023451261,22,22
1213,0.07707534,6,3
1214,0,8,3
1215,0.048067462,5,8
1216,0.510825624,15,2
1217,-0.076345412,38,5
1218,0.287682072,3,2
1219,0.050874163,8,12
1220,0.023973506,6,13
1221,0.04598186,12,23
1222,0.09531018,10,2
1223,-0.223143551,5,2
1224,0.050905041,14,19
1225,0.017880991,27,32
1226,0.068992871,14,2
1227,0.299313864,11,4
1228,0,6,5
1229,0.101366277,4,9
1230,0.052995325,14,16
1231,0.064681484,27,12
1232,0.15415068,12,2
1233,-0.145911456,12,7
1234,-0.087454755,26,4
1235,0.030136834,19,24
1236,0.033674211,18,19
1237,0,6,3
1238,-0.027137144,28,24
1239,0.019344975,21,33
1240,0.014860817,15,43
1241,0,7,7
1242,0.039643042,7,43
1243,0.15415068,6,2
1244,0,5,2
1246,0.030914056,20,25
1247,0.019307862,20,22
1250,0.030386926,5,7
1252,0.084682228,7,10
1253,0.05502215,13,19
1254,0.061148452,14,14
1255,0,6,2
1256,0.062179532,12,10
1258,0.047701777,16,18
1259,0.025794756,22,19
1260,0,10,2
1261,-0.027398974,37,2
1262,0.032789823,30,2
1263,0.060565848,10,18
1264,0.040897582,14,29
1265,0.022665084,19,24
1266,0.128075501,6,10
1267,0.133531393,7,2
1268,-0.099021026,10,8
1269,0.073941933,14,13
1270,0.405465108,8,2
1271,0.049576915,19,17
1273,-0.112157412,7,4
1274,0.093825648,14,8
1275,0.101366277,4,5
1276,0.002858359,27,26
1277,0,5,2
1278,0.04657791,13,21
1279,-0.074381184,5,4
1280,0.027980789,20,21
1281,0.017560086,18,7
1282,0.078201321,6,22
1283,0.056587199,13,19
1284,0.257729963,12,4
1285,0.030200858,18,19
1286,0.034972731,17,24
1287,0.031729226,19,26
1288,0.029738073,18,27
1289,0.016922475,3,18
1290,0.032217851,21,21
1291,0.034182847,20,22
1292,0.01689438,12,25
1293,0.036464311,5,6
1294,0.027031007,20,16
1295,0.03150669,21,23
1296,0.040414607,15,24
1297,0.03011488,21,17
1298,0,6,4
1299,0.022909692,21,18
1300,0.031213427,20,18
1301,0.030683667,21,22
1302,0.042301333,19,18
1303,-0.089013748,29,7
1304,0.022633806,38,14
1305,0.069687335,13,13
1306,0,7,5
1308,0.033558414,23,21
1309,0.042928476,8,31
1311,0.046709033,13,15
1312,0.021523101,21,22
1313,-0.111571776,5,3
1314,0.042254319,11,27
1315,0.031189624,18,14
1316,0.04765509,20,3
1317,-0.040021354,13,3
1318,0.208793828,8,7
1319,0.057023562,11,18
1320,0,5,4
1321,0,8,5
1322,0.019000702,23,20
1323,0.03055813,15,19
1324,0.028316506,27,7
1325,0.051082562,21,11
1326,0,4,2
1327,0.082670948,7,19
1328,-0.366204096,18,4
1329,-0.077318989,13,11
1330,-0.073638792,14,7
1331,0.096986924,19,7
1333,0.049063707,11,24
1334,0.010240338,23,42
1335,0.145798488,7,10
1336,0,19,2
1337,0.036370097,19,17
1338,-0.050896942,19,7
1339,0.03849975,21,15
1340,0.058051116,24,7
1341,0.039137967,16,21
1342,0.026499532,18,25
1343,-0.123807842,13,6
1344,0.040193676,22,7
1345,0.04205903,10,9
1346,0.043085059,19,10
1347,0.03939813,15,7
1348,-0.008902093,16,16
1349,0.049029379,13,20
1350,0,5,3
1351,0.060624622,32,2
1352,0.035151132,12,28
1353,0,8,2
1355,-0.024737033,16,20
1356,0.080755548,14,14
1357,-0.031964675,12,10
1359,0.02078571,21,32
1360,0.030150872,16,26
1361,0.112242699,11,9
1362,0.097019149,7,16
1363,0,6,4
1365,0.014694667,15,41
1366,0.036609342,8,38
1367,0,6,4
1368,0,8,3
1369,0,6,11
1370,0,6,2
1371,0.024429144,23,17
1372,-0.257404854,14,5
1373,0,5,2
1374,0.079726918,10,19
1375,0.15415068,6,2
1376,0.15415068,6,2
1377,0.031414304,7,9
1378,0.916290732,6,2
1379,0.040617411,16,27
1380,0.016212497,21,23
1381,0,8,5
1382,0,12,3
1383,-0.07707534,7,3
1384,0.330132901,13,4
1386,0.089413217,8,19
1387,0,12,2
1388,0.054813362,12,20
1390,0,20,2
1391,0.0326256,19,15
1392,0.031495166,16,22
1393,0.037195924,15,23
1394,0.129485773,28,5
1395,0.011136939,22,16
1396,0.055828268,12,18
1397,0.014821594,13,6
1398,0.01829579,19,16
1399,0.198650355,10,6
1400,0.117783036,8,2
1401,0.100486343,4,22
1402,0.055785888,4,5
1403,-0.223143551,5,2
1404,0.07707534,6,3
1405,-0.143841036,8,3
1406,0.081140577,17,8
1407,0.052345252,10,27
1408,0.05138356,6,4
1409,0.084118059,5,5
1410,0.04462871,8,6
1411,0,5,3
1412,0.043205809,17,19
1413,0.037883488,18,17
1414,0.030136834,18,24
1415,0.043982648,16,24
1416,0.07350088,10,14
1417,0.036669756,15,16
1418,0.021936935,16,34
1419,0.02724054,28,15
1421,0.05138356,6,4
1422,0.190535013,14,5
1423,0.649641492,6,3
1424,0.036849679,17,19
1425,0.029828118,19,14
1426,0.039137967,16,21
1427,0.03150669,16,23
1428,0,22,9
1429,0.00628695,30,30
1430,0.026057754,23,16
1431,0.032529378,24,21
1432,0.025020865,19,5
1433,0.026120603,17,24
1434,-0.058323451,20,19
1435,0.030580909,22,18
1436,0.031328094,18,24
1437,0.028319386,16,22
1438,0.031971539,26,16
1439,0.037635963,23,17
1440,0.029294554,20,22
1441,0.032169363,16,31
1442,0.011941426,18,38
1443,0.026768783,21,19
1444,0,10,2
1445,-0.019583485,8,25
1446,0.095894024,6,4
1447,0.027923825,21,10
1449,0.286259596,22,3
1450,0.056943771,10,23
1451,-0.23104906,14,4
1452,0.046650427,23,10
1455,-0.587786665,9,2
1457,-0.050220569,11,10
1458,0.082334251,6,15
1459,0.033879571,31,12
1460,-0.00274474,28,28
1462,0.046124868,9,24
1463,0.356674944,7,2
1464,0.077553106,19,6
1465,0.050905041,14,19
1466,0.153276118,13,5
1467,0.030282323,18,20
1468,0.033007009,16,22
1470,0,10,2
1471,0,6,2
1472,0.270310072,12,4
1473,0.025685745,20,27
1474,0.161835939,16,4
1475,-0.182321557,6,2
1477,0.26750827,4,9
1478,-0.060773852,6,4
1479,-0.013896935,25,7
1480,0.036736667,20,17
1481,0.024755974,22,22
1482,0.031501073,24,18
1483,0.015996101,16,18
1484,0.046438693,12,12
1485,0,5,3
1486,0.019657437,23,34
1487,0.033527225,22,23
1488,-0.23104906,12,4
1489,0.073240819,12,16
1490,0.023881905,19,9
1491,0.183102048,9,7
1492,-0.202732554,9,3
1494,0,9,2
1495,0.182321557,5,2
1497,0.225992562,14,3
1499,0.032216245,18,25
1500,0.140952284,19,4
1501,0.027031007,20,16
1502,-0.014629228,14,24
1503,0.052995325,14,16
1504,0.005943631,23,40
1505,0.225992562,7,3
1506,0.024941609,18,32
1507,0.018125818,29,24
1508,0.015131561,23,14
1509,0.049951608,12,20
1510,0.032947985,21,19
1511,0.051244735,15,22
1512,0.008993402,27,39
1513,-0.033445116,11,7
1514,0,6,2
1515,0.204777569,12,7
1516,0.028579207,34,3
1517,0.099021026,5,8
1518,0.058891518,8,3
1519,0.02508943,25,27
1520,0.040773364,16,18
1521,-0.130181734,17,9
1522,-0.619039208,13,2
1523,0.047765752,13,24
1525,0.107525158,11,9
1526,0,6,2
1527,0.033382848,7,5
1528,0.004219543,23,39
1529,0,6,2
1530,0.182321557,10,2
1531,0.03062745,19,20
1532,0.030492983,19,10
1535,0.081069995,9,15
1536,0,4,5
1537,0.066765696,7,3
1538,0.06301338,15,12
1539,0.024697285,23,18
1540,0.047332003,17,13
1541,0.023556607,8,6
1542,0,9,3
1543,0.15415068,6,2
1544,0.2989185,22,3
1545,0.211996256,18,4
1547,0.229072683,6,5
1548,0.028102294,27,25
1549,0.037719102,23,15
1551,0.030830136,6,6
1552,0.125657214,7,3
1554,0.048922945,15,20
1555,0.027725887,18,26
1556,0.038694579,14,30
1557,0.057536414,6,6
1558,0.031926601,24,17
1559,0.037756111,20,18
1560,0.003899036,28,10
1561,-0.028620169,15,6
1562,0.016686775,19,15
1563,0,20,3
1564,0.010958516,14,38
1565,0.011526183,27,21
1566,0.287682072,6,2
1568,0.051573335,23,8
1569,0.066078568,16,10
1570,0.110756958,7,15
1571,0.109861229,10,11
1572,0.030830136,6,6
1573,0.030136834,20,24
1574,0.03674436,16,19
1576,0.488779023,6,4
1577,-0.034768086,11,14
1578,-0.182321557,6,2
1580,0.04765509,10,3
1581,0.07282385,14,11
1582,0.026380365,22,14
1583,0.095894024,9,4
1584,-0.080042708,13,2
1585,0.111571776,4,3
1586,-0.15415068,7,2
1587,-0.007694605,20,30
1588,0.095267507,14,9
1589,0.109861229,6,11
1590,0.100271826,8,16
1591,0.218926512,14,4
1592,0.026957442,21,23
1593,0.017164889,4,14
1594,0.033635787,19,20
1595,0.026356594,20,20
1596,0,4,2
1597,-0.028881133,14,25
1598,0.033222159,26,23
1599,0.008925742,8,26
1600,-0.626381484,21,3
1601,0.041012376,20,16
1602,0.027359805,22,19
1603,0.025110285,21,19
1604,0.079945113,12,8
1605,0.027197124,19,19
1607,0.115072829,18,6
1609,-0.223143551,5,2
1610,0.028441177,23,23
1612,-0.045580389,6,5
1613,0.158045038,7,11
1614,0,4,2
1615,0.030294497,19,23
1616,0.011483907,22,22
1617,0.057268171,16,17
1618,-0.043078292,20,11
1619,0.0326256,19,15
1620,0.071568812,7,25
1621,0.00530709,19,37
1622,0.031298455,20,17
1623,0.029662766,13,8
1624,0,5,6
1626,0.019425982,23,18
1627,0.03206853,23,6
1629,0.135155036,16,4
1630,0.029653186,21,21
1631,0.027647272,20,18
1632,0,8,4
1634,0.132913595,9,11
1636,0,4,2
1637,0.078705134,7,13
1638,0.069350479,15,10
1639,0.033323947,19,21
1640,0.173500114,21,6
1641,-0.405465108,6,2
1643,0.035246994,10,34
1644,0.020676995,11,16
1645,-0.105912233,14,9
1646,0.142611018,17,7
1647,0.047242749,16,15
1648,0.135966858,16,3
1649,-0.168236118,7,3
1650,-0.386594944,13,3
1651,0.484700279,11,3
1652,0,6,3
1653,-0.061903921,26,11
1654,0.223143551,4,2
1655,0.080042708,12,2
1656,0.135155036,4,4
1657,-0.052222625,8,10
1658,0.071920518,6,5
1659,0.037385804,20,10
1660,0.019062036,20,6
1662,0,5,4
1663,0.026152916,6,12
1664,0,5,2
1665,0.052314871,12,22
1666,0.036464311,20,6
1667,0.0336776,22,18
1668,0.036487545,27,15
1669,0.039166969,25,13
1671,0.029731845,19,30
1672,0.087454755,10,4
1673,0.138629436,5,6
1674,0.017691874,8,19
1676,0.029807755,18,17
1677,0.024184337,22,19
1678,0.003271751,16,37
1679,0,4,2
1680,0.039942497,19,17
1681,0.038508177,20,19
1682,0.03467913,24,15
1683,0.002416983,22,37
1684,0.091160778,5,3
1685,0.032806941,14,33
1686,0.064790706,14,16
1687,0,6,4
1688,0.03045056,19,16
1689,0.032217851,21,21
1690,0.035797612,21,19
1691,0.033788759,22,13
1692,0.028961793,18,15
1693,0.030294497,19,23
1694,0.030927596,24,26
1696,0.034575686,20,18
1697,0.025553043,24,20
1698,0.001732132,16,36
1699,0.027980789,20,21
1700,-0.693147181,10,2
1701,0.029479347,20,19
1702,0.025268012,20,22
1703,0.120830541,9,12
1704,0.292517813,9,5
1705,-0.044510464,8,4
1706,0.055785888,8,5
1707,0,7,3
1708,0.028768207,24,11
1709,0.027031313,24,18
1710,0.037181438,15,26
1711,0.015908468,29,30
1712,0.045580389,5,5
1713,0,7,10
1714,-0.029445759,18,5
1715,0.022220131,17,36
1716,0.036481431,16,20
1717,-0.034444941,16,25
1719,-0.052680258,10,3
1720,0,6,4
1721,0.02886361,18,22
1722,0.008717669,21,21
1723,0.125657214,7,3
1724,0.034417006,21,15
1725,0.054067221,18,2
1726,0.159857693,13,4
1727,-0.105360516,10,2
1728,0.034066005,18,15
1729,0.035120172,18,4
1730,-0.11552453,16,7
1731,0.064808714,17,13
1732,0,9,8
1733,0.076594065,7,20
1734,-0.105828896,22,15
1738,0.029684001,25,6
1739,0.139570112,25,4
1740,-0.190535013,15,5
1741,-0.117783036,18,2
1742,-0.026706279,8,6
1743,0.15415068,6,2
1744,0.077187435,7,18
1746,0.216862522,12,4
1747,0.059017771,11,18
1748,0.020980879,21,18
1752,0.055556565,14,18
1753,0.018876306,26,12
1755,0,6,4
1756,0.088475141,8,18
1759,0.00866066,16,8
1760,0,8,2
1761,0,5,2
1763,0.086864677,10,12
1764,0.029003792,11,4
1765,0.052901959,19,12
1766,0,14,3
1767,0.223143551,8,2
1768,-0.089166296,16,12
1769,0.028838879,17,24
1770,0,6,2
1771,0.048725834,13,16
1772,0.048232411,22,6
1773,0.296320908,5,6
1774,0.006670226,24,13
1776,0.101321717,7,16
1777,0.044137074,16,12
1778,0.052222625,5,10
1779,0.664567974,9,3
1781,0.036481431,31,20
1782,0.026340129,36,5
1783,0.027614547,18,17
1784,0.028543384,25,20
1785,0,6,3
1786,0.018550927,22,14
1787,0.033007009,12,22
1788,0.023276862,19,26
1789,0,16,2
1790,0.235001815,20,3
1791,0.012077417,23,23
1792,0.019268835,6,9
1794,0.225992562,28,3
1795,0.092244157,8,17
1796,0,6,7
1797,0.037274254,16,22
1798,0.021523101,21,22
1799,0.06602658,13,16
1800,-0.15415068,7,2
1801,0.024119466,20,23
1802,0.048070558,13,21
1803,0.060773852,5,4
1804,0.027792864,25,17
1805,0.038692134,22,13
1806,0.049510513,12,29
1807,0.01621945,27,17
1808,0.030830136,6,6
1811,0.034332905,25,20
1812,0.02569178,24,7
1813,0.143841036,6,3
1814,0.287682072,6,2
1815,-0.152715122,20,7
1816,0.059263751,12,20
1817,0.032115436,23,19
1818,0.008219488,12,36
1819,0.100335348,36,3
1820,0.15415068,6,2
1821,0.045577788,8,30
1822,0,5,2
1823,0.051971319,6,26
1824,-0.035120172,10,4
1825,-0.07707534,7,3
1826,0.05904847,14,15
1827,0.021511138,25,11
1828,0.111571776,4,3
1829,0.026659507,19,27
1830,0.02323527,24,29
1831,-0.182321557,6,2
1832,0.126108881,9,10
1833,-0.143841036,8,3
1834,0.134749125,14,5
1835,0.001200647,24,35
1836,0,6,2
1837,0.033939393,19,19
1838,0.02321528,22,21
1839,-0.510825624,10,2
1840,-0.021072103,10,6
1841,0.129928298,6,11
1842,0.024550037,16,8
1843,0.036027308,18,21
1844,0.027327185,22,21
1845,0.029320695,19,6
1846,0.15415068,6,2
1848,0.274653072,5,5
1849,0.069687335,13,13
1850,-0.173286795,12,5
1852,-0.083771476,9,4
1853,0.055103255,18,12
1854,0.032474622,19,18
1855,0.039185778,5,16
1856,0,10,3
1857,0.01613463,15,5
1858,0.03853767,6,5
1859,0.100087394,13,10
1861,0.022021526,6,8
1862,0.062074132,13,15
1863,0.076214005,14,11
1864,0.038011274,13,23
1865,0.052680258,18,3
1866,0.040689344,10,28
1867,0.025872607,17,30
1869,0.030066639,23,14
1870,0.093055059,19,9
1871,0.05138356,12,4
1873,0.021320928,23,15
1874,0.091160778,5,3
1875,0.057536414,6,6
1876,0.061063431,15,8
1877,0.008345712,28,17
1878,0.049092528,18,10
1879,0,25,7
1880,-0.182321557,6,2
1881,0.223143551,8,2
1882,-0.074381184,5,4
1883,0.05138356,6,4
1886,0.03030679,24,21
1887,0.038132278,22,22
1888,0.036436247,22,16
1889,0.032492216,22,17
1890,0.033515534,17,25
1891,0.025541281,18,21
1893,0.026706279,7,6
1894,0.02706912,29,10
1895,-0.021372201,23,21
1896,0.069350479,15,10
1897,0.045580389,5,5
1898,0.098778148,7,17
1899,0.024770904,20,16
1900,-0.012670785,21,33
1902,0,6,4
1903,-0.035241951,20,27
1904,0.014279642,16,35
1905,0.026743912,20,25
1906,0.009378269,20,33
1907,0.133531393,7,2
1908,0.089253039,24,7
1910,0.012016866,20,29
1911,-0.102165125,10,6
1913,0.033164266,20,17
1914,0.031018353,19,25
1915,0.143911568,4,17
1916,0.012286821,4,34
1917,0.031538294,25,26
1918,0.031971539,26,16
1919,0.110761329,9,13
1920,0.040546511,8,21
1921,0,7,2
1923,0.052194306,14,18
1924,0.021752844,22,5
1927,0.187653928,9,6
1928,-0.133531393,8,2
1929,0.018250226,18,19
1930,0.04917417,11,20
1931,0.032401036,21,14
1932,0.033164266,20,17
1933,-0.008316268,25,34
1934,0.033987135,18,14
1935,0.02278232,24,20
1936,0.020612575,24,22
1937,0.063590659,14,14
1938,0.111571776,4,3
1939,0.300815479,6,6
1940,0,5,4
1941,0.049940118,13,24
1942,0.004082199,24,11
1943,0.080264854,9,16
1944,0.020083136,53,8
1945,0.02767782,33,13
1947,0.069285459,14,12
1948,0,8,3
1950,0,4,2
1951,0.025416806,31,12
1952,0.034496436,28,3
1953,0,6,2
1954,-0.047947012,8,7
1955,0.057536414,3,6
1957,-0.086643398,22,9
1958,0.135155036,4,4
1959,0.059144324,12,12
1960,0.100293309,13,9
1961,0.092419624,8,16
1962,0.081093022,4,6
1963,-0.018526993,14,5
1964,-0.15415068,7,2
1965,0,10,5
1966,0.016988073,21,20
1967,0.02886361,18,22
1968,0.042254808,14,24
1969,-0.005138356,14,31
1970,0.052470089,14,19
1971,0.056664343,25,3
1972,0.029453463,20,20
1973,0.037883488,18,17
1974,0.182321557,5,2
1975,0.032533966,26,15
1976,-0.007555246,28,16
1977,0.101799478,31,3
1978,0.405465108,4,2
1979,0.021925233,31,19
1980,0.017628918,32,24
1981,0.023418341,22,17
1982,0.031926601,24,17
1983,0.161835939,8,4
1985,0.07707534,6,3
1986,0.032581058,19,17
1987,0.030664525,19,18
1988,0.058891518,8,3
1989,0.066538264,16,14
1990,0.06992119,19,12
1991,0,12,3
1993,0.071920518,18,9
1994,0.06509277,9,20
1995,0.044451763,22,2
1996,0,6,2
1997,0.060688477,8,9
1998,0.255412812,6,3
2000,0.04827988,13,19
2001,0.034504286,19,17
2002,-0.061261993,17,18
2004,0.047378158,17,15
2005,0.180864873,8,9
2006,0.133531393,7,2
2007,0.074338388,16,9
2009,0,7,4
2013,0,14,2
2014,0.693147181,4,2
2015,0.559615788,4,2
2016,0.047409818,13,20
2018,-0.257729963,13,4
2019,0.022225881,22,3
2020,0.022021526,6,8
2021,0.055785888,4,5
2022,0.023556607,16,6
2023,0.028768207,18,11
2024,0,4,3
2025,0,8,20
2026,0.028468429,22,22
2027,0.033781783,20,20
2028,0.019344975,14,33
2029,0.196710294,23,2
2030,0.223143551,4,2
2031,0.117783036,8,2
2032,0.016984521,21,22
2033,0.02432503,12,22
2034,0.069358259,16,8
2035,0.037053986,13,3
2036,0.10755569,25,3
2037,-0.029973318,21,17
2038,0.033212896,23,9
2039,0,22,16
2040,0,6,4
2042,0.027892944,4,9
2043,0.107681686,8,8
2044,0.115496595,16,12
2045,0.03509132,28,2
2046,0.043541241,18,24
2047,0.023123114,23,26
2048,0,8,33
2049,0,5,2
2050,0.010447346,29,19
2051,-0.137326536,15,9
2052,0.045580389,5,5
2053,-0.030830136,7,6
2054,0.03062745,19,20
2055,0.031538294,20,26
2056,0.03150669,21,23
2057,0.027725887,20,26
2059,0.067348423,18,10
2060,0.259879778,6,8
2061,0.073683535,19,13
2062,-0.173286795,12,5
2063,0.049110625,12,25
2064,0.024579998,19,27
2065,0.106744915,18,8
2066,0.037190592,12,7
2067,0.366204096,4,4
2068,0.095894024,21,4
2069,0.047109484,25,13
2070,-0.009856124,30,8
2071,-0.006800617,33,20
2072,-0.006473248,22,32
2074,0.029655297,17,29
2075,0.021772839,20,24
2077,0.040166614,18,12
2078,0.025032244,17,25
2079,0.024033731,10,15
2080,0.044719173,9,32
2081,-0.122602322,26,2
2082,0.078184467,9,18
2083,0,6,3
2084,0.26521799,18,5
2085,0,7,4
2086,0,13,3
2087,0.317994383,9,3
2088,0.251314428,7,2
2089,0.09531018,10,2
2090,-0.09531018,11,2
2091,0.049029379,13,20
2092,0,6,4
2094,0.043505688,11,3
2096,-0.020273255,12,21
2097,0.057821699,7,20
2098,-0.041511911,19,19
2100,0.021485759,17,13
2101,0.004972603,18,32
2102,0.011602491,10,30
2103,0,10,3
2104,-0.067577518,12,7
2105,-0.164668501,19,8
2106,-0.035439106,18,32
2107,0.065591066,10,5
2108,0.029216995,20,16
2109,0.021554239,22,31
2110,0.029893897,17,20
2111,0.029807755,18,17
2112,0,4,2
2113,0.027903143,16,32
2114,0.056276292,14,12
2115,0.074749735,16,8
2116,0.485507816,16,2
2117,0.027906691,20,24
2118,0.037480609,20,8
2119,0.060773852,5,4
2120,0.027106402,26,15
2121,0.034886101,21,18
2122,0.022790195,30,9
2123,0.035729482,27,3
2124,0.056429232,15,17
2125,0.003774033,26,11
2126,0.019414837,18,29
2127,0.032772687,16,24
2128,0.032863081,21,28
2129,0.013348381,21,17
2130,0.029445759,16,5
2131,-0.405465108,9,2
2132,0.042962564,16,5
2134,-0.033788759,9,13
2135,0.182321557,5,2
2136,-0.037190592,10,7
2137,0.065406018,16,9
2138,0.109861229,11,11
2139,0.170275208,18,4
2140,-0.023556607,9,6
2141,0.030145257,11,9
2142,0.005268026,18,21
2143,-0.693147181,6,2
2144,0,9,2
2146,0.158974691,18,4
2147,0,13,4
2148,0.033797435,29,14
2149,0.027725887,21,26
2150,0,5,2
2151,0,6,2
2152,0.051049212,8,31
2153,0.15415068,6,2
2154,0.040329834,15,19
2156,0.128785429,8,11
2157,0.081093022,6,6
2158,0.03030679,18,21
2159,0.070998005,17,9
2160,0.031901884,18,20
2161,-0.010847413,18,31
2162,0,6,2
2164,0.154032707,6,10
2165,0.031926601,18,17
2166,0.024737033,20,20
2168,0.023846204,18,21
2169,0.027927803,20,20
2170,0.035399717,21,17
2171,0.031189624,24,14
2172,0,20,7
2173,0.038508177,18,19
2174,0.041063008,18,9
2175,-0.003705399,14,21
2176,0.056299159,13,17
2177,0,6,2
2178,0.060587535,11,17
2179,0.030830136,6,6
2180,-0.091160778,6,3
2181,0.036436247,22,16
2182,0.014727758,18,31
2183,0,5,6
2184,0.082007611,8,20
2185,-0.07707534,7,3
2186,0.060773852,5,4
2187,0.030150872,16,26
2188,0.030163285,16,25
2189,0.321887582,6,6
2190,0.032824305,17,23
2191,0.031665538,18,22
2192,0.029003792,11,4
2193,0.024496441,16,14
2194,0.033382848,7,5
2195,0,5,2
2196,0.072579602,5,27
2197,0.062267867,18,13
2198,-0.091160778,6,3
2199,-0.34657359,14,3
2200,0.182321557,25,3
2201,0.023788691,21,20
2202,0.051548855,11,24
2204,0.050602954,11,27
2205,0.245207313,9,5
2206,0.193824677,7,9
2207,0,5,6
2208,-0.018919468,15,28
2209,0.033788759,16,25
2211,0.469134819,9,3
2212,-0.173286795,12,5
2213,0.063590659,14,14
2215,-0.405465108,6,2
2216,0.019815275,21,19
2217,0.001481725,22,31
2218,0.037052232,14,30
2219,0.016686775,19,15
2220,-0.106638028,16,14
2221,0.025110285,21,19
2222,0.060273668,8,24
2224,0.019585656,17,30
2225,0.033687281,21,17
2226,0.027054005,24,17
2227,0.031333575,20,16
2228,0,6,2
2229,0.121227161,6,6
2230,0.030953707,22,16
2231,0.022970259,29,15
2232,0.23104906,14,4
2235,0.083147132,19,14
2236,0.018537606,17,7
2237,0.016965647,28,19
2238,0.033297237,24,14
2239,0.101022634,6,7
2240,0.055686065,16,14
2241,0,10,2
2243,0.020161416,16,19
2244,0.135155036,18,4
2245,0.016826148,24,8
2246,0.06301338,7,12
2248,0.130898676,8,8
2249,-0.014024735,12,14
2250,0.051622592,12,20
2251,0.018254515,23,24
2252,0.040570288,17,15
2253,0.035375217,20,16
2254,0.050020373,17,16
2255,0.217975489,13,4
2256,0.027625338,22,11
2257,0.131182132,20,3
2258,0.182321557,5,2
2259,0.025201527,26,15
2260,0.062814317,16,13
2261,-0.07707534,7,3
2262,-0.076345412,19,5
2263,0.028009173,14,27
2264,0.085137604,18,7
2265,0,11,2
2266,-0.071920518,24,5
2267,0.259856597,12,6
2268,0.032918576,20,18
2269,0.026743912,20,25
2270,-0.028768207,8,11
2271,-0.094672818,15,18
2272,0.011167847,32,14
2274,0,5,2
2275,-0.223143551,5,2
2276,0.031964675,9,10
2277,0.020010677,24,5
2278,0.094677625,12,12
2279,0.066765696,7,3
2280,-0.036464311,6,6
2281,0.08260974,8,17
2282,0.202732554,6,3
2283,0.031596232,8,30
2284,0.049643689,14,11
2285,0.069314718,16,11
2286,0.056318383,10,15
2290,0.038181818,19,17
2291,0.033007009,18,22
2293,0.02006707,27,11
2294,-0.182321557,6,2
2296,0.046124868,9,24
2297,0.470003629,5,2
2298,0,6,2
2299,0,6,2
2300,-0.080042708,13,2
2301,0,8,2
2302,0.047454028,12,21
2303,0.079594831,10,16
2305,0,5,11
2307,0.021072103,9,6
2308,0,7,2
2310,0.012010576,24,30
2311,0.027963111,16,30
2312,0.02890858,18,23
2313,0.024566452,17,28
2314,0.024979563,22,16
2315,0.031977379,18,18
2316,0,7,3
2317,0.033269132,8,27
2318,0.031596232,8,30
2319,0,6,7
2323,0.111571776,4,3
2324,0.091693412,10,8
2325,0.029907881,25,15
2326,0.026933256,29,12
2327,0.173770761,8,8
2328,0.030386926,10,7
2329,0.064412092,8,23
2330,-0.127706406,10,5
2331,0.426977948,10,4
2332,0,10,2
2333,0.24693409,5,7
2334,-0.182321557,6,2
2335,0.037740328,26,2
2336,0.060773852,5,4
2337,0,8,3
2338,0.031333575,20,16
2339,0,14,7
2340,0.201179739,7,9
2341,0.064596204,19,14
2342,0.0378484,24,6
2343,-0.223143551,5,2
2344,-0.117783036,9,2
2345,0.054490514,15,19
2346,0,6,2
2347,0,8,5
2348,0.032629082,20,23
2349,0.032284652,21,15
2351,0.068250818,15,15
2352,0.035399717,21,17
2353,-0.773189888,13,2
2354,0.15415068,6,2
2355,0.159226866,8,3
2356,0,15,2
2357,0.053795565,21,7
2359,0.080435427,16,10
2362,0.069845407,16,10
2363,-0.052472853,26,6
2364,-0.018888114,28,7
2367,0.030386926,25,13
2368,0.024184337,22,19
2369,0.028751025,17,23
2370,0.03062745,19,20
2373,0.051753234,13,19
2374,0.034657359,18,21
2375,0.035769663,20,15
2376,0.036860464,16,23
2377,0.029170041,19,29
2378,0.027892944,4,9
2379,0,9,2
2380,0.040464036,12,26
2381,0.077016353,16,10
2383,0.10812468,16,9
2384,-0.055785888,10,5
2385,0.020791564,29,14
2386,0.003369325,21,28
2387,0.033164686,22,15
2388,0.028961793,22,15
2389,0.020726511,20,28
2390,0,12,2
2391,-0.081093022,6,6
2393,-0.78845736,11,2
2394,0.549306144,6,3
2395,0.058690582,17,16
2396,0.03578245,22,17
2397,0.034606561,13,7
2398,0.022772654,11,25
2400,0,6,2
2401,0.193973848,19,4
2402,0.010104104,32,7
2403,-0.087546874,12,11
2405,0.029445759,16,5
2406,0.105912233,12,9
2407,0.052333313,10,26
2408,0.071334989,7,6
2410,0.34657359,3,3
2411,0.234014251,9,6
2414,0,5,4
2415,0.138629436,7,6
2416,-0.11552453,12,7
2417,-0.133531393,8,2
2418,0.09531018,10,2
2419,0.072975089,9,8
2420,0,7,3
2421,0.182321557,5,2
2423,0.015051502,9,8
2424,0.066765696,7,3
2425,0.358351894,5,6
2426,0.430100633,11,3
2427,0,4,2
2428,0,6,2
2429,-0.028641709,19,7
2430,0.028579207,17,3
2432,0.029509814,13,27
2434,0.287682072,9,3
2435,0.059263751,12,20
2436,-0.060773852,6,4
2437,0.124535734,27,7
2438,0.052680258,18,3
2439,0.020548719,24,15
2440,0.04722308,14,21
2441,0.287682072,9,2
2442,0.05138356,6,4
