ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_3,Neighbors_FirstClosestDistance_3,Neighbors_FirstClosestObjectNumber_3,Neighbors_NumberOfNeighbors_3,Neighbors_PercentTouching_3,Neighbors_SecondClosestDistance_3,Neighbors_SecondClosestObjectNumber_3,Number_Object_Number,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
1,1,351,1222,129,76,103,29,113.84900284900284,50.98860398860399,3.062563443450751,463,0.9867188039420082,21.14017691983778,1,0.2872340425531915,0.3265238479021507,58.235356539024515,51.42956348249516,4.123105625617661,2.0691433349225585,2.0,10.017979991689321,9.459616580058231,-26.232333845902858,116.22539674441617,0.7580993520518359,113.84900284900284,50.98860398860399,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0.0,0.0,nan,0.0,1,1,nan,0.0,0,0.0,0.0
2,1,362,1296,127,77,100,29,111.12430939226519,51.20165745856354,3.08520447934318,479,0.9867868759784317,21.468877828012552,1,0.279320987654321,0.32412762482857976,59.254408992745525,52.773099207835045,4.242640687119285,2.0901255004581425,2.0,10.285912696499032,9.60061530129408,-26.640377809424116,118.46803743153546,0.755741127348643,111.12430939226519,51.20165745856354,0,0.0,0.0,0,0.0,0.0,0.0,0,1,2.7330104672779414,2.7330104672779414,nan,2.7330104672779414,1,2,1.0,1.0,1,-2.724693456737654,0.21305346995954721
3,1,378,1428,124,81,96,30,107.46560846560847,53.21164021164021,3.305034291046316,490,0.9876976501695794,21.938198374294355,1,0.2647058823529412,0.3025687215134514,62.34487742577609,55.90169943749474,4.242640687119285,2.0777933262377744,2.0,10.175861241396941,9.749222313727723,-26.708794918064736,125.29646455628166,0.7714285714285715,107.46560846560847,53.21164021164021,0,0.0,0.0,0,0.0,0.0,0.0,0,1,6.759409286533993,4.174460820080172,nan,6.907471287358113,1,3,0.9785649487830518,2.0,1,-3.6587009266567208,2.0099827530766703
4,1,399,1537,122,82,93,29,105.48872180451127,53.666666666666664,3.3165174596078373,525,0.9880537505553518,22.539356209735228,1,0.25959661678594664,0.3015211022342229,64.79694166940895,57.697486947006624,4.242640687119285,2.1131427030385126,2.0,10.59368687929338,9.985834378134593,-26.57458750776716,128.95331880577405,0.76,105.48872180451127,53.666666666666664,0,0.0,0.0,0,0.0,0.0,0.0,0,1,8.778742441290627,2.0285783064989054,nan,8.93604959385702,1,4,0.9823963429349662,3.0,1,-1.976886661097197,0.4550264550264558
5,1,420,1736,121,90,90,34,103.14285714285714,60.45238095238095,3.566346106038861,568,0.9891787979053382,23.12489154112443,1,0.24193548387096775,0.28039903314675746,68.7734610136236,61.26989472816156,4.242640687119285,2.1032953888831036,2.0,10.870301157332966,10.090101742703904,-27.155969848486844,137.1959594928933,0.7394366197183099,103.14285714285714,60.45238095238095,0,0.0,0.0,0,0.0,0.0,0.0,0,1,14.28931874867859,7.1797631839876574,nan,16.115812777844678,1,5,0.8866644795180872,4.0,1,-2.345864661654133,6.785714285714285
6,1,425,1767,120,96,89,39,101.9835294117647,65.61647058823529,3.701985312906601,582,0.9893874110800711,23.26213245840639,1,0.24052065647990944,0.2701253288373674,70.57259572724551,62.609903369994115,4.123105625617661,2.0717618235347546,2.0,10.88317490779898,10.254310063545047,-27.097582803018796,140.61017305526642,0.7302405498281787,101.9835294117647,65.61647058823529,0,0.0,0.0,0,0.0,0.0,0.0,0,1,18.835178288150413,5.29262340954069,nan,21.40843618738537,1,6,0.8798016876752907,5.0,1,-1.1593277310924321,5.164089635854339
7,1,449,2013,119,101,86,40,100.21158129175947,69.03118040089088,4.033208049399791,621,0.9907447088864447,23.90992587997897,1,0.223050173869846,0.24794158589186013,75.3055401608464,67.08203932499369,4.242640687119285,2.059446164267408,2.0,11.034539896181581,10.221855912303475,-27.043997073202192,150.8528137423857,0.7230273752012882,100.21158129175947,69.03118040089088,0,0.0,0.0,0,0.0,0.0,0.0,0,1,22.61667151291669,3.8470824327841537,nan,25.255518620169525,1,7,0.8955140400425037,6.0,1,-1.7719481200052343,3.4147098126555875
8,1,474,2142,118,113,84,50,98.32278481012658,79.29957805907173,4.038405581922346,657,0.9910541211958186,24.566553364370574,1,0.22128851540616246,0.24762247865257356,77.7939832184179,68.8839603971781,4.242640687119285,2.095534234484714,2.0,11.040248722393166,10.382430833972192,-26.93876968155226,155.09545442950497,0.7214611872146118,98.32278481012658,79.29957805907173,0,0.0,0.0,0,0.0,0.0,0.0,0,1,32.28892533686161,10.44066772843399,nan,35.69618634860352,1,8,0.9045483184543268,7.0,1,-1.8887964816328946,10.26839765818086
9,1,511,2412,118,121,82,54,97.28962818003914,85.6105675146771,4.184597528299931,726,0.9917848892098767,25.507359866510456,1,0.21185737976782754,0.23897160795921707,83.3435697191883,73.79024325749306,4.242640687119285,2.1077670104340562,2.0,11.627553482998906,10.661051148125866,-27.147696930203907,163.92388155425118,0.7038567493112947,97.28962818003914,85.6105675146771,0,0.0,0.0,0,0.0,0.0,0.0,0,1,38.37829136149568,6.39499808686881,nan,42.09118443547233,1,9,0.9117892945096691,8.0,1,-1.0331566300874329,6.310989455605366
10,1,277,910,118,89,92,54,104.9783393501805,71.18772563176896,2.3512602673529477,311,0.9823253572869781,18.77997214831907,1,0.30439560439560437,0.4253038312622879,44.25721147262618,40.22437072223753,4.242640687119285,2.105354398995836,2.23606797749979,8.105828004140701,8.284128686203264,-36.82224941506811,90.46803743153546,0.8906752411575563,104.9783393501805,71.18772563176896,0,0.0,37.55031153479197,2,1.0,9.401709401709402,0.0,0,1,22.06112386223137,16.344254263722952,nan,58.43543869919528,1,10,0.37752987490680334,9.0,1,7.68871117014136,-14.422841882908145
