1	0	0	0
2	0	0	0
3	1	1	0
4	1	1	0
5	2	2	0
6	2	2	0
7	3	3	0
8	3	3	0
9	4	4	0
10	4	4	0
11	5	5	0
12	5	5	0
13	6	6	0
14	6	6	0
15	7	7	0
16	7	7	0
17	8	17	0
18	8	11	0
19	8	12	0
20	13	13	0
21	14	14	0
22	15	15	0
23	16	16	0
24	17	17	0
25	18	18	0
26	18	18	0
27	19	24	0
28	19	19	0
29	19	26	0
30	20	20	0
31	21	24	0
32	21	26	0
33	25	33	27
34	27	28	32
35	27	32	29
36	27	28	0
37	28	29	0
38	29	30	36
39	29	35	34
40	31	31	38
41	32	37	40
42	33	34	59
43	33	39	57
44	33	39	35
45	34	39	70
46	34	39	60
47	34	39	33
48	34	34	0
49	35	37	42
50	35	39	63
51	36	39	39
52	38	39	41
53	38	39	67
54	38	39	49
55	39	39	74
56	25	25	27
57	27	32	29
58	33	39	57
59	27	32	32
60	33	33	59
61	34	39	60
62	34	39	33
63	29	34	34
64	35	39	63
65	33	39	35
66	29	29	36
67	31	37	38
68	38	39	67
69	36	37	39
70	32	33	40
71	34	34	70
72	38	39	41
73	35	39	42
74	38	38	49
75	39	39	74
