TimeStep,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,5
21,5
22,7
23,7
24,6
25,7
26,8
27,8
28,9
29,11
30,10
31,8
32,11
33,11
34,12
35,11
36,21
37,21
38,20
39,25
