StepNumber,NumberOfCells
1,3
2,3
3,3
4,3
5,3
6,3
7,3
8,4
9,5
10,5
11,6
12,6
13,6
14,8
15,8
16,8
17,7
18,8
19,7
20,9
21,9
22,10
23,11
24,11
25,12
26,13
27,13
28,13
29,13
30,17
31,17
