ImageNumber,ObjectNumber,Children_FilteredNuclei_Count,Children_IdentifySecondaryObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
8,2,1,1,230.40928270042195,203.83966244725738,0,2
8,3,1,1,247.0,199.0,0,3
8,4,1,1,265.44444444444446,210.61111111111111,0,4
8,5,1,1,229.0,216.0,0,5
8,6,1,1,250.0,219.0,0,6
8,7,1,1,264.7972972972973,231.1216216216216,0,7
8,8,1,1,213.653125,244.109375,0,8
8,9,1,1,241.33333333333334,238.77124183006535,0,9
8,10,1,1,279.0747663551402,240.7663551401869,0,10
8,11,1,1,261.1818181818182,238.9090909090909,0,11
8,12,1,1,261.5,244.5,0,12
8,13,1,1,232.42857142857142,249.74285714285713,0,13
8,14,1,1,292.9007352941176,264.09191176470586,0,14
8,15,1,1,249.68421052631578,252.31578947368422,0,15
8,16,1,1,229.2,252.1,0,16
8,17,1,1,262.3333333333333,254.33333333333334,0,17
8,18,1,1,266.0,255.0,0,18
8,19,1,1,235.26315789473685,265.63157894736844,0,19
8,20,1,1,264.6,257.6,0,20
8,21,1,1,229.17624521072796,294.8773946360153,0,21
8,22,1,1,248.0,261.0,0,22
8,23,1,1,253.0,264.5,0,23
8,24,1,1,249.0,267.0,0,24
8,25,1,1,254.0,269.25,0,25
8,26,1,1,268.25773195876286,286.8659793814433,0,26
8,27,1,1,252.28571428571428,275.2142857142857,0,27
8,28,1,1,255.66666666666666,272.3333333333333,0,28
8,29,1,1,240.75,277.25,0,29
8,30,1,1,256.0,278.0,0,30
8,31,1,1,259.0,280.0,0,31
8,32,1,1,257.0,282.0,0,32
8,33,1,1,263.09660107334525,306.4293381037567,0,33
8,34,1,1,289.0,285.0,0,34
8,35,1,1,249.0,311.0,0,35
9,1,1,1,375.0,147.0,0,1
9,2,1,1,299.74744027303757,231.16382252559728,0,2
9,3,1,1,316.51734104046244,241.68208092485548,0,3
9,4,1,1,282.4594594594595,245.6023166023166,0,4
9,5,1,1,317.0,253.0,0,5
9,6,1,1,280.0,257.0,0,6
9,7,1,1,297.64285714285717,263.2142857142857,0,7
9,8,1,1,301.1,263.2,0,8
9,9,1,1,303.0,269.0,0,9
9,10,1,1,318.3333333333333,269.3333333333333,0,10
9,11,1,1,263.6842105263158,293.12742382271466,0,11
9,12,1,1,287.55172413793105,281.51724137931035,0,12
9,13,1,1,288.6666666666667,274.8333333333333,0,13
9,14,1,1,302.5,273.5,0,14
9,15,1,1,305.0,273.5,0,15
9,16,1,1,337.5,290.2260869565217,0,16
9,17,1,1,301.0,277.0,0,17
9,18,1,1,306.5,277.5,0,18
9,19,1,1,292.14285714285717,282.0,0,19
9,20,1,1,320.55555555555554,282.22222222222223,0,20
9,21,1,1,303.0,281.0,0,21
9,22,1,1,307.0,281.5,0,22
9,23,1,1,324.9375,285.375,0,23
9,24,1,1,319.0,287.5,0,24
9,25,1,1,319.22222222222223,299.3333333333333,0,25
9,26,1,1,280.6896551724138,296.7586206896552,0,26
9,27,1,1,351.0690909090909,313.27272727272725,0,27
9,28,1,1,323.9583333333333,299.2083333333333,0,28
9,29,1,1,299.0,295.75,0,29
9,30,1,1,296.1818181818182,299.45454545454544,0,30
9,31,1,1,281.0,298.0,0,31
9,32,1,1,300.0,301.2857142857143,0,32
9,33,1,1,281.0,303.0,0,33
9,34,1,1,298.3333333333333,304.6666666666667,0,34
9,35,1,1,321.0,304.0,0,35
9,36,1,1,299.5,308.0,0,36
9,37,1,1,322.3333333333333,308.0,0,37
9,38,1,1,282.5834829443447,347.9443447037702,0,38
9,39,1,1,283.6666666666667,309.0,0,39
9,40,1,1,302.0,308.5,0,40
9,41,1,1,289.0,313.5882352941176,0,41
9,42,1,1,301.0,311.0,0,42
9,43,1,1,303.25,312.5,0,43
9,44,1,1,284.0,313.5,0,44
9,45,1,1,319.0,313.0,0,45
9,46,1,1,286.0,315.5,0,46
9,47,1,1,301.5,316.5,0,47
9,48,1,1,323.0,316.5,0,48
9,49,1,1,287.5,318.0,0,49
9,50,1,1,319.75,319.5,0,50
9,51,1,1,273.5,319.5,0,51
9,52,1,1,303.85714285714283,321.42857142857144,0,52
9,53,1,1,306.6666666666667,320.6666666666667,0,53
9,54,1,1,288.6,322.6,0,54
9,55,1,1,295.0,323.0,0,55
9,56,1,1,326.2216748768473,341.44827586206895,0,56
9,57,1,1,309.4,325.6,0,57
9,58,1,1,289.8,326.6,0,58
9,59,1,1,307.2,327.6,0,59
9,60,1,1,331.53205128205127,358.84615384615387,0,60
9,61,1,1,301.0,341.0,0,61
9,62,1,1,302.6666666666667,347.1666666666667,0,62
9,63,1,1,303.8,368.7375,0,63
9,64,1,1,341.0,348.0,0,64
9,65,1,1,287.0,353.0,0,65
9,66,1,1,317.5,353.5,0,66
9,67,1,1,287.0,357.0,0,67
9,68,1,1,302.0,359.0,0,68
10,1,1,1,226.50375939849624,176.40977443609023,0,1
10,2,1,1,242.34868421052633,172.80263157894737,0,2
10,3,1,1,206.86013986013987,190.37762237762237,0,3
10,4,1,1,242.9,198.86315789473684,0,4
10,5,1,1,224.0,206.0,0,5
10,6,1,1,226.0,210.0,0,6
10,7,1,1,226.33333333333334,213.0,0,7
10,8,1,1,211.42222222222222,218.64444444444445,0,8
10,9,1,1,186.336,239.176,0,9
10,10,1,1,224.66666666666666,217.83333333333334,0,10
10,11,1,1,229.0,216.5,0,11
10,12,1,1,264.2745901639344,233.5122950819672,0,12
10,13,1,1,230.66666666666666,223.93333333333334,0,13
10,14,1,1,227.46153846153845,225.69230769230768,0,14
10,15,1,1,212.5,228.9,0,15
10,16,1,1,217.0,228.44444444444446,0,16
10,17,1,1,251.86363636363637,233.86363636363637,0,17
10,18,1,1,231.0,232.0,0,18
10,19,1,1,247.0,233.83333333333334,0,19
10,20,1,1,218.0,235.5,0,20
10,21,1,1,248.0,237.5,0,21
10,22,1,1,278.80479452054794,257.57876712328766,0,22
10,23,1,1,204.04347826086956,242.2173913043478,0,23
10,24,1,1,246.0,242.0,0,24
10,25,1,1,249.66666666666666,245.0,0,25
10,26,1,1,246.5,247.0,0,26
10,27,1,1,250.625,249.625,0,27
10,28,1,1,204.0,249.0,0,28
10,29,1,1,208.0,257.4,0,29
10,30,1,1,211.91666666666666,257.2083333333333,0,30
10,31,1,1,199.18045112781954,271.1691729323308,0,31
10,32,1,1,247.4,253.6,0,32
10,33,1,1,227.5,258.0,0,33
10,34,1,1,246.75,258.75,0,34
10,35,1,1,262.3333333333333,259.0,0,35
10,36,1,1,229.71428571428572,263.57142857142856,0,36
10,37,1,1,246.66666666666666,262.6666666666667,0,37
10,38,1,1,249.33333333333334,263.5,0,38
10,39,1,1,227.42857142857142,265.2857142857143,0,39
10,40,1,1,246.0,267.5,0,40
10,41,1,1,231.0,269.0,0,41
10,42,1,1,248.0,268.5,0,42
10,43,1,1,229.0,269.5,0,43
10,44,1,1,213.9090909090909,272.45454545454544,0,44
10,45,1,1,217.5,271.0,0,45
10,46,1,1,253.32765957446807,289.0,0,46
10,47,1,1,230.0,272.0,0,47
10,48,1,1,235.0,273.0,0,48
10,49,1,1,218.0,275.0,0,49
10,50,1,1,258.76770538243625,305.8810198300283,0,50
10,51,1,1,225.0,288.0,0,51
10,52,1,1,229.41573033707866,316.41198501872657,0,52
10,53,1,1,214.66860465116278,317.13081395348837,0,53
10,54,1,1,367.0,403.0,0,54
11,1,1,1,285.0,95.0,0,1
11,2,1,1,263.0232558139535,184.9418604651163,0,2
11,3,1,1,245.28846153846155,180.83846153846153,0,3
11,4,1,1,430.0,170.0,0,4
11,5,1,1,227.8708609271523,190.0496688741722,0,5
11,6,1,1,244.0,205.0,0,6
11,7,1,1,233.58333333333334,218.16666666666666,0,7
11,8,1,1,282.9142857142857,234.9469387755102,0,8
11,9,1,1,236.54545454545453,218.72727272727272,0,9
11,10,1,1,263.5,217.0,0,10
11,11,1,1,207.32731958762886,240.82731958762886,0,11
11,12,1,1,250.0,221.5,0,12
11,13,1,1,253.0,223.5,0,13
11,14,1,1,237.25,224.75,0,14
11,15,1,1,234.2941176470588,232.8235294117647,0,15
11,16,1,1,251.08333333333334,230.79166666666666,0,16
11,17,1,1,237.92307692307693,232.76923076923077,0,17
11,18,1,1,268.5,233.0,0,18
11,19,1,1,249.33333333333334,236.66666666666666,0,19
11,20,1,1,267.0,236.0,0,20
11,21,1,1,299.56351791530943,258.7524429967427,0,21
11,22,1,1,239.0,238.5,0,22
11,23,1,1,252.0,238.0,0,23
11,24,1,1,271.0,238.0,0,24
11,25,1,1,224.20454545454547,248.5,0,25
11,26,1,1,268.0,243.0,0,26
11,27,1,1,268.5,248.5,0,27
11,28,1,1,266.0,252.1,0,28
11,29,1,1,269.125,254.375,0,29
11,30,1,1,216.640522875817,276.640522875817,0,30
11,31,1,1,266.0,258.0,0,31
11,32,1,1,229.29268292682926,265.9268292682927,0,32
11,33,1,1,268.0,263.5,0,33
11,34,1,1,244.0,264.3333333333333,0,34
11,35,1,1,265.625,266.875,0,35
11,36,1,1,245.75,267.0,0,36
11,37,1,1,268.5,269.125,0,37
11,38,1,1,248.33333333333334,273.1904761904762,0,38
11,39,1,1,234.0,273.0,0,39
11,40,1,1,266.0,273.0,0,40
11,41,1,1,274.4595744680851,293.9191489361702,0,41
11,42,1,1,269.0,275.0,0,42
11,43,1,1,272.0,275.0,0,43
11,44,1,1,234.12244897959184,281.3673469387755,0,44
11,45,1,1,266.0,276.5,0,45
11,46,1,1,295.0,281.0,0,46
11,47,1,1,254.0,284.0,0,47
11,48,1,1,257.0,287.0,0,48
11,49,1,1,281.0405797101449,309.6115942028986,0,49
11,50,1,1,255.0,290.0,0,50
11,51,1,1,244.0,298.0,0,51
11,52,1,1,234.6727272727273,324.2878787878788,0,52
11,53,1,1,244.0,306.3125,0,53
11,54,1,1,247.0,302.0,0,54
11,55,1,1,248.375,307.125,0,55
11,56,1,1,250.68421052631578,331.246963562753,0,56
11,57,1,1,237.0,339.0,0,57
11,58,1,1,451.0,497.0,0,58
12,1,1,1,256.214983713355,174.0456026058632,0,1
12,2,1,1,234.0,157.0,0,2
12,3,1,1,240.34883720930233,171.7813953488372,0,3
12,4,1,1,252.0,159.0,0,4
12,5,1,1,223.98392282958199,181.30868167202573,0,5
12,6,1,1,237.0,185.0,0,6
12,7,1,1,245.5,192.0,0,7
12,8,1,1,246.42857142857142,195.71428571428572,0,8
12,9,1,1,243.5,196.5,0,9
12,10,1,1,246.0,200.0,0,10
12,11,1,1,263.25,203.25,0,11
12,12,1,1,278.20574162679424,222.74641148325358,0,12
12,13,1,1,264.0,206.0,0,13
12,14,1,1,351.0,206.0,0,14
12,15,1,1,263.3333333333333,211.0,0,15
12,16,1,1,200.81360201511336,235.94962216624685,0,16
12,17,1,1,232.0,215.0,0,17
12,18,1,1,234.5,216.5,0,18
12,19,1,1,250.0,220.5,0,19
12,20,1,1,233.21052631578948,226.57894736842104,0,20
12,21,1,1,230.0,227.83333333333334,0,21
12,22,1,1,246.0,225.0,0,22
12,23,1,1,246.0,227.0,0,23
12,24,1,1,295.05830903790087,250.72303206997086,0,24
12,25,1,1,245.2941176470588,233.52941176470588,0,25
12,26,1,1,247.33333333333334,235.44444444444446,0,26
12,27,1,1,265.0,235.0,0,27
12,28,1,1,261.4,237.4,0,28
12,29,1,1,265.0,238.0,0,29
12,30,1,1,217.35897435897436,244.35897435897436,0,30
12,31,1,1,295.0,243.0,0,31
12,32,1,1,274.0,247.0,0,32
12,33,1,1,275.6666666666667,249.0,0,33
12,34,1,1,261.6,249.6,0,34
12,35,1,1,277.8,252.0,0,35
12,36,1,1,207.92409240924093,274.1716171617162,0,36
12,37,1,1,217.66666666666666,252.33333333333334,0,37
12,38,1,1,261.8125,254.9375,0,38
12,39,1,1,281.5,253.0,0,39
12,40,1,1,281.0,256.0,0,40
12,41,1,1,263.0,261.5,0,41
12,42,1,1,260.7894736842105,267.63157894736844,0,42
12,43,1,1,223.0,264.0,0,43
12,44,1,1,221.0,267.0,0,44
12,45,1,1,278.09090909090907,283.3376623376623,0,45
12,46,1,1,240.88571428571427,275.48571428571427,0,46
12,47,1,1,264.97986577181206,297.43624161073825,0,47
12,48,1,1,257.0,272.5,0,48
12,49,1,1,223.8181818181818,281.75757575757575,0,49
12,50,1,1,258.0,276.0,0,50
12,51,1,1,225.33333333333334,277.6666666666667,0,51
12,52,1,1,263.0,277.0,0,52
12,53,1,1,257.0,278.5,0,53
12,54,1,1,278.1138211382114,305.79132791327913,0,54
12,55,1,1,241.0,282.0,0,55
12,56,1,1,243.0,282.5,0,56
12,57,1,1,244.0,285.0,0,57
12,58,1,1,228.40168539325842,324.46067415730334,0,58
12,59,1,1,235.0,302.0,0,59
12,60,1,1,237.0,304.0,0,60
12,61,1,1,239.22857142857143,311.77142857142854,0,61
12,62,1,1,247.28968253968253,337.4761904761905,0,62
12,63,1,1,241.0,315.0,0,63
12,64,1,1,266.0,322.0,0,64
12,65,1,1,231.0,456.0,0,65
12,66,1,1,258.0,456.0,0,66
12,67,1,1,450.0,486.0,0,67
13,1,1,1,47.0,12.0,0,1
13,2,1,1,232.0,46.0,0,2
13,3,1,1,252.11610486891385,160.7677902621723,0,3
13,4,1,1,237.86633663366337,165.36138613861385,0,4
13,5,1,1,225.0494699646643,173.01413427561837,0,5
13,6,1,1,261.4102564102564,188.35897435897436,0,6
13,7,1,1,235.0,192.0,0,7
13,8,1,1,249.0,193.0,0,8
13,9,1,1,264.3333333333333,193.33333333333334,0,9
13,10,1,1,279.8875,205.84375,0,10
13,11,1,1,263.5,199.83333333333334,0,11
13,12,1,1,202.60416666666666,229.96041666666667,0,12
13,13,1,1,262.0,204.0,0,13
13,14,1,1,226.0,205.0,0,14
13,15,1,1,265.0,208.0,0,15
13,16,1,1,263.0,210.0,0,16
13,17,1,1,265.0,211.0,0,17
13,18,1,1,235.33333333333334,217.0,0,18
13,19,1,1,233.0,217.5,0,19
13,20,1,1,286.0,219.0,0,20
13,21,1,1,296.7471264367816,249.97413793103448,0,21
13,22,1,1,233.0,229.5,0,22
13,23,1,1,280.38271604938274,239.69135802469137,0,23
13,24,1,1,220.6,231.8,0,24
13,25,1,1,217.5,237.5,0,25
13,26,1,1,220.5,235.0,0,26
13,27,1,1,221.0,239.0,0,27
13,28,1,1,268.0,237.0,0,28
13,29,1,1,233.5,242.0,0,29
13,30,1,1,218.6,247.8,0,30
13,31,1,1,207.30769230769232,275.9822485207101,0,31
13,32,1,1,276.5,250.0,0,32
13,33,1,1,260.39473684210526,272.2631578947368,0,33
13,34,1,1,282.0,269.0,0,34
13,35,1,1,223.0,271.0,0,35
13,36,1,1,238.8,272.2,0,36
13,37,1,1,278.43,280.52,0,37
13,38,1,1,222.08333333333334,279.75,0,38
13,39,1,1,239.0,277.0,0,39
13,40,1,1,241.0,276.5,0,40
13,41,1,1,242.6,282.26666666666665,0,41
13,42,1,1,261.0,281.3333333333333,0,42
13,43,1,1,288.03465346534654,296.24257425742576,0,43
13,44,1,1,273.0,291.0,0,44
13,45,1,1,275.0,294.0,0,45
13,46,1,1,272.5,298.5,0,46
13,47,1,1,230.26771653543307,329.4173228346457,0,47
13,48,1,1,263.4583333333333,313.21875,0,48
13,49,1,1,238.5,307.5,0,49
13,50,1,1,158.0,310.0,0,50
13,51,1,1,239.0,310.0,0,51
13,52,1,1,241.33333333333334,311.0,0,52
13,53,1,1,239.0,312.5,0,53
13,54,1,1,242.0,314.5,0,54
13,55,1,1,269.98578199052133,332.45971563981044,0,55
13,56,1,1,240.0,316.0,0,56
13,57,1,1,241.0,319.5,0,57
13,58,1,1,244.0,318.75,0,58
13,59,1,1,247.0,322.0,0,59
13,60,1,1,251.55140186915887,346.0140186915888,0,60
13,61,1,1,235.0,343.0,0,61
14,1,1,1,119.0,7.0,0,1
14,2,1,1,361.0,37.0,0,2
14,3,1,1,18.0,76.5,0,3
14,4,1,1,93.0,84.0,0,4
14,5,1,1,235.61418439716311,156.81418439716313,0,5
14,6,1,1,229.0,148.0,0,6
14,7,1,1,245.4,181.6,0,7
14,8,1,1,249.16666666666666,182.0,0,8
14,9,1,1,266.09302325581393,184.7674418604651,0,9
14,10,1,1,228.66666666666666,181.33333333333334,0,10
14,11,1,1,285.09090909090907,198.16042780748663,0,11
14,12,1,1,231.28571428571428,187.14285714285714,0,12
14,13,1,1,235.0,185.0,0,13
14,14,1,1,248.4,185.6,0,14
14,15,1,1,214.88888888888889,202.04761904761904,0,15
14,16,1,1,234.25,188.75,0,16
14,17,1,1,269.95238095238096,197.07142857142858,0,17
14,18,1,1,14.0,194.0,0,18
14,19,1,1,271.0,207.5,0,19
14,20,1,1,273.0,210.5,0,20
14,21,1,1,226.0,212.0,0,21
14,22,1,1,226.5,214.5,0,22
14,23,1,1,230.0,214.0,0,23
14,24,1,1,288.0,216.0,0,24
14,25,1,1,224.0,219.0,0,25
14,26,1,1,297.74175824175825,245.57417582417582,0,26
14,27,1,1,226.0,221.5,0,27
14,28,1,1,222.0,222.0,0,28
14,29,1,1,198.8,238.58461538461538,0,29
14,30,1,1,242.0,222.0,0,30
14,31,1,1,284.0,222.0,0,31
14,32,1,1,254.5,223.0,0,32
14,33,1,1,211.0,224.0,0,33
14,34,1,1,237.0,225.0,0,34
14,35,1,1,239.0,225.0,0,35
14,36,1,1,221.0,225.0,0,36
14,37,1,1,297.0,226.0,0,37
14,38,1,1,280.3125,239.1796875,0,38
14,39,1,1,235.0,228.0,0,39
14,40,1,1,204.0,230.0,0,40
14,41,1,1,224.0,230.0,0,41
14,42,1,1,223.0,232.0,0,42
14,43,1,1,221.0,233.0,0,43
14,44,1,1,237.0,236.0,0,44
14,45,1,1,253.0,238.0,0,45
14,46,1,1,233.0,240.5,0,46
14,47,1,1,236.0,240.0,0,47
14,48,1,1,205.57329842931938,273.5287958115183,0,48
14,49,1,1,266.0,243.0,0,49
14,50,1,1,239.0,246.0,0,50
14,51,1,1,278.5,254.5,0,51
14,52,1,1,223.2,257.2,0,52
14,53,1,1,222.0,262.0,0,53
14,54,1,1,224.0,262.5,0,54
14,55,1,1,123.0,265.0,0,55
14,56,1,1,221.0,265.5,0,56
14,57,1,1,223.0,265.0,0,57
14,58,1,1,260.7142857142857,275.30357142857144,0,58
14,59,1,1,282.5,266.0,0,59
14,60,1,1,220.875,269.25,0,60
14,61,1,1,238.66666666666666,268.3333333333333,0,61
14,62,1,1,279.8217821782178,279.9207920792079,0,62
14,63,1,1,286.0,268.0,0,63
14,64,1,1,216.66666666666666,273.0,0,64
14,65,1,1,221.66666666666666,274.5,0,65
14,66,1,1,25.0,273.0,0,66
14,67,1,1,218.66666666666666,276.0,0,67
14,68,1,1,205.0,278.5,0,68
14,69,1,1,285.0,279.0,0,69
14,70,1,1,241.0,280.0,0,70
14,71,1,1,290.98514851485146,298.84653465346537,0,71
14,72,1,1,261.0,286.0,0,72
14,73,1,1,272.0,291.0,0,73
14,74,1,1,222.01796407185628,307.16766467065867,0,74
14,75,1,1,277.0,293.0,0,75
14,76,1,1,285.0,299.0,0,76
14,77,1,1,271.5,308.0,0,77
14,78,1,1,268.26666666666665,322.6962962962963,0,78
14,79,1,1,255.0,314.0,0,79
14,80,1,1,277.2557251908397,337.0496183206107,0,80
14,81,1,1,235.96969696969697,337.54978354978357,0,81
14,82,1,1,253.06632653061226,342.58673469387753,0,82
14,83,1,1,237.0,339.0,0,83
14,84,1,1,331.0,389.0,0,84
14,85,1,1,351.0,439.0,0,85
14,86,1,1,143.0,459.0,0,86
14,87,1,1,423.0,470.0,0,87
14,88,1,1,39.0,487.0,0,88
14,89,1,1,327.0,525.0,0,89
15,1,1,1,289.0,4.0,0,1
15,2,1,1,70.0,26.0,0,2
15,3,1,1,439.0,37.0,0,3
15,4,1,1,325.0,46.0,0,4
15,5,1,1,215.3391472868217,150.0717054263566,0,5
15,6,1,1,252.1290322580645,155.0258064516129,0,6
15,7,1,1,222.0,159.0,0,7
15,8,1,1,240.66666666666666,167.66666666666666,0,8
15,9,1,1,243.0,168.0,0,9
15,10,1,1,244.1,171.2,0,10
15,11,1,1,228.46666666666667,175.83333333333334,0,11
15,12,1,1,249.0,172.5,0,12
15,13,1,1,248.0,174.66666666666666,0,13
15,14,1,1,273.89156626506025,188.63855421686748,0,14
15,15,1,1,288.31004366812226,192.20960698689956,0,15
15,16,1,1,213.91712707182322,200.33701657458565,0,16
15,17,1,1,223.0,186.5,0,17
15,18,1,1,280.0,186.0,0,18
15,19,1,1,288.0,198.0,0,19
15,20,1,1,287.0,201.0,0,20
15,21,1,1,224.66666666666666,209.88888888888889,0,21
15,22,1,1,229.28571428571428,209.71428571428572,0,22
15,23,1,1,233.0,209.0,0,23
15,24,1,1,270.0,209.5,0,24
15,25,1,1,224.0,215.0,0,25
15,26,1,1,226.0,215.0,0,26
15,27,1,1,229.0,215.5,0,27
15,28,1,1,295.4834834834835,242.42342342342343,0,28
15,29,1,1,301.0,215.0,0,29
15,30,1,1,239.5,216.5,0,30
15,31,1,1,212.0,217.0,0,31
15,32,1,1,223.2,218.8,0,32
15,33,1,1,200.44160583941607,240.1934306569343,0,33
15,34,1,1,221.0,224.0,0,34
15,35,1,1,283.9347826086956,234.08695652173913,0,35
15,36,1,1,222.0,226.0,0,36
15,37,1,1,280.0,228.9,0,37
15,38,1,1,220.0,229.0,0,38
15,39,1,1,233.0,230.0,0,39
15,40,1,1,235.0,233.0,0,40
15,41,1,1,278.65714285714284,238.31428571428572,0,41
15,42,1,1,219.0,236.0,0,42
15,43,1,1,211.06451612903226,247.61290322580646,0,43
15,44,1,1,282.25,244.75,0,44
15,45,1,1,215.5,245.5,0,45
15,46,1,1,213.52941176470588,253.41176470588235,0,46
15,47,1,1,225.71428571428572,256.0,0,47
15,48,1,1,228.0,254.0,0,48
15,49,1,1,205.875,258.375,0,49
15,50,1,1,204.70065789473685,283.4605263157895,0,50
15,51,1,1,223.0,260.0,0,51
15,52,1,1,208.0,261.0,0,52
15,53,1,1,221.5,264.5,0,53
15,54,1,1,224.0,263.0,0,54
15,55,1,1,223.0,266.0,0,55
15,56,1,1,220.0,269.0,0,56
15,57,1,1,239.0,269.0,0,57
15,58,1,1,274.42857142857144,272.2857142857143,0,58
15,59,1,1,220.75,273.0,0,59
15,60,1,1,274.0,282.22222222222223,0,60
15,61,1,1,278.51724137931035,282.3448275862069,0,61
15,62,1,1,205.0,279.0,0,62
15,63,1,1,212.0,282.0,0,63
15,64,1,1,295.56779661016947,302.5042372881356,0,64
15,65,1,1,218.0,290.0,0,65
15,66,1,1,221.7153846153846,305.44615384615383,0,66
15,67,1,1,278.0,292.0,0,67
15,68,1,1,281.0,293.5,0,68
15,69,1,1,278.5,295.0,0,69
15,70,1,1,283.0,297.0,0,70
15,71,1,1,221.0,300.0,0,71
15,72,1,1,280.2,308.6,0,72
15,73,1,1,229.0,309.5,0,73
15,74,1,1,254.0,310.5,0,74
15,75,1,1,271.01875,324.0625,0,75
15,76,1,1,277.6284584980237,338.3478260869565,0,76
15,77,1,1,254.0,323.0,0,77
15,78,1,1,54.0,325.0,0,78
15,79,1,1,234.77735849056603,341.90188679245284,0,79
15,80,1,1,252.1755319148936,347.67021276595744,0,80
15,81,1,1,247.5,329.0,0,81
15,82,1,1,262.0,350.0,0,82
15,83,1,1,207.0,484.0,0,83
15,84,1,1,461.0,497.0,0,84
15,85,1,1,64.0,524.0,0,85
16,1,1,1,115.0,14.0,0,1
16,2,1,1,441.0,127.0,0,2
16,3,1,1,203.60192307692307,148.07692307692307,0,3
16,4,1,1,250.57186544342508,151.87155963302752,0,4
16,5,1,1,246.0,153.66666666666666,0,5
16,6,1,1,237.0,159.0,0,6
16,7,1,1,239.0,159.0,0,7
16,8,1,1,243.0,160.6,0,8
16,9,1,1,219.21428571428572,166.57142857142858,0,9
16,10,1,1,239.0,164.0,0,10
16,11,1,1,247.6,165.8,0,11
16,12,1,1,243.0,165.0,0,12
16,13,1,1,217.57142857142858,170.47619047619048,0,13
16,14,1,1,276.55,177.0125,0,14
16,15,1,1,223.0,172.0,0,15
16,16,1,1,288.79423868312756,188.88477366255145,0,16
16,17,1,1,225.6,176.9,0,17
16,18,1,1,212.81182795698925,202.08064516129033,0,18
16,19,1,1,270.6666666666667,189.0,0,19
16,20,1,1,274.0,188.0,0,20
16,21,1,1,271.25,193.75,0,21
16,22,1,1,240.0,195.0,0,22
16,23,1,1,226.5,198.0,0,23
16,24,1,1,212.0,201.0,0,24
16,25,1,1,45.0,202.0,0,25
16,26,1,1,217.0,206.0,0,26
16,27,1,1,206.0,210.0,0,27
16,28,1,1,226.0,210.0,0,28
16,29,1,1,225.0,213.5,0,29
16,30,1,1,227.0,213.5,0,30
16,31,1,1,294.0,212.0,0,31
16,32,1,1,297.9367816091954,231.0632183908046,0,32
16,33,1,1,225.25,220.75,0,33
16,34,1,1,281.9166666666667,224.08333333333334,0,34
16,35,1,1,220.0,224.0,0,35
16,36,1,1,199.13432835820896,246.05223880597015,0,36
16,37,1,1,279.17391304347825,238.3695652173913,0,37
16,38,1,1,283.4888888888889,239.04444444444445,0,38
16,39,1,1,293.36301369863014,262.14383561643837,0,39
16,40,1,1,207.34782608695653,256.04347826086956,0,40
16,41,1,1,214.2,252.2,0,41
16,42,1,1,278.4,253.2,0,42
16,43,1,1,281.0,253.0,0,43
16,44,1,1,229.4,255.4,0,44
16,45,1,1,211.75,259.25,0,45
16,46,1,1,224.0,263.0,0,46
