lable,NumberOfDivision
1,2
2,0
3,0
4,0
6,0
7,0
8,2
10,2
11,0
12,0
13,0
14,0
15,4
16,0
17,0
19,1
20,0
21,2
22,0
24,3
25,2
26,1
27,2
28,1
29,0
31,6
32,0
33,0
34,3
35,0
37,2
38,0
40,0
41,0
43,0
44,1
45,0
48,0
50,0
51,2
52,0
54,0
55,0
56,5
57,0
58,0
59,4
60,0
62,0
63,2
64,2
65,0
66,0
67,4
68,0
69,0
70,0
71,0
72,0
73,0
74,1
75,0
76,0
77,0
78,0
79,2
81,0
82,5
83,6
84,0
85,0
86,4
87,0
88,0
89,3
90,0
91,7
92,0
93,0
94,2
95,0
98,3
103,0
104,0
107,0
109,0
111,0
113,0
115,0
117,0
120,0
121,0
124,0
127,0
131,0
135,2
137,0
147,0
161,0
180,0
184,0
187,0
207,0
211,0
221,0
222,0
240,5
263,2
264,0
299,0
300,0
302,0
305,0
307,0
309,0
311,1
312,0
313,0
314,1
315,0
316,1
318,0
320,0
321,0
322,0
324,2
326,0
331,0
332,0
334,0
336,0
341,0
342,0
344,0
348,0
349,0
357,1
358,0
359,0
360,0
362,0
363,0
375,0
380,0
386,0
400,0
405,0
409,0
410,0
421,0
423,0
424,0
425,0
426,0
444,0
462,0
467,0
474,0
480,0
483,0
486,0
487,0
489,0
491,0
492,0
513,0
526,0
558,0
559,0
562,0
570,1
573,0
597,0
611,0
614,0
616,0
619,0
622,0
624,0
626,0
640,0
642,4
643,1
645,0
646,0
652,0
653,0
656,0
664,0
677,0
691,0
693,0
745,0
746,0
768,0
788,0
789,0
814,0
826,0
872,0
883,0
884,0
901,0
907,0
908,0
912,0
914,0
915,0
917,0
941,0
945,0
975,0
985,0
994,0
995,0
1001,0
1010,0
1016,0
1018,0
1022,0
1026,0
1028,0
1029,0
1031,0
1035,0
1043,0
1053,0
1084,0
1085,0
1089,0
1092,0
1099,0
1100,0
1101,0
1105,0
1114,0
1123,0
1126,0
1128,0
1130,0
1135,0
1142,0
1162,0
1169,0
1183,0
1214,0
1222,0
1223,0
1245,0
1251,0
1254,0
1259,0
1260,0
1264,0
1267,0
1270,0
1271,0
1273,0
1274,0
1292,0
1295,0
1296,0
1303,0
1307,0
1332,0
1335,0
1343,0
1350,0
1355,0
1387,0
1390,0
1407,0
1409,0
1418,0
1430,0
1431,0
1435,0
1437,0
1459,0
1462,0
1464,0
1469,0
1470,0
1473,4
1476,0
1479,0
1481,0
1483,0
1526,0
1555,0
1556,0
1558,0
1559,0
1561,0
1564,0
1567,0
1569,0
1572,0
1580,0
1583,0
1586,0
1589,0
1591,0
1593,0
1594,0
1595,0
1596,0
1598,0
1601,0
1602,0
1603,0
1604,0
1608,0
1609,0
1610,0
1623,0
1631,0
1634,0
1637,0
1650,0
1699,0
1701,0
1712,0
1729,0
1732,0
1763,0
1775,0
1778,0
1779,0
1782,0
1783,0
1817,0
1821,0
1855,0
1863,0
1873,0
1876,0
1883,0
1885,0
1887,0
1895,0
1899,0
1903,0
1911,0
1913,0
1914,0
1915,0
1918,0
1920,0
1921,0
