CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength,AverageOrientation
1,0.102236052130383,20.538463683556,26,0.0180768743798535,34.5604940413395,-0.569144177852949
2,0.0787183358479962,18.6878457421149,26,0.0416065782054272,30.0601576300693,-0.667086638011333
3,0.613156754417071,26.9796036121783,10,0.0991916781272335,36.6202859287487,-1.14943807003817
4,0.0643837791519207,20.1217025324565,14,0.209029987213983,23.8931877179116,-0.948498123412545
5,0.405580494512148,22.6940177969221,10,-0.206936031024445,33.5380091250614,-1.14088719031129
6,0.803275484465771,19.7109129068048,7,0.247322465615867,32.6428450157685,-0.231263357291763
7,0.502692154756338,20.8304138907143,5,0.168557139518027,29.3356651831056,-1.10683511781128
8,1.16665784003195,24.2391960338513,6,0.0887767525490574,42.9892773423484,-1.25121557386674
9,0.523147644674039,27.1720570349554,6,-0.118132253937521,36.5465216925674,-1.32578601898512
10,0.339380124858345,23.8240904795171,8,0.0448346085799926,28.8489443930304,-0.770017665065682
11,0.39854014386932,16.8031780633444,9,0.115556559296319,26.0762369966909,-1.30968732014656
12,0.340416108593597,25.1140201176912,2,0.209836849310301,26.8161006606592,0.17702639948483
13,0.732501611020548,20.3980981921143,6,-0.253225827057709,34.3425646150501,-0.477855692235996
14,0.747052982439265,24.3797961920224,4,-0.115421318749647,31.8356168563923,-0.179949647566737
15,0.721354184147167,20.2931958746853,4,-0.142224930003432,28.0117278743754,-1.08025344832167
16,NaN,22.8936572941517,1,NaN,NaN,NaN
17,NaN,25.6501459426525,1,NaN,NaN,NaN
18,NaN,29.5553248332315,1,NaN,NaN,NaN
19,0.756717725686428,20.8072022577167,5,-0.235223604640848,34.1926077456123,-1.46270193451157
20,NaN,29.0601421610476,1,NaN,NaN,NaN
21,NaN,27.3014229943658,1,NaN,NaN,NaN
22,-0.0686337779559601,39.9899344478186,4,0.155674967457203,39.5211198294295,0.552643369642167
23,0.00803204465953812,26.0001387496775,5,0.0395796113638949,26.6486658240294,-0.428676086130605
24,NaN,40.6046449745247,1,NaN,NaN,NaN
25,0.41784886223878,37.2539098676744,2,-0.152323607287585,39.3431541788683,-0.139154292629114
26,0.00950037800407586,22.8299881717182,5,0.00543790935147285,23.0651340956314,-0.567041238708378
27,0.227093520005185,42.1740737903651,2,-0.153167693520521,43.309541390391,-0.584463769432305
28,0.116662896046164,40.9243157831638,4,0.0604768768491425,42.5128403129539,-1.10132043276774
29,0.638694822965289,42.1910827989028,2,-0.326389672810353,45.3845569137292,-1.44947420682712
30,0.513749072314609,33.6369200227588,2,-0.450457954973294,36.2056653843318,-1.41956433174383
31,0.25298211723151,47.4122407480344,4,-0.280610674800565,50.1682641917964,-1.50054217552222
32,NaN,21.3035698656594,1,NaN,NaN,NaN
33,0.0817524663135531,16.9005191839815,4,-0.0829034472962121,17.5480447041296,-0.837231232004485
34,0.797605626381282,22.2054421424041,5,0.111839218027181,29.2043356951647,-0.241538548121137
35,0.343582193881663,16.9048256164173,3,-0.034753287770432,19.4321021394828,-0.230387849176568
36,0.356363008469064,17.6645183723553,7,-0.0132049532801594,23.6709814997541,-0.450112763390919
37,0.442404692917898,16.6776139030229,3,-0.0229880817746107,19.6717227837131,0.0886219887160294
38,NaN,31.359631331877,1,NaN,NaN,NaN
39,0.456528377403292,23.0424946916703,3,0.104589272834138,25.9149427871691,-0.248471232019571
40,0.143022458092036,20.8701040902281,3,-0.139300061692785,21.793893239739,-0.613182636876002
41,0.202919837113432,21.5708628214322,3,0.104863306377621,23.1818344074231,-0.166331193512581
42,0.394732394141174,20.9128042781946,3,-0.165751101782151,23.9295439269058,-1.48756843385086
43,0.302003771354304,26.1631924984189,3,-0.244915730949558,28.4267394504313,-1.393863451995
44,0.597229816082733,16.5708145084384,7,-0.199940013408096,25.6143625282292,-1.3220979785635
45,0.261641388067372,22.8821050485322,3,0.0636211920685848,24.8935886822536,0.442899496036954
46,0.18022786286572,25.2948429080768,2,0.0392631864929314,26.1959822224054,-0.616680976094395
47,0.628848436718668,23.00842588737,5,0.0455854059860724,31.2653002264427,-0.510032386188251
48,0.453048169667326,25.8935928932705,2,-0.110808542152125,28.1588337416071,-0.723927647591006
49,0.0768280153025691,21.9019297697372,6,-0.0499743216107476,26.0077017685731,-0.928371866176668
50,NaN,21.0787781217069,1,NaN,NaN,NaN
51,NaN,24.8658070029338,1,NaN,NaN,NaN
52,0.508369280225236,25.0889284489882,5,0.102512104178059,33.773351683248,0.185683564021644
53,NaN,16.6715370770914,1,NaN,NaN,NaN
54,NaN,28.2957296661054,1,NaN,NaN,NaN
55,1.20713675778676,20.369509614593,4,0.0490936906156975,31.9832111108039,0.11640984485455
56,NaN,20.9623044435226,1,NaN,NaN,NaN
57,0.994024346521671,26.8588456050652,3,-0.0961790678730381,35.8056332683175,-0.704514770258477
58,0.711252955948798,24.7003142023058,4,-0.00046246534660952,33.877742063489,-0.705893438407595
59,NaN,28.2011525500893,1,NaN,NaN,NaN
60,0.354489819969651,34.0884646732128,4,-0.0350513266992891,37.7495683703687,0.89293311899201
61,NaN,32.0730089638066,1,NaN,NaN,NaN
62,-1.30032876017542,42.8876894991204,4,0.353832830445759,31.4182289186149,0.290315256771168
63,NaN,34.3559693533135,1,NaN,NaN,NaN
64,0.552829145001809,34.1607838130139,3,-0.125791645729455,38.1104000610544,0.259078777852914
65,0.375903431244279,25.9941906539951,4,0.199584648075833,28.8787858701301,-0.42581556394246
66,-0.788155225362197,42.2078179756139,4,0.308946012049934,33.1562631766808,-0.572097075043224
67,0.111613369930667,21.3875732472994,4,0.249913530836871,22.9954866839725,-0.546388027819198
68,0.00462327538323279,35.4048317780952,2,0.0102095582293458,35.4279481550113,-0.13128463206036
69,-0.109215055314958,36.9603499592526,3,0.252028479135479,36.0526469275385,-0.598091609362705
70,0.440096637487787,29.4199480023271,4,0.13064615512703,33.414458371904,-0.0880060104165492
71,-0.000486202069797947,20.2892681634203,4,0.329779370503168,21.4720493313547,-0.879505471358994
72,0.312231225477264,24.6499419919256,4,-0.0191934532671127,27.7502899175602,-0.653227884536929
73,-0.209875108139968,44.0868250247767,2,0.0716723169178522,43.0374494840769,-0.669505382343948
74,0.802513928014797,31.0013060387514,4,0.188902628280729,38.1683552071878,-1.10048839664809
75,0.323360783297083,43.9723570292914,2,-0.0844613859052032,45.5891609457768,-1.22109109948784
76,0.0416237154478125,41.6026978613622,3,0.25701744228266,43.274136888348,-1.21921253234143
77,0.689284771835661,43.4180866681195,2,-0.132062722447947,46.8645105272978,-1.33058913699197
78,0.23758843207688,29.6384938302568,4,0.0788354898764226,34.6267005877165,-1.32457501482394
79,0.222384834227952,27.0524525345139,4,0.214445822953286,31.4550452325542,1.11996262440822
80,0.221432503461906,30.6183651711828,3,0.0869022895158859,32.1514408324745,1.0076296130881
81,0.0568958955214711,39.5426200133499,3,0.0513965773357787,39.8924718073991,-0.825136500300522
82,0.00487860650267962,33.1865930809598,2,0.127696403373326,33.2109861134732,0.240277255618377
83,0.959127575596916,10.4269980015384,3,-0.0291508133521688,18.5289783648537,-1.07152271915118
84,0.848998541400332,18.1864477415047,2,-0.353509614253059,22.4314404485063,0.614320045523606
85,NaN,25.2984839458738,1,NaN,NaN,NaN
86,-0.750176918428942,31.2454891616553,2,0.123907757677398,27.4946045695106,0.366072956810748
87,NaN,11.818355736015,1,NaN,NaN,NaN
88,0.271715665044152,17.7521820545426,2,-0.0859300784589323,19.1107603797633,0.0683163001782374
89,0.11456698464967,20.0499627256011,2,0.100322685073783,20.6227976488495,-0.0317548030994443
90,-0.38236689289939,22.1664596419751,2,0.180716875132572,20.2546251774782,-0.858611995788952
91,0.405792923393454,24.7899447055305,2,0.00272185204580637,26.8189093224978,-0.766221805356188
92,0.108829240290617,22.1168797548005,2,-0.010236069518453,22.6610259562536,-1.16116906360104
93,0.113824649986481,22.8994098723938,2,-0.0711471974776913,23.4685331223262,-1.23110049138972
94,-0.15937522536161,24.5154344846918,2,0.160328820192009,23.7185583578838,-1.10614115313256
95,0.264807967454806,22.7190879295294,2,0.097782634453543,24.0431277668034,-1.14374897915165
96,NaN,27.4409072169421,1,NaN,NaN,NaN
97,NaN,43.8227717004708,1,NaN,NaN,NaN
98,NaN,24.0033755299505,1,NaN,NaN,NaN
99,NaN,17.9430707347098,1,NaN,NaN,NaN
100,NaN,12.1271264585404,1,NaN,NaN,NaN
101,NaN,16.8549165919,1,NaN,NaN,NaN
102,NaN,21.0379538393137,1,NaN,NaN,NaN
103,NaN,27.0843174190846,1,NaN,NaN,NaN
104,NaN,22.742967141749,1,NaN,NaN,NaN
105,NaN,23.3798107475294,1,NaN,NaN,NaN
106,NaN,26.5889413792402,1,NaN,NaN,NaN
107,NaN,28.6871792438304,1,NaN,NaN,NaN
108,NaN,31.1465701294023,1,NaN,NaN,NaN
109,NaN,24.5211752355015,1,NaN,NaN,NaN
110,NaN,22.0092730768138,1,NaN,NaN,NaN
111,NaN,29.5125828697539,1,NaN,NaN,NaN
112,NaN,16.6148499673192,1,NaN,NaN,NaN
113,NaN,21.6283537356072,1,NaN,NaN,NaN
114,NaN,19.2339398085343,1,NaN,NaN,NaN
115,NaN,23.8261402971836,1,NaN,NaN,NaN
116,NaN,24.3896293652506,1,NaN,NaN,NaN
117,NaN,25.1503972262079,1,NaN,NaN,NaN
118,NaN,26.3641026286364,1,NaN,NaN,NaN
