CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
1,-0.221675798296928,15.5563497543335,2,0.47119140625,11.7781753540039
2,0.0008889643358998,26.3856010437012,25,-0.465174347162247,27.0338230133057
3,-0.266554683446884,27.7670993804932,2,1.77829992771149,20.1239280700684
4,-0.00950518343597651,22.8405265808105,9,-0.0532859526574612,21.7270088195801
5,-0.00269990926608443,21.2541255950928,25,-0.495131850242615,20.6711139678955
6,NaN,12.2000017166138,1,NaN,NaN
7,NaN,10.2859125137329,1,NaN,NaN
8,NaN,21.6333084106445,1,NaN,NaN
9,NaN,11.6487045288086,1,NaN,NaN
10,NaN,10,1,NaN,NaN
11,-0.0404090546071529,22,10,-1.25458168983459,23.4808387756348
12,-0.00118537899106741,20.5718250274658,25,-0.195214837789536,19.4662494659424
13,NaN,10.9141025543213,1,NaN,NaN
14,NaN,25.4942970275879,1,NaN,NaN
15,NaN,9,1,NaN,NaN
16,0.0308479461818933,11.1803398132324,6,-1.164306640625,11.3151626586914
17,-0.0164684727787971,14,3,-1.93440759181976,13.6666669845581
18,NaN,12.2034044265747,1,NaN,NaN
19,-0.273628503084183,29.0686836242676,3,-1.89458549022675,21.9925308227539
20,0.0607738494873047,10.6066017150879,2,-0.573262512683868,11.6672620773315
21,-0.0738215073943138,21.6333084106445,4,-0.904012024402618,18.3112030029297
22,NaN,9.17857074737549,1,NaN,NaN
23,NaN,16.2754993438721,1,NaN,NaN
24,NaN,11.5708513259888,1,NaN,NaN
25,NaN,8,1,NaN,NaN
26,NaN,9.3914852142334,1,NaN,NaN
27,NaN,9,1,NaN,NaN
28,NaN,10.9141025543213,1,NaN,NaN
29,NaN,10,1,NaN,NaN
30,NaN,7.07106781005859,1,NaN,NaN
31,-0.483178466558456,29.827938079834,2,-2.6650390625,18.413969039917
32,-0.0809179544448853,13,4,-0.34014892578125,12
33,0.118891634047031,7,2,-0.261067718267441,8.5
34,NaN,10.465181350708,1,NaN,NaN
35,NaN,14.1421356201172,1,NaN,NaN
36,-0.359667301177979,20.8012561798096,2,1.80008947849274,13.9361619949341
37,-0.202152088284492,19.6837043762207,2,-1.06636559963226,15.2084150314331
38,NaN,26.8946895599365,1,NaN,NaN
39,NaN,14.1421356201172,1,NaN,NaN
40,NaN,15,1,NaN,NaN
41,-0.315270900726318,18.0243358612061,2,-0.19417317211628,12.512167930603
42,-0.214934274554253,29.0686836242676,2,2.29046630859375,22.161470413208
43,-0.0183940567076206,23.6767883300781,15,-0.0838324651122093,21.2942600250244
44,-0.0441468544304371,22.1652870178223,2,-0.0665079727768898,20.7905426025391
45,-0.00551123637706041,9.98460388183594,10,-0.0586181655526161,10.4756574630737
46,0.00306634907610714,14,15,0.0279323998838663,14.0666666030884
47,-0.201600968837738,27.2512588500977,3,-0.22847492992878,21.5399150848389
48,-0.0423114970326424,25.491174697876,15,-0.185823574662209,20.7992553710938
49,NaN,12.0208158493042,1,NaN,NaN
50,NaN,6,1,NaN,NaN
51,-0.0958885848522186,25.3098449707031,5,-0.235522463917732,23.1331691741943
52,-0.0811201184988022,22.4469547271729,3,0.416056305170059,19.8855495452881
53,NaN,15.0372085571289,1,NaN,NaN
54,NaN,10.394154548645,1,NaN,NaN
55,NaN,11,1,NaN,NaN
56,NaN,18.4390888214111,1,NaN,NaN
57,-0.174365252256393,26.2995109558105,3,-0.40087890625,16.7665042877197
58,NaN,9,1,NaN,NaN
59,NaN,13.524564743042,1,NaN,NaN
60,NaN,17.7999992370605,1,NaN,NaN
61,NaN,17.2582206726074,1,NaN,NaN
62,NaN,12,1,NaN,NaN
63,NaN,10,1,NaN,NaN
64,NaN,11.9260540008545,1,NaN,NaN
65,0.00713936472311616,27.4323310852051,4,0.262359619140625,27.6309242248535
66,NaN,13.1242933273315,1,NaN,NaN
67,0.0495874620974064,12,3,0.14912922680378,14.3333330154419
68,-0.16313473880291,18.9685401916504,2,0.487630218267441,15.2980470657349
69,NaN,8.49705791473389,1,NaN,NaN
