TimeStep,Cell_lable,Orientation
19,10,70.0168991088867
19,11,9.46232128143311
19,12,83.6598129272461
19,13,82.8749847412109
19,14,45
19,15,26.5650501251221
19,16,14.036244392395
19,17,26.5650501251221
20,1,4.76364183425903
20,2,23.1985912322998
20,3,61.6992454528809
20,4,15.9453945159912
20,5,58.6713027954102
20,6,63.4349517822266
20,7,30.9637546539307
20,8,26.5650501251221
20,9,8.13010215759277
20,10,68.1985931396484
20,11,12.5288076400757
20,12,85.9143829345703
20,13,90
20,14,45
20,15,26.5650501251221
20,16,14.036244392395
20,17,20.5560455322266
21,1,5.90614128112793
21,2,21.8014106750488
21,3,56.3099365234375
21,4,15.9453954696655
21,5,59.0362396240234
21,6,63.4349517822266
21,7,30.2564353942871
21,8,26.5650501251221
21,9,7.76516485214233
21,10,65.5560455322266
21,11,13.2405185699463
21,12,85.2363510131836
21,13,84.2894058227539
21,14,49.3987045288086
21,15,26.5650501251221
21,16,15.5241117477417
21,17,6.34019184112549
22,1,6.34019136428833
22,2,19.9831066131592
22,3,61.3895416259766
22,4,15.9453954696655
22,5,58.5704383850098
22,6,60.9453964233398
22,7,30.256441116333
22,8,26.5650501251221
22,9,8.53076553344727
22,10,59.0362396240234
22,11,14.036244392395
22,12,90
22,13,85.2363510131836
22,14,51.3401947021484
22,15,26.5650501251221
22,16,14.7435626983643
22,17,80.5376739501953
22,18,90
23,1,90
23,2,23.1985893249512
23,3,60.2551155090332
23,4,18.4349498748779
23,5,58.2405204772949
23,6,61.6992454528809
23,7,29.7448825836182
23,8,26.5650501251221
23,9,8.13010311126709
23,10,57.5288047790527
23,11,14.036244392395
23,12,84.2894058227539
23,13,82.8749847412109
23,14,51.3401947021484
23,15,26.5650501251221
23,16,23.1985893249512
23,17,90
23,18,0
24,1,14.036244392395
24,2,21.8014068603516
24,3,59.0362510681152
24,4,21.8014106750488
24,5,57.9946174621582
24,6,60.9453964233398
24,7,30.2564353942871
24,8,26.5650501251221
24,9,8.53076553344727
24,10,57.9946174621582
24,11,15.9453954696655
24,12,84.2894058227539
24,13,83.9909896850586
24,14,52.1250152587891
24,15,26.5650501251221
24,16,20.5560455322266
24,17,90
24,18,83.6598129272461
25,1,90
25,2,22.6198654174805
25,3,63.4349517822266
25,4,18.4349498748779
25,5,56.309928894043
25,6,63.4349517822266
25,7,26.5650501251221
25,8,26.5650501251221
25,9,7.12501668930054
25,10,55.0079765319824
25,11,15.9453954696655
25,12,90
25,13,82.8749847412109
25,14,45
25,15,26.5650501251221
25,16,21.8014068603516
25,17,90
25,18,5.19442892074585
26,1,6.34019136428833
26,2,21.8014068603516
26,3,60.9453964233398
26,4,21.8014068603516
26,5,56.3099365234375
26,6,61.3895378112793
26,7,26.5650501251221
26,8,26.5650501251221
26,9,10.0079803466797
26,10,54.4623222351074
26,11,18.4349479675293
26,12,90
26,13,86.185920715332
26,14,48.0127868652344
26,15,23.9624900817871
26,16,20.5560455322266
26,17,77.0053787231445
26,18,90
27,1,0
27,2,21.0375118255615
27,3,60.2551155090332
27,4,24.7751426696777
27,5,56.9761276245117
27,6,60.2551155090332
27,7,26.5650501251221
27,8,26.5650501251221
27,9,10.3048467636108
27,10,54.4623222351074
27,11,18.4349498748779
27,12,90
27,13,86.633544921875
27,14,48.0127830505371
27,15,23.6293792724609
27,16,26.5650501251221
27,17,74.7448806762695
27,18,0
28,1,90
28,2,21.8014106750488
28,3,59.7435646057129
28,4,21.8014068603516
28,5,56.9761276245117
28,6,60.2551155090332
28,7,24.7751426696777
28,8,26.5650501251221
28,9,10.3048467636108
28,10,56.3099365234375
28,11,18.4349479675293
28,12,90
28,13,86.633544921875
28,14,52.4314079284668
28,15,22.6198654174805
28,16,21.0375099182129
28,17,72.8972702026367
28,18,90
29,1,90
29,2,21.8014068603516
29,3,60.2551155090332
29,4,26.5650501251221
29,5,56.3099365234375
29,6,60.2551155090332
29,7,25.0168952941895
29,8,25.0168933868408
29,9,9.86580753326416
29,10,55.0079803466797
29,11,18.4349460601807
29,12,90
29,13,84.8055725097656
29,14,53.1301002502441
29,15,21.0375118255615
29,16,21.2505054473877
29,17,72.8972702026367
29,18,90
30,1,81.8698959350586
30,2,21.8014106750488
30,3,59.5344543457031
30,4,23.1985912322998
30,5,56.3099365234375
30,6,60.2551155090332
30,7,24.7751426696777
30,8,23.9624919891357
30,9,9.86580657958984
30,10,56.3099365234375
30,11,18.4349498748779
30,12,90
30,13,85.0302581787109
30,14,53.1301002502441
30,15,21.0375118255615
30,16,26.5650501251221
30,17,73.3007583618164
30,18,90
31,1,78.690071105957
31,2,21.0375118255615
31,3,57.9946174621582
31,4,29.0546054840088
31,5,56.3099365234375
31,6,59.9314193725586
31,7,26.5650501251221
31,8,23.1985912322998
31,9,9.86580657958984
31,10,56.3099365234375
31,11,18.4349479675293
31,12,90
31,13,86.9872131347656
31,14,53.1301002502441
31,15,19.6538238525391
31,16,21.8014106750488
31,17,75.9637603759766
31,18,90
32,1,75.9637603759766
32,2,20.5560455322266
32,3,59.5344543457031
32,4,26.5650501251221
32,5,55.4914779663086
32,6,60.6422462463379
32,7,26.5650501251221
32,8,23.1985893249512
32,9,9.86580657958984
32,10,56.3099365234375
32,11,18.4349479675293
32,12,90
32,13,85.0302581787109
32,14,53.1301040649414
32,15,19.440034866333
32,16,26.5650501251221
32,17,75.9637603759766
32,18,90
33,1,71.5650482177734
33,2,21.8014106750488
33,3,60.9453964233398
33,4,28.3007583618164
33,5,56.3099365234375
33,6,61.3895416259766
33,7,22.8336544036865
33,8,21.2505054473877
33,9,9.86580657958984
33,10,56.3099365234375
33,11,18.4349460601807
33,12,90
33,13,85.0302581787109
33,14,51.8427734375
33,15,19.4400367736816
33,16,26.5650501251221
33,17,73.3007583618164
33,18,9.46232128143311
34,1,71.5650482177734
34,2,21.0375118255615
34,3,60.6422500610352
34,4,29.7448806762695
34,5,56.9761352539063
34,6,60.9453964233398
34,7,23.1985912322998
34,8,20.2248592376709
34,9,9.86580657958984
34,10,56.3099365234375
34,11,19.1790084838867
34,12,90
34,13,85.2363510131836
34,14,51.3401947021484
34,15,18.4349460601807
34,16,26.5650501251221
34,17,75.9637603759766
34,18,7.12501668930054
35,1,71.5650482177734
35,2,21.8014106750488
35,3,60.9453964233398
35,4,31.6075019836426
35,5,55.7131233215332
35,6,60.9453964233398
35,7,26.5650501251221
35,8,18.4349479675293
35,9,90
35,10,56.3099365234375
35,11,17.3540229797363
35,12,90
35,13,84.8055725097656
35,14,51.3401947021484
35,15,16.3895416259766
35,16,26.5650501251221
35,17,69.4439544677734
35,18,8.13010311126709
35,19,18.4349498748779
36,1,71.5650482177734
36,2,19.9831066131592
36,3,60.6422462463379
36,4,30.4655437469482
36,5,56.3099365234375
36,6,60.2551155090332
36,7,21.8014106750488
36,8,17.5255680084229
36,9,90
36,10,56.3099365234375
36,11,18.4349479675293
36,12,85.6012878417969
36,13,85.4260787963867
36,14,51.3401947021484
36,15,16.3895416259766
36,16,26.5650501251221
36,17,71.5650482177734
36,18,5.19442892074585
36,19,14.036244392395
37,1,71.5650482177734
37,2,21.2505054473877
37,3,60.6422462463379
37,4,32.47119140625
37,5,56.8886528015137
37,6,60.2551155090332
37,7,24.7751426696777
37,8,15.5241088867188
37,9,90
37,10,57.2647705078125
37,11,18.4349479675293
37,12,90
37,13,85.4260787963867
37,14,49.7636451721191
37,15,15.5241117477417
37,16,26.5650501251221
37,17,71.5650482177734
37,18,7.12501668930054
37,19,14.036244392395
38,1,71.5650482177734
38,2,22.3801364898682
38,3,59.5344543457031
38,4,32.47119140625
38,5,57.3807525634766
38,6,59.7435646057129
38,7,23.1985893249512
38,8,12.52880859375
38,9,7.12501668930054
38,10,58.3924942016602
38,11,19.2900466918945
38,12,90
38,13,87.6140594482422
38,14,51.8427734375
38,15,14.7435626983643
38,16,26.5650501251221
38,17,71.5650482177734
38,18,5.19442892074585
38,19,9.46232223510742
38,20,90
39,1,68.1985931396484
39,2,23.1985912322998
39,3,58.5704383850098
39,4,33.6900634765625
39,5,56.3099365234375
39,6,59.7435646057129
39,7,23.1985893249512
39,8,12.5288057327271
39,9,90
39,10,59.5344543457031
39,11,19.2900466918945
39,12,90
39,13,87.7093887329102
39,14,51.3401908874512
39,15,13.2405204772949
39,16,26.5650501251221
39,17,63.4349517822266
39,18,90
39,19,11.3099327087402
39,20,90
39,21,61.3895416259766
40,1,71.5650482177734
40,2,22.8336544036865
40,3,56.8886604309082
40,4,34.6951560974121
40,5,56.309928894043
40,6,60.2551231384277
40,7,19.6538238525391
40,8,90
40,9,7.12501668930054
40,10,60.6422500610352
40,11,19.4400367736816
40,12,90
40,13,87.7974014282227
40,14,53.1301002502441
40,15,12.9946165084839
40,16,26.5650501251221
40,17,67.3801345825195
40,18,4.76364183425903
40,19,7.12501668930054
40,20,90
40,21,63.4349517822266
41,1,71.5650482177734
41,2,23.4985656738281
41,3,57.5288047790527
41,4,35.5376777648926
41,5,57.9946174621582
41,6,60.0183601379395
41,7,21.8014068603516
41,8,7.12501668930054
41,9,5.71059322357178
41,10,60.6422500610352
41,11,20.2248592376709
41,12,90
41,13,87.7974014282227
41,14,53.7461585998535
41,15,12.0947570800781
41,16,26.5650501251221
41,17,68.1985931396484
41,18,5.19442892074585
41,19,5.71059322357178
41,20,90
41,21,63.4349517822266
42,1,71.5650482177734
42,2,23.9624900817871
42,3,57.5288047790527
42,4,35.2175903320313
42,5,56.3099365234375
42,6,66.0375137329102
42,7,21.8014068603516
42,8,8.13010311126709
42,9,18.4349498748779
42,10,61.3895416259766
42,11,20.8544578552246
42,12,90
42,13,90
42,14,53.746166229248
42,15,11.8886575698853
42,16,26.5650501251221
42,17,63.4349517822266
42,18,9.46232128143311
42,19,90
42,20,0
42,21,63.4349517822266
42,22,59.0362510681152
43,1,68.1985931396484
43,2,24.4439544677734
43,3,60.9453964233398
43,4,35.2175903320313
43,5,56.309928894043
43,6,66.8014068603516
43,7,19.6538238525391
43,8,14.036244392395
43,9,36.0273780822754
43,10,62.1027336120605
43,11,20.5560455322266
43,12,90
43,13,87.8788986206055
43,14,55.6196556091309
43,15,10.7842988967896
43,16,29.7448825836182
43,17,63.4349517822266
43,18,9.46232223510742
43,19,9.46232128143311
43,20,90
43,21,66.8014068603516
43,22,59.0362396240234
44,1,66.8014068603516
44,2,24.4439544677734
44,3,60.2551155090332
44,4,35.2175903320313
44,5,55.0079803466797
44,6,66.8014068603516
44,7,19.2900466918945
44,8,14.036244392395
44,9,45
44,10,62.1027336120605
44,11,20.5560455322266
44,12,90
44,13,87.95458984375
44,14,54.7824096679688
44,15,10.3048467636108
44,16,33.6900672912598
44,17,60.2551155090332
44,18,11.3099327087402
44,19,26.5650501251221
44,20,90
44,21,66.3706207275391
44,22,58.3924942016602
45,1,66.8014068603516
45,2,24.2277431488037
45,3,59.7435646057129
45,4,34.5085220336914
45,5,53.1301002502441
45,6,66.8014068603516
45,7,18.4349498748779
45,8,18.4349479675293
45,9,37.8749847412109
45,10,63.4349517822266
45,11,19.9831066131592
45,12,90
45,13,90
45,14,54.4623184204102
45,15,9.86580753326416
45,16,33.6900634765625
45,17,60.5241050720215
45,18,6.34019136428833
45,19,45
45,20,90
45,21,66.3706207275391
45,22,58.3924942016602
45,23,23.9624900817871
46,1,66.8014068603516
46,2,23.4985675811768
46,3,60.0183601379395
46,4,34.5085220336914
46,5,53.1301002502441
46,6,68.1985931396484
46,7,18.4349498748779
46,8,26.5650501251221
46,9,36.8698959350586
46,10,64.7988815307617
46,11,19.9831066131592
46,12,90
46,13,90
46,14,54.1623420715332
46,15,7.76516628265381
46,16,33.6900634765625
46,17,60.5241050720215
46,18,6.34019184112549
46,19,45
46,20,90
46,21,66.3706207275391
46,22,57.2647705078125
46,23,23.9624900817871
47,1,63.4349517822266
47,2,23.428689956665
47,3,60.0183601379395
47,4,35.5376777648926
47,5,50.1944313049316
47,6,70.0168914794922
47,7,18.4349479675293
47,8,29.0546073913574
47,9,36.8698959350586
47,10,68.1985931396484
47,11,19.9831066131592
47,12,90
47,13,90
47,14,54.7824058532715
47,15,5.44033193588257
47,16,33.6900672912598
47,17,59.0362510681152
47,18,5.71059322357178
47,19,45
47,20,78.690071105957
47,21,66.3706207275391
47,22,56.3099365234375
47,23,18.4349498748779
48,1,63.4349517822266
48,2,23.6293773651123
48,3,71.5650482177734
48,4,34.6951522827148
48,5,45
48,6,71.5650482177734
48,7,19.9831047058105
48,8,26.5650501251221
48,9,39.8055686950684
48,10,70.0168914794922
48,11,24.7751426696777
48,12,90
48,13,90
48,14,55.6196556091309
48,15,4.76364183425903
48,16,33.6900634765625
48,17,60.0183601379395
48,18,5.71059322357178
48,19,47.4895515441895
48,20,78.690071105957
48,21,63.4349517822266
48,22,56.309928894043
48,23,23.9624900817871
48,24,56.3099365234375
48,25,26.5650501251221
49,1,63.4349517822266
49,2,24.6235637664795
49,3,75.9637603759766
49,4,34.9920234680176
49,5,47.4895553588867
49,6,69.4439544677734
49,7,19.9831066131592
49,8,26.5650501251221
49,9,39.8055686950684
49,10,72.8972702026367
49,11,24.7751426696777
49,12,90
49,13,90
49,14,55.0079765319824
49,15,2.60256195068359
49,16,35.5376739501953
49,17,60.0183601379395
49,18,6.34019184112549
49,19,42.7093887329102
49,20,77.47119140625
49,21,64.9831008911133
49,22,56.3099365234375
49,23,26.5650501251221
49,24,56.3099365234375
49,25,26.5650501251221
50,1,61.9275131225586
50,2,24.6235637664795
50,3,71.5650482177734
50,4,32.47119140625
50,5,49.3987045288086
50,6,63.4349517822266
50,7,15.2551202774048
50,8,26.5650501251221
50,9,34.9920234680176
50,10,73.0724868774414
50,11,24.4439544677734
50,12,90
50,13,90
50,14,56.309928894043
50,15,2.48955273628235
50,16,35.5376739501953
50,17,60.7511787414551
50,18,7.12501668930054
50,19,42.2736854553223
50,20,75.9637603759766
50,21,63.4349517822266
50,22,56.3099365234375
50,23,21.8014068603516
50,24,56.3099365234375
50,25,26.5650501251221
51,1,61.6992454528809
51,2,24.4439544677734
51,3,74.0546035766602
51,4,32.0053863525391
51,5,50.7105941772461
51,6,63.4349517822266
51,7,18.4349498748779
51,8,30.9637546539307
51,9,36.8698959350586
51,10,74.931510925293
51,11,23.1985912322998
51,12,5.19442892074585
51,13,2.29061007499695
51,14,55.6196556091309
51,15,2.29061007499695
51,16,35.5376777648926
51,17,60.7511711120605
51,18,8.13010311126709
51,19,42.5104484558105
51,20,71.5650482177734
51,21,60.9453964233398
51,22,56.309928894043
51,23,21.8014068603516
51,24,63.4349517822266
51,25,21.0375118255615
52,1,63.4349517822266
52,2,24.7751388549805
52,3,71.5650482177734
52,4,32.0053825378418
52,5,51.3401908874512
52,6,63.4349517822266
52,7,14.036244392395
52,8,26.5650501251221
52,9,36.0273704528809
52,10,75.3791275024414
52,11,26.5650501251221
52,12,5.44033241271973
52,13,90
52,14,56.3099365234375
52,15,2.29061007499695
52,16,34.9920234680176
52,17,62.5924263000488
52,18,9.46232128143311
52,19,42.5104484558105
52,20,77.47119140625
52,21,60.6422500610352
52,22,56.3099365234375
52,23,24.4439544677734
52,24,59.0362396240234
52,25,23.1985912322998
52,26,11.3099327087402
53,1,6.34019136428833
53,2,20.5560417175293
53,3,74.0546035766602
53,4,32.47119140625
53,5,53.1301002502441
53,6,57.9946174621582
53,7,90
53,8,26.5650501251221
53,9,36.8698997497559
53,10,77.0053787231445
53,11,26.5650501251221
53,12,5.19442892074585
53,13,90
53,14,56.3099365234375
53,15,2.20259809494019
53,16,35.5376739501953
53,17,2.29061007499695
53,18,18.4349479675293
53,19,42.5104484558105
53,20,71.5650482177734
53,21,62.2414588928223
53,22,51.3401947021484
53,23,26.5650501251221
53,24,57.9946174621582
53,25,18.4349479675293
53,26,8.13010215759277
54,1,8.13010215759277
54,2,19.6538238525391
54,3,75.9637603759766
54,4,32.47119140625
54,5,52.1250152587891
54,6,56.3099365234375
54,7,90
54,8,26.5650501251221
54,9,38.6598091125488
54,10,77.47119140625
54,11,26.5650501251221
54,12,4.96974039077759
54,13,90
54,14,56.9761352539063
54,15,90
54,16,36.3843536376953
54,17,90
54,18,18.4349498748779
54,19,42.5104484558105
54,20,75.9637603759766
54,21,62.2414588928223
54,22,53.1301002502441
54,23,26.5650501251221
54,24,56.3099365234375
54,25,18.4349479675293
54,26,90
55,1,9.46232223510742
55,2,19.7468376159668
55,3,63.4349517822266
55,4,32.47119140625
55,5,52.5946426391602
55,6,56.3099365234375
55,7,90
55,8,30.9637565612793
55,9,39.2894058227539
55,10,77.9052429199219
55,11,29.0546054840088
55,12,5.19442892074585
55,13,90
55,14,58.6713027954102
55,15,90
55,16,35.8376541137695
55,17,90
55,18,21.8014068603516
55,19,42.2736892700195
55,20,75.9637603759766
55,21,61.3895416259766
55,22,53.746166229248
55,23,23.9624900817871
55,24,63.4349517822266
55,25,18.4349479675293
55,26,8.13010215759277
56,1,11.3099327087402
56,2,19.3589935302734
56,3,90
56,4,32.0053863525391
56,5,51.7098350524902
56,6,59.7435646057129
56,7,90
56,8,30.9637565612793
56,9,38.6598091125488
56,10,79.1144714355469
56,11,32.0053825378418
56,12,5.19442939758301
56,13,90
56,14,59.4207763671875
56,15,90
56,16,35.5376777648926
56,17,90
56,18,21.8014106750488
56,19,42.5104484558105
56,20,71.5650482177734
56,21,61.189208984375
56,22,53.746166229248
56,23,26.5650501251221
56,24,84.2894058227539
56,25,16.6992435455322
56,26,14.036244392395
57,1,11.3099327087402
57,2,19.7468376159668
57,3,90
57,4,32.47119140625
57,5,51.3401947021484
57,6,56.3099365234375
57,7,90
57,8,30.9637565612793
57,9,39.8055686950684
57,10,79.5085296630859
57,11,33.6900634765625
57,12,5.19442892074585
57,13,74.7448806762695
57,14,61.5570755004883
57,15,90
57,16,36.0273704528809
57,17,2.12109637260437
57,18,21.8014106750488
57,19,42.5104484558105
57,20,75.9637603759766
57,21,61.189208984375
57,22,53.615650177002
57,23,23.9624900817871
57,24,90
57,25,15.2551202774048
57,26,14.036244392395
58,1,12.5288076400757
58,2,20.2248611450195
58,3,90
58,4,30.9637546539307
58,5,51.7098350524902
58,6,59.7435646057129
58,7,90
58,8,30.9637565612793
58,9,40.2363624572754
58,10,80.9097213745117
58,11,39.2894058227539
58,12,5.71059322357178
58,13,74.0546035766602
58,14,64.4400329589844
58,15,90
58,16,36.0273704528809
58,17,90
58,18,22.8336563110352
58,19,42.2736854553223
58,20,75.9637603759766
58,21,61.189208984375
58,22,53.6156463623047
58,23,23.9624900817871
58,24,90
58,25,9.46232223510742
58,26,14.036244392395
59,1,14.036244392395
59,2,21.0375099182129
59,3,90
59,4,30.9637565612793
59,5,51.3401947021484
59,6,59.7435646057129
59,7,90
59,8,30.9637565612793
59,9,41.6335411071777
59,10,90
59,11,40.6012992858887
59,12,6.34019136428833
59,13,67.3801345825195
59,14,67.0679016113281
59,15,88.1523895263672
59,16,36.0273704528809
59,17,87.5104446411133
59,18,21.8014068603516
59,19,40.6012992858887
59,20,80.5376739501953
59,21,60.2551155090332
59,22,53.7461585998535
59,23,26.5650501251221
59,24,90
59,25,8.13010215759277
59,26,9.46232318878174
59,27,84.2894058227539
60,1,15.5241088867188
60,2,28.3007583618164
60,3,90
60,4,32.0053825378418
60,5,51.7098350524902
60,6,56.3099365234375
60,7,90
60,8,29.7448806762695
60,9,41.9872131347656
60,10,90
60,11,45
60,12,6.58194494247437
60,13,65.5560455322266
60,14,67.8336563110352
60,15,88.210090637207
60,16,36.0273780822754
60,17,87.3974456787109
60,18,21.2505054473877
60,19,39.4724578857422
60,20,78.690071105957
60,21,61.189208984375
60,22,54.1623497009277
60,23,23.9624900817871
60,24,90
60,25,90
60,26,10.3048458099365
60,27,90
60,28,22.6198654174805
