StepNumber,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,3
18,3
19,3
20,4
21,5
22,5
23,5
24,5
25,6
26,6
27,6
28,6
29,7
30,9
31,6
32,7
33,5
34,7
35,6
36,8
37,8
38,11
39,9
