TimeStep,CellLifeId,lable,Orientation,Center_X,Center_Y,Major_axis,Minor_axis
1,1,1,-61.0682915797279,18.609357615346,599.076103480192,44,5.77809740497945
1,2,2,-17.0686054241151,49.0250144128132,143.670899078841,45,10.9625998097429
1,3,3,10.9883194155056,47.5953044361614,1047.00916696887,44,6.29873558398168
1,4,4,-61.7494520204003,55.5,919.5,21,5.65256529615322
1,5,5,7.83965239766287,75.9317993991602,888.495326839617,28,6.5714522741354
1,6,6,61.0959820744755,70.8114234145681,380.708359437295,38,6.23510134018685
1,7,7,-4.73141873471274,77,303.5,22,6.36368367819296
1,8,8,-71.9595239237001,77.2851077707283,669.204006414384,41,5.58239006325921
1,9,9,-11.2513676121186,91.3928334453977,627.41205282195,23,5.91408366355213
1,10,10,-39.7336859125429,101.843342025993,347.333925776794,47,6.75013071814054
1,11,11,14.4497568188363,93.5,190.5,20,5.96072267464651
1,12,12,49.2931838322063,108.326094295171,663.879028377113,33,6.09875154268235
1,13,13,31.6535296225494,116.024781418528,387.648762980852,33,6.05089740675296
1,14,14,-18.3688518486838,113.316957162351,958.867909692184,18,6.19411384108556
1,15,15,-62.6528450431262,127.229690369639,77.5558802705405,21,6.44487491894709
1,16,16,69.108566502711,130.065742198911,770.856598318986,25,6.13556343712345
1,17,17,-27.4522019538271,143.656891491196,752.095293656044,31,14.0760319577788
1,18,18,20.1655334126307,172.648164364185,29.2261704016578,86,13.3009398920191
1,19,19,-23.7446314511238,150.451022294867,484.010296507761,31,6.27794988813437
1,20,20,79.1599664186151,174.508921957851,1035.59403380519,44,6.50006464581723
1,21,21,12.5621119295821,187.403220675894,495.379281476373,34,5.1150720651904
1,22,22,4.38581855193488,198.03823612115,768.50146414468,43,6.10148471642297
1,23,23,46.5691639972887,185.77379521771,538.187478446338,18,5.10809289729997
1,24,24,-67.081414449544,189.234181804731,165.844759061822,34,5.3742002833042
1,25,25,76.3259873030448,187.895973048335,322.632370510348,23,6.05397517529562
1,26,26,55.6631804920872,195.502159644803,692.125387610381,33,5.70284175425143
1,27,27,-28.4657687704954,199.761683186049,468.060448983407,20,5.43492703394918
1,28,28,34.686428250271,200.088860567908,549.715457617605,18,5.2297719881133
1,29,29,-7.40146336898521,233.064410462209,457.495833936271,54,5.65538010646624
1,30,30,78.9696966944909,214.413572863702,106.104901007578,20,6.74954413409646
1,31,31,4.0158571010527,223,344.5,28,5.64293924339083
1,32,32,-82.9283456220758,221.126914048221,638.446051769495,35,10.3798749760654
1,33,33,-81.0480965822389,225.149514956504,94.0899833401096,23,8.2743787208549
1,34,34,-7.49965511323715,254.065260112152,563.495722823523,57,6.74420920111746
1,35,35,-18.1605059317899,244.15584001359,98.47509355938,26,5.44449382225298
1,36,36,27.7457843976578,259.267225297455,402.442510946594,31,5.71922980838089
1,37,37,25.9942176993966,283.708001516035,536.932602357624,47,9.6566269840195
1,38,38,53.3606406785997,309.80240770927,443.403223770493,43,11.0215939941115
1,39,39,31.5638810384085,325.496375174412,345.705553190202,50,6.11917562693245
1,40,40,53.8118723182633,327.596458662582,128.295219221927,28,5.85147685579824
1,41,41,-38.6484197307936,349.015036305546,1025.46872305088,32,6.12430838147929
1,42,42,4.35113851170716,356.03793435994,644.501441092411,38,5.8157365872508
1,43,43,30.6574162837068,350.824836114736,612.314932402387,29,5.75767013330044
1,44,44,17.5140752806009,356.800940080525,47.5463569494125,32,6.52003784766539
1,45,45,-20.7811309752496,362.790071745842,533.35512917397,36,5.3043517314769
1,46,46,-15.3281077342288,360.367826898227,577.017786073233,31,5.78246729076201
1,47,47,38.8432707022284,356.296971638672,766.575836160036,23,5.18407137875309
1,48,48,64.1972846688182,369.549850927925,785.217636883157,22,5.61306774253571
1,49,49,-20.110388658599,402.842824113166,68.2938511299042,59,20.173816027285
1,50,50,0.195136599872354,387.5,736.5,24,5.37443670871088
1,51,51,38.6293461067289,397.20274031313,482.421539485718,44,5.40250455851484
1,52,52,-37.3634627862516,409.200835450805,582.09396632852,31,6.30568021658929
1,53,53,28.0470605945036,417,763.5,46,5.64928137559725
1,54,54,-28.8783888591767,410.5,732,22,5.48547574983173
1,55,55,-19.1971316847459,423.164409684693,1053.47219641631,30,4.9525093147281
1,56,56,-25.649981875148,458.783563851822,148.549272372977,40,5.33987042765834
1,57,57,82.0640848107273,446.00478844343,260.569032704133,20,5.91086806441033
1,58,58,20.4647939481304,477.356740516233,543.793627717602,44,5.36205916595677
1,59,59,35.3525299394418,477.699168107215,972.288734460948,46,6.5426584005385
