TimeStep,CellId,Center_X,Center_Y,Major_axis,label,parent,daughter1,daughter2,checked,InstantaneousGrowthRate,InstantaneousVelocity
1,1,100.094696044922,28.0667057037354,30.9682235717773,1,0,2,3,True,-0.011,-2.318
2,1,97.4970169067383,24.2945613861084,29.9487648010254,1,0,2,3,True,0.025,-0.667
3,1,93.6493835449219,33.5520515441895,32.2008361816406,1,0,2,3,True,0.018,0.265
4,1,91.7221527099609,39.5263900756836,33.7940063476562,1,0,2,3,True,0.031,0.691
5,1,89.383186340332,46.8395080566406,36.5397567749023,1,0,2,3,True,0.027,0.373
6,1,88.60498046875,49.4525413513184,38.9827766418457,1,0,2,3,True,0.004,-0.277
7,1,86.8647613525391,51.640796661377,39.3652191162109,1,0,2,3,True,0.015,-1.17
8,1,87.1244583129883,47.6434020996094,40.6782112121582,1,0,2,3,True,0.032,0.974
9,1,85.4907302856445,53.3305625915527,43.566478729248,1,0,2,3,True,0.03,-0.071
10,1,85.9101028442383,52.4475555419922,46.2995452880859,1,0,2,3,True,0.026,-0.88
11,1,84.5514221191406,52.1375541687012,48.6804351806641,1,0,2,3,True,-0.012,0.212
12,1,83.7434539794922,54.0139808654785,47.6448287963867,1,0,2,3,True,0.025,-2.156
13,1,81.5441589355469,51.4472274780273,49.8708343505859,1,0,2,3,True,-0.023,0.168
14,1,80.1614379882812,54.028076171875,47.7950859069824,1,0,2,3,True,-0.004,-1.111
15,1,77.9389572143555,54.3218765258789,47.4107322692871,1,0,2,3,True,-0.006,-0.825
16,1,75.7146606445312,55.3083457946777,46.8926429748535,1,0,2,3,True,0.028,-2.243
17,1,73.9308929443359,52.0214881896973,49.4213409423828,1,0,2,3,True,0.016,-1.315
18,1,71.9473037719727,51.4078216552734,50.8806419372559,1,0,2,3,True,-0.004,-0.49
19,1,66.6964111328125,56.931755065918,50.4930191040039,1,0,2,3,True,-0.01,-0.418
20,1,64.3164138793945,58.6812515258789,49.6226043701172,1,0,2,3,True,0.044,-3.635
21,1,61.9362144470215,53.1432800292969,53.5538520812988,1,0,2,3,True,0.01,-1.974
22,1,60.2785911560059,50.5208396911621,54.4448776245117,1,0,2,3,True,0.046,-1.04
23,1,58.1697158813477,50.5893402099609,58.5555686950684,1,0,2,3,True,0.034,-1.582
24,1,57.2429428100586,48.0199546813965,61.6005477905273,1,0,2,3,True,,
25,3,45.8234710693359,33.898006439209,33.9863510131836,1,1,0,0,False,,
25,2,64.1081161499023,55.2873497009277,36.338508605957,1,1,0,0,False,,
