CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,1.0,25.323771362072605,37.27676687633399,0.076,36.0,0.009,-0.5341984596964725
2.0,2.0,26.440265614493427,37.67518612316189,0.248,32.0,0.01,-0.5253734401664558
3.0,3.0,24.61920216527,37.20367346900653,0.329,33.0,0.011,-2.5524980791923433
4.0,4.0,54.48140330605154,55.817734394414195,-0.074,3.0,0.01,-2.636944191773777
5.0,5.0,23.82165027303063,35.183519623227475,-0.089,33.0,0.01,-2.331383812608822
6.0,4.0,27.641410978354287,39.865923709041965,-0.015,33.0,0.011,-2.559953599895548
7.0,4.0,26.55198394833521,37.387322580931006,-0.181,30.0,0.011,-2.46603409195152
8.0,2.0,25.99286331422592,36.90696388161311,0.39,27.0,0.011,-0.5017347075814862
9.0,2.0,28.639410985204336,32.23111998462145,0.061,22.0,0.004,-0.4144337565077405
10.0,4.0,23.486160306373527,27.5259548757147,-0.1,10.0,0.009,-1.7771126928686265
11.0,5.0,24.509821293968635,28.342797944464632,0.153,10.0,0.008,-2.3514654640740567
12.0,3.0,27.95571781372621,36.96644613466332,0.156,24.0,0.011,-2.308149145101876
13.0,4.0,27.926307070905757,32.06376697308025,-0.095,10.0,0.009,-2.2912887911499284
14.0,3.0,24.872547450776285,35.08523918477122,-0.003,23.0,0.012,-2.0999426013842153
15.0,5.0,25.311618496379065,33.60054145765514,0.289,21.0,0.01,-2.108776705221938
16.0,1.0,29.34827494307352,43.1398866256266,-0.129,29.0,0.013,-0.3365939041213894
17.0,1.0,25.613425441421576,38.73283570498824,-0.3,23.0,0.017,-2.1927393456725883
18.0,4.0,29.742004736117583,32.163222707848995,-0.144,7.0,0.009,-2.91445942059053
19.0,4.0,29.09416695136204,31.0965610330565,-0.01,7.0,0.007,-2.468647215821096
20.0,6.0,36.001944618897745,42.006816554699796,0.301,11.0,0.012,-0.47455133026679336
21.0,7.0,37.20312768176251,42.925229980243095,-0.226,11.0,0.013,-0.4340267624363094
22.0,8.0,36.72955307616549,44.84717801848592,-0.321,13.0,0.016,-2.3536932483802406
23.0,4.0,38.10808927416595,44.82425460659029,0.43,10.0,0.015,-2.419782874145368
24.0,4.0,35.60062402739535,42.032489629303,0.59,11.0,0.013,-2.507951435067615
25.0,4.0,21.54810798032194,25.873430368486996,-0.156,12.0,0.01,-2.1189276020700114
26.0,4.0,29.892332438663622,41.59351513308891,-0.069,20.0,0.014,-2.204615034464811
27.0,6.0,24.65804416289317,31.698954425436035,0.533,19.0,0.009,-0.6949573425554075
28.0,6.0,22.237104993783213,29.287648509355275,0.311,19.0,0.01,-0.6071509737774111
29.0,7.0,28.94126096363434,38.541098115869026,0.014,19.0,0.014,-0.22645324782868753
30.0,9.0,20.36920469440367,28.261838960773268,-0.396,19.0,0.009,-0.40679114652053555
31.0,7.0,38.84428226416284,45.563767417831244,-0.01,10.0,0.017,-0.15944860342878092
32.0,4.0,22.35511534294748,30.782976361077203,0.055,19.0,0.013,-2.7233087264585616
33.0,4.0,26.944293851480168,36.5643948155939,-0.042,19.0,0.014,-2.3090460650763456
34.0,5.0,21.205858198115703,29.05723078087792,0.23,19.0,0.012,-1.9684703282462184
35.0,5.0,22.41715393325148,30.677655124094414,0.079,19.0,0.011,-2.193753623266101
36.0,8.0,30.600416067503296,36.34224842386739,0.191,17.0,0.011,-2.3863976201283124
37.0,8.0,24.388840439994784,32.2898861285371,0.63,17.0,0.012,-2.0508060140308744
38.0,3.0,24.00935117362176,32.045541479022575,0.362,17.0,0.012,-2.553736677033031
39.0,3.0,25.24584026842929,31.46248036259153,0.283,17.0,0.01,-1.892484714464393
40.0,3.0,25.503777929969218,31.99290542392034,-0.01,16.0,0.011,-2.4116366716053923
41.0,3.0,24.775012113964284,33.10901864323092,-0.444,16.0,0.013,-2.3918062603901666
42.0,2.0,27.839048831525737,33.921511125752914,0.193,14.0,0.011,-0.8169058268747929
43.0,2.0,24.58902311727529,29.249810570366897,0.215,14.0,0.009,-0.6011653490817721
44.0,1.0,28.460502366337053,34.30516402862818,-0.044,14.0,-0.004,-2.727744598932667
45.0,1.0,27.96319106915092,37.93325077531413,0.36,14.0,0.016,-2.656117849042238
46.0,7.0,28.382885880098165,33.27893871664534,-0.331,9.0,0.013,-0.21386461258788453
47.0,7.0,25.47214175886815,30.10650126736338,-0.984,9.0,0.012,-2.851832308968623
48,1,69.4954700226078,,,1,NaN,-0.20942504116461882
49.0,1.0,33.09123496861999,39.35848664447265,0.01,8.0,0.016,-0.24436780037740397
50.0,1.0,39.58482357693045,63.198896258557625,-1.639,3.0,0.138,-0.22063184195724664
51,1,28.86417573054465,,,1,NaN,-0.15284113639126232
52.0,1.0,36.64035844251372,54.51794420522399,-3.455,3.0,0.178,-0.24866018303897275
53.0,1.0,38.782624300742434,36.005898824461525,-1.21,2.0,-0.031,-0.1873982511530694
54,1,35.118376064868364,,,1,NaN,-0.2797308933059529
55,1,41.89376548944519,,,1,NaN,-0.17245924480720176
