TimeStep,NumberOfCells
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,2
12,2
13,2
14,2
15,2
16,3
17,3
18,3
19,3
20,3
21,4
22,4
23,4
24,5
25,7
26,7
27,8
28,8
29,8
30,9
31,11
32,11
33,13
34,14
35,14
36,14
37,15
38,20
39,24
40,25
