TimeStep,CellNumber,Orientation,Center_X,Center_Y,Major_axis,Minor_axis
1,1,81.2237684164885,80958.6029282834,86463.680665147,18171.8571267133,4394.92940651206
1,2,73.5942508990466,85839.2548115801,92407.1092107391,16567.7899653255,3527.71075979121
1,3,-87.509558992584,86248.4376879586,72224.5980191668,28197.7153720004,4482.0839548365
1,4,79.5243269049697,89457.4841011323,101835.732381986,18464.6688596554,4756.82318495478
1,5,-89.8413824611725,92935.8003314983,86528.6642396259,16938.0886964277,4517.07872084198
2,1,85.2634054407739,81539.8426150121,90758.1907452246,20094.2019136619,4331.42148685027
2,2,76.8598364522332,86342.8116574429,98249.1742940258,18928.8848619156,3602.21341383128
2,3,-85.4127840634953,86431.309354226,75765.7539812989,30927.7014058799,4275.96602178541
2,4,73.9464613406301,90423.4812532464,106116.320182273,21908.128651459,4563.16486735778
2,5,89.9064439625821,93334.1824001736,88520.3504774305,19069.9377444616,4368.0843740073
3,1,82.9491251254306,82688.8876559649,88924.7398530355,22481.0486656224,4294.93715006551
3,2,87.6641032036294,87551.3927641369,98741.8503534226,19909.2722995273,3735.5397821399
3,3,-84.8933229952997,87853.795972546,73668.5213513339,34469.3240384763,4511.15335567368
3,4,67.1295908398394,92612.2906943421,106284.184373209,26490.8326842903,4693.60575069598
3,5,75.8185488917372,94798.3329775121,88057.2196128665,22732.3152107137,4512.51485786131
4,1,78.1318878957448,81579.7931646978,86578.9505221709,25112.5935239549,4484.03223861724
4,2,-87.650199367948,86555.6946403385,97908.604320117,23082.910540744,3973.96242731567
4,4,60.2321490742733,93270.6179870792,105174.378990517,28875.0423194119,4527.40944018801
4,5,69.5219100454768,94275.7630482884,89152.7712699032,25096.9108218833,4520.52244501166
4,6,-88.6143723263282,86109.2529690016,63816.5094102254,21006.9541587881,4549.87240464526
4,7,-80.6354761827494,88537.3944025279,80470.0852840653,18831.677788879,3990.47750771947
5,2,-78.0756343323169,84740.1437773177,96855.0293305728,28894.6434074214,3762.20643262421
5,4,58.3745933335787,92984.1435894816,105765.200286123,33187.7114106639,4466.61487071839
