TimeStep,Cell_lable,Orientation,Center_X,Center_Y,Major_axis,Minor_axis
1,1,90,244.5,216.5,17,5
1,2,0,262,252,16,6
1,3,9.46232223510742,228.729705810547,250.121627807617,28.6054229736328,7.72675228118896
1,4,18.4349479675293,242.400009155273,260.800018310547,33.5201416015625,8.22192192077637
1,5,0,254.5,275.5,15,9
1,6,65.7722549438477,228.606033325195,286.902282714844,35.2457656860352,8.02490997314453
2,1,77.47119140625,244.911743164063,216.352951049805,14.3174114227295,5.96558809280396
2,4,11.3099327087402,244.13459777832,277.826904296875,33.3397369384766,8.04076099395752
2,5,14.036244392395,258.676483154297,288.794128417969,22.5558128356934,8.48874568939209
2,6,63.4349517822266,229.100021362305,301.200012207031,39.8020095825195,8.04984474182129
2,7,90,259.5,181.5,9,7
2,8,0,261,211.5,23,6
3,4,90,246.5,292.5,11,5
3,5,26.5650501251221,264.299987792969,294.400024414063,32.6465911865234,7.15541696548462
3,6,72.1213073730469,233.201217651367,301.273773193359,43.6250953674316,8.68817901611328
3,8,90,266,217,8,6
3,9,84.8055725097656,251.368881225586,234.057373046875,30.0578670501709,8.14821624755859
3,10,15.9453954696655,269.688690185547,239.339645385742,20.3293628692627,7.28010892868042
4,5,29.538782119751,262.995391845703,297.214050292969,55.188404083252,8.90322685241699
4,6,70.6410064697266,230.197647094727,298.7548828125,48.3714599609375,8.79712867736816
4,9,81.1581878662109,249.262298583984,217.614761352539,55.5760650634766,7.70730876922607
4,10,38.6598052978516,273.414672851563,235.231719970703,8.90190505981445,5.62225532531738
4,11,21.8014068603516,262.534484863281,198.913787841797,11.3274154663086,4.64238357543945
4,12,20.5560455322266,265.24658203125,252.342468261719,24.1104755401611,8.66104507446289
4,13,90,244,258.5,13,6
4,14,90,246,291.5,19,8
5,5,30.6506690979004,262.801025390625,298.585784912109,64.298828125,8.92154121398926
5,6,75.9637603759766,227.176498413086,292.205902099609,42.6862678527832,8.48874568939209
5,9,90,228.5,215.5,11,7
5,12,25.2777194976807,265.306640625,259.144805908203,54.6065711975098,9.16807651519775
5,14,77.0053787231445,240.758407592773,281.786499023438,45.6464881896973,7.72017621994019
5,15,75.0685806274414,247.966812133789,236.375549316406,44.3823928833008,8.11637401580811
5,16,90,261.5,225.5,19,7
6,5,27.1811103820801,269.155212402344,297.566223144531,73.3772583007813,9.400559425354
6,6,73.0724868774414,226.315780639648,285.751739501953,40.1387100219727,8.31890296936035
6,12,25.3461780548096,278.065612792969,244.583709716797,31.2503051757813,8.89468288421631
6,14,72.6459732055664,244.256225585938,294.419921875,32.5716323852539,7.51653003692627
6,15,78.690071105957,245.519226074219,236.096130371094,30.9863510131836,8.43299388885498
6,16,74.0546035766602,259.443389892578,229.301864624023,35.1642951965332,7.5548300743103
6,17,23.1985912322998,262.301727294922,278.129333496094,32.3013877868652,8.53491878509521
6,18,18.4349498748779,247.350006103516,170.949996948242,23.7170829772949,6.95701026916504
6,19,5.71059226989746,261.123748779297,183.26237487793,29.1545925140381,7.86079406738281
6,20,90,233.5,247.5,11,7
6,21,29.0546054840088,216.150955200195,245.5283203125,29.3328323364258,8.54731464385986
7,5,90,290.5,275.5,9,9
7,6,73.1416015625,225.542068481445,282.638763427734,49.6202659606934,8.43921566009521
7,14,80.5376739501953,246.51350402832,294.581085205078,20.056676864624,7.72675228118896
7,15,70.4633483886719,246.772186279297,253.403442382813,60.0721702575684,7.995436668396
7,17,29.7448806762695,268.484588623047,285.776916503906,35.8460350036621,9.30260467529297
7,20,73.0724868774414,233.761291503906,260.572692871094,36.9775238037109,8.52687549591064
7,21,33.023868560791,214.562377929688,242.865539550781,38.5684089660645,8.9294261932373
7,22,33.6900672912598,275.538421630859,303.692291259766,41.0478134155273,8.87520313262939
8,15,23.1985912322998,264.5,292.000030517578,46.088565826416,9.58537006378174
8,22,70.3461761474609,285.809936523438,311.56787109375,43.9927940368652,8.94654750823975
8,23,90,278.5,259,8,5
8,24,67.6713409423828,299.185943603516,304.539733886719,72.0689468383789,9.15108871459961
8,25,90,316,267.5,7,6
8,26,71.5650482177734,302.600006103516,273.799987792969,32.8876876831055,8.22192192077637
8,27,33.6900672912598,326.346160888672,340.230743408203,39.3837127685547,9.15255355834961
8,28,75.9637603759766,301.61767578125,347.970611572266,22.0707416534424,8.00367546081543
8,29,70.5599670410156,278.813873291016,334.389251708984,54.4160842895508,8.26503276824951
8,30,36.0273704528809,335.524353027344,353.654083251953,36.0255165100098,8.52849006652832
