TimeStep,NumberOfCells
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,3
17,3
18,3
19,3
20,4
21,5
22,5
23,5
24,5
25,7
26,7
27,8
28,8
29,9
30,10
31,11
32,12
33,12
34,15
35,16
36,22
37,25
38,27
39,27
