StepNumber,NumberOfCells
1,11
2,11
3,11
4,11
5,11
6,11
7,11
8,12
9,13
10,13
11,13
12,15
13,14
14,14
15,15
16,15
17,17
18,17
19,16
20,17
21,15
22,16
23,17
24,17
25,16
26,17
27,18
28,18
29,18
30,17
31,17
32,18
33,18
34,18
35,18
36,19
37,19
38,19
39,20
40,20
41,20
42,20
43,21
44,20
45,21
46,21
47,22
48,22
49,23
50,23
51,24
52,24
53,24
54,24
55,24
56,24
57,26
58,26
59,26
60,24
