TimeStep,CellNumber,Orientation,Center_X,Center_Y,Major_axis,Minor_axis
1,1,-83.5655226896789,44.7018691588785,138.23785046729,30.3379606581646,10.8719952045248
1,2,-75.8201834580774,47.1300492610837,167.877339901478,28.3141184848946,10.9786240168095
1,3,54.8861782012567,117.233680227058,171.774834437086,30.0752579834984,10.8183771522941
1,4,11.9457324907235,133.43400117855,285.705951679434,55.2106394391322,10.2273580359809
1,5,-28.6828830083974,131.595031055901,53.5888198757764,43.3964735077466,11.6529073398655
1,6,-4.21552788309177,141.444199706314,299.982378854626,42.9173228236375,11.7287286424181
1,7,-3.77466131211804,195.748468606432,59.3150842266462,38.696245673149,10.7459364745166
1,8,-32.0135393350433,232.670180722892,194.174698795181,29.5909391535082,10.3240238231848
1,9,78.581641770086,239.816401816118,112.542565266742,52.6266151358824,10.8210470860951
1,10,-32.5083412326802,275.677446102819,258.393311221669,44.8389458005557,13.1066226589
1,11,-9.71545632152755,281.869922212619,224.710458081245,29.0014139045934,12.101904667641
1,12,28.4726562428316,330.160317460317,84.1571428571429,31.5894146151398,12.1857282233011
2,1,-81.407975901265,44.4634581105169,137.795900178253,30.8324954509656,11.1640828781283
2,2,-76.137107772579,47.1600938967136,168.217370892019,29.2976699642283,11.1029414608792
2,3,55.6888214564729,117.01935483871,172.178801843318,30.8942978403974,10.8767229218266
2,4,11.7534921440783,133.797186400938,285.793962485346,56.090111801157,10.1093835003409
2,5,-27.3807157792982,131.534229828851,53.9492665036675,43.1418829718677,11.8467313062071
2,6,-4.07082896661684,141.367256637168,300.091814159292,43.3711673117146,11.7352173564799
2,7,-3.61448362082534,195.460029607698,59.6532198371577,38.9640743043969,10.91758183238
2,8,-32.1700356601595,232.632075471698,194.255710029791,29.7979689549685,10.3375104863497
2,9,78.5055907026432,239.675531914894,113.096024636058,52.8853046574113,10.9466698200724
2,10,-32.5234173572812,275.487412961971,258.529726834494,46.3293856368685,13.1683980620732
2,11,-9.79060197756357,281.679562657696,224.740117746005,29.310175276461,12.2800248250124
2,12,29.5755452031958,330.101231716705,84.1939953810624,32.1215069750862,12.3871296690353
3,1,-80.8612559975957,44.4132158590308,137.65154185022,31.1397833461407,11.1540139451849
3,2,-76.3832095917909,47.2201458523245,168.532816773017,30.2421688223992,11.0962615990508
3,3,55.9903275822447,117.093548387097,172.270506912442,30.8547522733818,10.8580469221452
3,4,11.5367262789922,134.323850574713,285.757183908046,57.717204008038,10.0821789145514
3,5,-27.5594211828938,131.41356542617,53.9669867947179,43.7003565725336,11.8554655937572
3,6,-3.448710739944,141.151714077316,300.162290299052,44.0784171104227,11.7415748557764
3,7,-3.42785991249255,195.823678493845,59.8718320057929,39.7876781146936,10.9201223414984
3,8,-32.2740132252075,232.655786350148,194.351137487636,29.833527448192,10.3439391031002
3,9,78.1637149916362,239.629578246393,113.06076581576,53.4845308479522,10.8416029558885
3,10,-32.6056559743658,275.797112860892,258.809711286089,47.1840907108163,13.1563582644211
3,11,-9.55944418605606,281.803745928339,224.835504885993,30.2192180136703,12.3016226346753
3,12,29.1628488421147,330.018745218057,84.4540933435348,32.5288182060364,12.360608972392
4,1,-78.3183629730811,44.6861979166667,137.854600694444,31.8409433318661,11.1612667208962
4,2,-74.4654491110051,47.4734042553191,168.815159574468,30.4538993092725,11.3623717129621
4,3,57.263826412431,116.981735159817,172.880821917808,31.106080694705,10.8982796513503
4,4,11.8938542151578,134.842312008979,285.987654320988,58.4501018110186,10.2878661728718
4,5,-27.9757419674046,131.986252241482,54.3439928272564,45.1145131600623,11.6760424294879
4,6,-3.11328897543271,140.798780487805,300.395982783357,45.1086689220837,11.5380504508829
4,7,-4.21829162571757,195.834296028881,60.0736462093863,40.5806188678919,10.8066116733908
4,8,-30.9970880489826,232.813640730067,194.675792507205,30.6991263555651,10.4442390634191
4,9,78.20851533174,239.709748083242,113.555859802848,54.5526100192627,10.8894835969622
4,10,-32.4260475423754,275.793274244004,258.872002085506,47.365531512193,13.1110708907532
4,11,-10.6551779293377,281.958300238284,225.116362192216,30.6754748722144,12.440023001486
4,12,29.2661811794295,330.082568807339,84.6724006116208,32.727687595471,12.2427584240722
5,1,-78.191573989303,44.6580086580087,137.77316017316,31.962419235417,11.1567463787674
5,2,-73.2728957303353,47.3135158254919,168.547048759624,30.8171067921192,11.7462222861206
5,3,57.0578789053166,116.913871260199,172.945149592022,31.1818420894173,10.9223966393751
5,4,11.9410257112662,135.250137589433,285.876719867914,60.0842137738325,10.0965808588038
